baseMean	log2FoldChange	lfcSE	pvalue	padj	Description	Species	Contaminant	xenic	UniProt.KEGG.Terms	UniProt.GO.Biological	UniProt.GO.Cellular	UniProt.GO.Molecular	EggNOG.Predicted.Gene	EggNOG.Description	EggNOG.KEGG.Terms	EggNOG.GO.Biological	EggNOG.GO.Cellular	EggNOG.GO.Molecular	EggNOG.Protein.Domains
TR58971|c0_g2_i1	128.403929149348	0.0366631074933091	0.176905393170776	5.23827312663708e-07	0.000589727890989751				FALSE	NA										
TR267303|c0_g1_i1	161.260951577854	0.0417111475422976	0.178731218703743	6.78572526162669e-07	0.000639928847395553	tr|A0A2R7WUH5|A0A2R7WUH5_ONCFA 2,3-bisphosphoglycerate 3-phosphatase OS=Oncopeltus fasciatus OX=7536 GN=OFAS_OFAS015270 PE=3 SV=1	oncopeltus fasciatus	No	FALSE	NA				MINPP1	Multiple inositol polyphosphate phosphatase	4150,4151,4910,562	GO:0001503(L=3),GO:0006082(L=3),GO:0006457(L=2),GO:0006793(L=3),GO:0006796(L=4),GO:0006797(L=4),GO:0006950(L=2),GO:0007154(L=2),GO:0007165(L=3),GO:0007275(L=3),GO:0008150(L=0),GO:0008152(L=1),GO:0009888(L=3),GO:0009987(L=1),GO:0016311(L=5),GO:0019538(L=3),GO:0023052(L=1),GO:0030282(L=5),GO:0031214(L=4),GO:0031929(L=5),GO:0032501(L=1),GO:0032502(L=1),GO:0035556(L=4),GO:0043170(L=3),GO:0043436(L=4),GO:0044237(L=2),GO:0044238(L=2),GO:0044260(L=3),GO:0044267(L=4),GO:0044281(L=3),GO:0044699(L=1),GO:0044700(L=2),GO:0044707(L=2),GO:0044710(L=2),GO:0044763(L=2),GO:0048015(L=6),GO:0048017(L=5),GO:0048513(L=4),GO:0048731(L=4),GO:0048856(L=2),GO:0050789(L=2),GO:0050794(L=3),GO:0050896(L=1),GO:0051716(L=2),GO:0065007(L=1),GO:0071704(L=2),	GO:0005575(L=0),GO:0005622(L=3),GO:0005623(L=1),GO:0005737(L=4),GO:0005783(L=4),GO:0005788(L=5),GO:0005886(L=3),GO:0016020(L=1),GO:0031931(L=5),GO:0031974(L=1),GO:0032991(L=1),GO:0043226(L=1),GO:0043227(L=2),GO:0043229(L=3),GO:0043231(L=4),GO:0043233(L=2),GO:0043234(L=2),GO:0044422(L=2),GO:0044424(L=3),GO:0044432(L=5),GO:0044444(L=4),GO:0044446(L=3),GO:0044464(L=2),GO:0070013(L=3),GO:0071944(L=3),	GO:0000166(L=3),GO:0001882(L=3),GO:0001883(L=4),GO:0003674(L=0),GO:0003824(L=1),GO:0003993(L=6),GO:0004446(L=7),GO:0004721(L=6),GO:0005488(L=1),GO:0005524(L=7),GO:0008969(L=6),GO:0016787(L=2),GO:0016788(L=3),GO:0016791(L=5),GO:0017076(L=4),GO:0030351(L=8),GO:0030352(L=8),GO:0030554(L=5),GO:0032549(L=4),GO:0032550(L=5),GO:0032553(L=3),GO:0032555(L=4),GO:0032559(L=6),GO:0034416(L=6),GO:0034417(L=7),GO:0035639(L=4),GO:0036094(L=2),GO:0042578(L=4),GO:0043167(L=2),GO:0043168(L=3),GO:0052743(L=7),GO:0052745(L=6),GO:0052826(L=8),GO:0052827(L=7),GO:0097159(L=2),GO:1901265(L=3),GO:1901363(L=2),	PFAM (Acid_phosphat_A), SMART (SIGNAL, TRANS)
TR85640|c0_g1_i1	17.1611212257441	-0.0814151547465497	0.201205267430342	7.15351866918804e-07	0.000799989247170523				FALSE	NA										
TR234574|c1_g1_i1	63.4203206498247	-0.08807869637178	0.207428115764168	1.19446941515262e-06	0.000818323486101453				FALSE	NA										
TR251648|c1_g2_i1	125.731234336556	0.0352496687697028	0.176391959872192	1.3035118345943e-06	0.000818323486101453	tr|A0A2R7VY35|A0A2R7VY35_ONCFA Uncharacterized protein OS=Oncopeltus fasciatus OX=7536 GN=OFAS_OFAS003722 PE=4 SV=1	oncopeltus fasciatus	No	FALSE	NA					NA					SMART (SIGNAL, TRANS)
TR259825|c0_g2_i1	284.358226582417	0.0366267038808492	0.177125420621582	1.20421016591272e-06	0.000818323486101453				FALSE	NA										
TR273802|c9_g3_i1	97.373990061909	0.0495795802016531	0.181384096923559	1.2144700467904e-06	0.000818323486101453				FALSE	NA										
TR275611|c0_g1_i1	23.5663569607826	-0.118839038266013	0.239764411999363	1.1296038532242e-06	0.000818323486101453	tr|A0A2R7VXL4|A0A2R7VXL4_ONCFA Uncharacterized protein (Fragment) OS=Oncopeltus fasciatus OX=7536 GN=OFAS_OFAS003329 PE=3 SV=1	oncopeltus fasciatus	No	FALSE	NA					Inherit from biNOG: cytochrome P450		GO:0008150(L=0),GO:0008152(L=1),GO:0044710(L=2),GO:0055114(L=3),		GO:0003674(L=0),GO:0003824(L=1),GO:0004497(L=3),GO:0005488(L=1),GO:0005506(L=6),GO:0009055(L=1),GO:0016491(L=2),GO:0016705(L=3),GO:0020037(L=4),GO:0043167(L=2),GO:0043169(L=3),GO:0046872(L=4),GO:0046906(L=3),GO:0046914(L=5),GO:0097159(L=2),GO:1901363(L=2),	PFAM (p450), SMART (TRANS)
TR51621|c0_g1_i1	660.269133638061	0.0291561434829996	0.17485426355216	8.58057788864948e-07	0.000818323486101453				FALSE	NA										
TR246647|c1_g1_i2	54.4678248835558	0.038753907785063	0.177878635860542	1.29685215461621e-06	0.000836206616006362				FALSE	NA										
TR53413|c0_g1_i1	512.851662465853	0.0274587863030851	0.174326583585432	1.49527764379744e-06	0.000836206616006362				FALSE	NA										
TR279864|c1_g1_i1	484.081683592813	0.0311015642880735	0.175414384548669	1.52567115379959e-06	0.000897910832309967				FALSE	NA										
TR54542|c1_g1_i1	1007.92850811834	0.0277312645477957	0.174553442571087	1.63373560218311e-06	0.000897910832309967				FALSE	NA										
TR102611|c0_g1_i1	138.297284864734	0.0255066913619308	0.173827532719742	1.92525148801918e-06	0.000910213241642648				FALSE	NA										
TR133747|c0_g1_i1	131.852263873583	0.0330946838265006	0.175985541923387	1.61654448042775e-06	0.000910213241642648				FALSE	NA										
TR205579|c0_g1_i1	40.004341792657	-1.1423463496846	0.291742742672264	1.85406555777972e-06	0.000910213241642648	tr|R4WDL0|R4WDL0_RIPPE Choline-phosphate cytidylyltransferase a, b OS=Riptortus pedestris OX=329032 PE=2 SV=1	riptortus pedestris	No	FALSE	NA					Cholinephosphate cytidylyltransferase	440,564,1100	GO:0000003(L=1),GO:0001654(L=7),GO:0001736(L=6),GO:0001738(L=6),GO:0001745(L=6),GO:0002009(L=5),GO:0002165(L=4),GO:0006066(L=4),GO:0006576(L=5),GO:0006629(L=3),GO:0006644(L=4),GO:0006650(L=5),GO:0006656(L=5),GO:0006657(L=8),GO:0006793(L=3),GO:0006796(L=4),GO:0006807(L=2),GO:0006810(L=3),GO:0006897(L=5),GO:0007163(L=3),GO:0007164(L=4),GO:0007275(L=3),GO:0007276(L=3),GO:0007292(L=5),GO:0007423(L=6),GO:0007444(L=6),GO:0007472(L=7),GO:0007476(L=8),GO:0007552(L=4),GO:0007560(L=6),GO:0007568(L=3),GO:0008150(L=0),GO:0008152(L=1),GO:0008340(L=5),GO:0008610(L=4),GO:0008654(L=4),GO:0009058(L=2),GO:0009308(L=4),GO:0009653(L=3),GO:0009791(L=4),GO:0009886(L=4),GO:0009887(L=4),GO:0009888(L=3),GO:0009987(L=1),GO:0010259(L=4),GO:0016192(L=4),GO:0019637(L=3),GO:0019953(L=2),GO:0022414(L=2),GO:0032501(L=1),GO:0032502(L=1),GO:0032504(L=2),GO:0034641(L=3),GO:0035107(L=4),GO:0035114(L=5),GO:0035120(L=6),GO:0035220(L=7),GO:0042067(L=7),GO:0042439(L=3),GO:0044106(L=4),GO:0044237(L=2),GO:0044238(L=2),GO:0044249(L=3),GO:0044255(L=3),GO:0044281(L=3),GO:0044283(L=4),GO:0044699(L=1),GO:0044702(L=3),GO:0044707(L=2),GO:0044710(L=2),GO:0044711(L=3),GO:0044763(L=2),GO:0044767(L=2),GO:0045017(L=4),GO:0046165(L=5),GO:0046470(L=4),GO:0046474(L=5),GO:0046486(L=4),GO:0048477(L=4),GO:0048513(L=4),GO:0048563(L=4),GO:0048569(L=6),GO:0048592(L=5),GO:0048609(L=3),GO:0048707(L=5),GO:0048729(L=4),GO:0048731(L=4),GO:0048736(L=4),GO:0048737(L=5),GO:0048749(L=8),GO:0048856(L=2),GO:0051179(L=1),GO:0051234(L=2),GO:0060429(L=4),GO:0071704(L=2),GO:0090407(L=4),GO:1901564(L=3),GO:1901566(L=4),GO:1901576(L=3),GO:1901615(L=3),GO:1901617(L=4),	GO:0005575(L=0),GO:0005622(L=3),GO:0005623(L=1),GO:0005634(L=5),GO:0005737(L=4),GO:0043226(L=1),GO:0043227(L=2),GO:0043229(L=3),GO:0043231(L=4),GO:0044424(L=3),GO:0044464(L=2),	GO:0003674(L=0),GO:0003824(L=1),GO:0004105(L=6),GO:0016740(L=2),GO:0016772(L=3),GO:0016779(L=4),GO:0070567(L=5),	PFAM (CTP_transf_2), SMART (COIL)
TR225540|c2_g1_i2	75.3652478954392	0.0351516491640785	0.176568222184546	1.9481280368524e-06	0.000910213241642648				FALSE	NA										
TR259377|c1_g1_i1	801.823609402312	0.0318199438219222	0.175637352943773	1.81823510327542e-06	0.000910213241642648				FALSE	NA										
TR86623|c0_g1_i1	94.0021472827676	2.84016391347409	0.565135885695128	1.91129724475605e-06	0.000910213241642648	XP_024214664.1 protein obstructor-E-like [Halyomorpha halys]	halyomorpha halys	No	FALSE	NA					Cuticular protein analogous to peritrophins 3-A2		GO:0006022(L=4),GO:0006030(L=5),GO:0006040(L=4),GO:0006807(L=2),GO:0008150(L=0),GO:0008152(L=1),GO:0043170(L=3),GO:0071704(L=2),GO:1901071(L=5),GO:1901135(L=3),GO:1901564(L=3),	GO:0005575(L=0),GO:0005576(L=1),	GO:0003674(L=0),GO:0005488(L=1),GO:0008061(L=3),GO:0097367(L=2),	PFAM (CBM_14), SMART (ChtBD2, SIGNAL, TRANS)
TR205937|c2_g1_i5	1783.65155025472	0.0290531046881278	0.174927635704754	2.51629091893544e-06	0.00101854918763786				FALSE	NA										
TR208138|c1_g2_i1	229.018705316211	0.0262638501648228	0.174185216068794	2.4487399195368e-06	0.00101854918763786				FALSE	NA										
TR286619|c3_g2_i1	671.447119281167	0.0297201464925076	0.175090216844677	2.40786355385281e-06	0.00101854918763786				FALSE	NA										
TR234419|c0_g2_i1	10.8171836595016	-3.07017842385596	0.920541618729419	2.82842094615519e-06	0.00110298824742366	tr|A0A0K8SM11|A0A0K8SM11_LYGHE Fatty acyl-CoA reductase OS=Lygus hesperus OX=30085 GN=far1_12 PE=3 SV=1	lygus hesperus	No	FALSE	NA					Male sterility protein		GO:0008150(L=0),GO:0008152(L=1),GO:0044710(L=2),GO:0055114(L=3),		GO:0003674(L=0),GO:0003824(L=1),GO:0016491(L=2),GO:0016620(L=4),GO:0016903(L=3),GO:0080019(L=5),	PFAM (NAD_binding_4, Sterile, Epimerase, Polysacc_synt_2, 3Beta_HSD), SMART (TRANS)
TR225540|c2_g1_i4	290.289952767088	0.0319850227899273	0.175750302299161	3.35485185593985e-06	0.00111332698586817				FALSE	NA										
TR226091|c0_g1_i2	286.673008469561	0.0292398228949909	0.174857245103988	3.29171842713299e-06	0.00111332698586817				FALSE	NA										
TR232493|c0_g1_i1	250.55574337193	-1.9788195639474	0.580007286150244	3.04315692657417e-06	0.00111332698586817	tr|A0A5N5L270|A0A5N5L270_PANHP VIT domain-containing protein OS=Pangasianodon hypophthalmus OX=310915 GN=PHYPO_G00111330 PE=4 SV=1	pangasianodon hypophthalmus	No	FALSE	NA					to Inter-alpha-trypsin inhibitor heavy chain H4 precursor (ITI heavy chain H4) (Inter-alpha-inhibitor heavy chain 4) (Inter-alpha-trypsin inhibitor family heavy chain-related protein) (IHRP) (Plasma kallikrein sensitive glycoprotein 120					PFAM (VWA, VIT), SMART (VWA, SIGNAL, TRANS)
TR286768|c3_g1_i1	224.025230713395	0.0263243277220242	0.174105824848084	3.12397275059437e-06	0.00111332698586817				FALSE	NA										
TR212075|c0_g1_i2	301.027397299102	0.0304644371908065	0.175298050803885	4.01576062806743e-06	0.0012858823008792				FALSE	NA										
TR236402|c2_g1_i2	14.7577298230778	1.68691011956417	0.422323055502877	3.90038736376891e-06	0.00128701590446766				FALSE	NA										
TR269463|c0_g1_i1	69.327929239694	0.0272430683125506	0.174399264334207	5.09943872087495e-06	0.00144271002016584				FALSE	NA										
TR208138|c1_g1_i3	1490.66851218107	0.0131334421075222	0.172030477622945	4.55625160469105e-06	0.00150426362480989				FALSE	NA										
TR249826|c1_g2_i1	311.677177744224	0.0299138421949427	0.175208407614604	4.87483781441196e-06	0.0015117711914996				FALSE	NA										
TR287121|c9_g1_i1	1062.07932898434	0.0310915699410909	0.175414252755326	4.91403934850742e-06	0.0015117711914996				FALSE	NA										
TR89176|c0_g1_i1	136.724995843107	0.0337700944984901	0.176258982442863	4.83699247560902e-06	0.0015117711914996				FALSE	NA										
TR199650|c3_g9_i1	221.389254021874	0.0180947657394804	0.172549835581029	6.39785515731529e-06	0.00172997125824374				FALSE	NA										
TR203493|c14_g1_i1	156.970733225087	0.0268909758340151	0.17414190528834	6.41189863499269e-06	0.00184622264718281				FALSE	NA										
TR210296|c1_g1_i1	287.394151683573	0.0272044133505917	0.174421440976684	6.30639764845353e-06	0.00184622264718281				FALSE	NA										
TR228923|c0_g1_i1	291.050853454708	0.0269152138222142	0.174358817073251	6.46355772820809e-06	0.00184622264718281				FALSE	NA										
TR239687|c5_g1_i1	897.440997267412	8.16063578388638	2.51762449274597	7.47955389966704e-06	0.00196435689768033	tr|A0A1B4X9A5|A0A1B4X9A5_RIPPE Trialysin 2 OS=Riptortus pedestris OX=329032 PE=4 SV=1	riptortus pedestris	No	FALSE	NA										
TR213845|c0_g1_i1	14.8157969379884	-0.0429130300047445	0.179338528214455	9.59106328978924e-06	0.00249082570402375				FALSE	NA										
TR222470|c0_g1_i2	384.569365750648	0.0262300030031669	0.174205231229398	9.18162849029894e-06	0.00249082570402375				FALSE	NA										
TR244705|c1_g3_i2	214.714084156664	0.0230360298051028	0.173506317799473	1.15348033748951e-05	0.00249082570402375				FALSE	NA										
