baseMean	log2FoldChange	lfcSE	pvalue	padj	Description	Species	Contaminant	xenic	UniProt.KEGG.Terms	UniProt.GO.Biological	UniProt.GO.Cellular	UniProt.GO.Molecular	EggNOG.Predicted.Gene	EggNOG.Description	EggNOG.KEGG.Terms	EggNOG.GO.Biological	EggNOG.GO.Cellular	EggNOG.GO.Molecular	EggNOG.Protein.Domains	manual.ann
TR93803|c0_g1_i1	3.47592211905275	0.0304310705271565	0.0835932119384068	2.82280850602141e-05	0.0879327671619419				FALSE	NA											NA
TR262817|c3_g5_i4	2.83683634361686	0.0343300363651855	0.0863196071521101	3.66307998005229e-05	0.097604186869158				FALSE	NA											jockey RT
TR283772|c0_g1_i1	84.669602066675	-0.80671166460774	0.242398719316629	3.91440514977342e-05	0.097604186869158				FALSE	NA											NA
TR258889|c3_g1_i1	30.1608424811963	0.005040688518437	0.0744118537150946	6.16505239322813e-05	0.142742980947493				FALSE	NA											NA
TR209780|c12_g1_i4	5.88379601335587	-0.000362176924680581	0.0741666293172692	9.29929252014849e-05	0.180929182984716				FALSE	NA											NA
TR246152|c0_g2_i1	30.9308607681086	-0.00447945986328648	0.0743626458992314	0.00010997510699861	0.180929182984716	XP_014275825.1 bursicon [Halyomorpha halys]	halyomorpha halys	No	FALSE	NA				BURS	bursicon		GO:0002165(L=4),GO:0007275(L=3),GO:0007444(L=6),GO:0007472(L=7),GO:0007476(L=8),GO:0007552(L=4),GO:0007560(L=6),GO:0007564(L=5),GO:0007591(L=4),GO:0007593(L=4),GO:0008150(L=0),GO:0009653(L=3),GO:0009791(L=4),GO:0009886(L=4),GO:0009887(L=4),GO:0021700(L=3),GO:0022404(L=4),GO:0032501(L=1),GO:0032502(L=1),GO:0035107(L=4),GO:0035114(L=5),GO:0035120(L=6),GO:0035220(L=7),GO:0042303(L=3),GO:0042335(L=4),GO:0043473(L=2),GO:0044699(L=1),GO:0044707(L=2),GO:0044767(L=2),GO:0048066(L=3),GO:0048067(L=4),GO:0048070(L=4),GO:0048079(L=5),GO:0048082(L=6),GO:0048513(L=4),GO:0048563(L=4),GO:0048569(L=6),GO:0048707(L=5),GO:0048731(L=4),GO:0048736(L=4),GO:0048737(L=5),GO:0048856(L=2),GO:0050789(L=2),GO:0050793(L=3),GO:0051239(L=3),GO:0065007(L=1),GO:2000026(L=4),	GO:0005575(L=0),GO:0005576(L=1),GO:0005615(L=3),GO:0005623(L=1),GO:0030424(L=5),GO:0031395(L=3),GO:0032991(L=1),GO:0033267(L=5),GO:0042995(L=3),GO:0043005(L=4),GO:0043195(L=4),GO:0043234(L=2),GO:0043679(L=5),GO:0044306(L=4),GO:0044421(L=2),GO:0044456(L=2),GO:0044463(L=3),GO:0044464(L=2),GO:0045202(L=1),GO:0097458(L=3),	GO:0003674(L=0),GO:0005102(L=3),GO:0005179(L=4),GO:0005184(L=5),GO:0005488(L=1),GO:0005515(L=2),	PFAM (DAN), SMART (SIGNAL, TRANS)	bursicon
TR251709|c1_g2_i2	5.96963725320789	0.0192310211497362	0.0777627707289299	0.000116872072443762	0.180929182984716	XP_014290899.1 pyridoxal phosphate phosphatase-like isoform X1 [Halyomorpha halys]	halyomorpha halys	No	FALSE	NA					Inherit from biNOG: Phosphatase	627,1120	GO:0006793(L=3),GO:0006796(L=4),GO:0008150(L=0),GO:0008152(L=1),GO:0009987(L=1),GO:0016311(L=5),GO:0044237(L=2),		GO:0003674(L=0),GO:0003824(L=1),GO:0016787(L=2),GO:0016788(L=3),GO:0016791(L=5),GO:0033883(L=6),GO:0042578(L=4),	PFAM (Hydrolase)	NA
TR273399|c0_g3_i1	64.5139204891244	0.00748201960258898	0.0746904671317014	8.80360734605892e-05	0.180929182984716				FALSE	NA											NA
TR277912|c0_g2_i2	2.58332107388295	0.0112473872765438	0.0753878169258175	0.000110690743727702	0.180929182984716	XP_014271639.1 thymidine kinase, cytosolic-like isoform X1 [Halyomorpha halys]	halyomorpha halys	No	FALSE	NA				TK1	THymidine Kinase	240,983,1100	GO:0000003(L=1),GO:0001889(L=5),GO:0006139(L=3),GO:0006206(L=5),GO:0006213(L=5),GO:0006259(L=4),GO:0006260(L=5),GO:0006461(L=5),GO:0006725(L=3),GO:0006753(L=4),GO:0006793(L=3),GO:0006796(L=4),GO:0006807(L=2),GO:0007275(L=3),GO:0007567(L=4),GO:0008150(L=0),GO:0008152(L=1),GO:0008283(L=2),GO:0008655(L=5),GO:0009058(L=2),GO:0009059(L=4),GO:0009112(L=4),GO:0009116(L=4),GO:0009117(L=5),GO:0009120(L=5),GO:0009123(L=5),GO:0009124(L=5),GO:0009157(L=7),GO:0009162(L=7),GO:0009163(L=5),GO:0009165(L=5),GO:0009605(L=2),GO:0009636(L=3),GO:0009719(L=2),GO:0009725(L=3),GO:0009790(L=4),GO:0009792(L=5),GO:0009987(L=1),GO:0009991(L=3),GO:0010033(L=3),GO:0010035(L=3),GO:0010038(L=4),GO:0014070(L=4),GO:0014855(L=4),GO:0014856(L=5),GO:0016043(L=2),GO:0016310(L=5),GO:0018130(L=4),GO:0019438(L=4),GO:0019637(L=3),GO:0022414(L=2),GO:0022607(L=3),GO:0031667(L=4),GO:0031960(L=5),GO:0032501(L=1),GO:0032502(L=1),GO:0032504(L=2),GO:0033002(L=3),GO:0033993(L=4),GO:0034641(L=3),GO:0034645(L=4),GO:0034654(L=4),GO:0042221(L=2),GO:0043094(L=4),GO:0043097(L=6),GO:0043170(L=3),GO:0043174(L=5),GO:0043933(L=3),GO:0044085(L=2),GO:0044237(L=2),GO:0044238(L=2),GO:0044249(L=3),GO:0044260(L=3),GO:0044271(L=4),GO:0044281(L=3),GO:0044699(L=1),GO:0044702(L=3),GO:0044703(L=3),GO:0044706(L=2),GO:0044707(L=2),GO:0044710(L=2),GO:0044767(L=2),GO:0046104(L=7),GO:0046125(L=7),GO:0046134(L=7),GO:0046483(L=3),GO:0046688(L=5),GO:0048513(L=4),GO:0048545(L=4),GO:0048565(L=5),GO:0048609(L=3),GO:0048731(L=4),GO:0048856(L=2),GO:0050896(L=1),GO:0051259(L=6),GO:0051260(L=7),GO:0051262(L=7),GO:0051289(L=8),GO:0051384(L=6),GO:0051414(L=7),GO:0051704(L=1),GO:0055086(L=3),GO:0055123(L=5),GO:0060138(L=4),GO:0061008(L=5),GO:0065003(L=4),GO:0070271(L=3),GO:0071704(L=2),GO:0071822(L=4),GO:0071840(L=1),GO:0072527(L=4),GO:0072528(L=5),GO:0090304(L=4),GO:0090407(L=4),GO:0097305(L=4),GO:1901135(L=3),GO:1901137(L=4),GO:1901293(L=4),GO:1901360(L=3),GO:1901362(L=4),GO:1901564(L=3),GO:1901566(L=4),GO:1901576(L=3),GO:1901654(L=4),GO:1901657(L=3),GO:1901659(L=4),GO:1901700(L=3),	GO:0005575(L=0),GO:0005622(L=3),GO:0005623(L=1),GO:0005737(L=4),GO:0005829(L=4),GO:0044424(L=3),GO:0044444(L=4),GO:0044464(L=2),	GO:0000166(L=3),GO:0001882(L=3),GO:0001883(L=4),GO:0003674(L=0),GO:0003824(L=1),GO:0004797(L=8),GO:0005488(L=1),GO:0005524(L=7),GO:0008270(L=6),GO:0016301(L=4),GO:0016740(L=2),GO:0016772(L=3),GO:0017076(L=4),GO:0019136(L=7),GO:0019205(L=5),GO:0019206(L=6),GO:0030554(L=5),GO:0032549(L=4),GO:0032550(L=5),GO:0032553(L=3),GO:0032555(L=4),GO:0032559(L=6),GO:0035639(L=4),GO:0036094(L=2),GO:0043167(L=2),GO:0043168(L=3),GO:0043169(L=3),GO:0046872(L=4),GO:0046914(L=5),GO:0097159(L=2),GO:1901265(L=3),GO:1901363(L=2),	PFAM (TK)	NA
TR280698|c1_g1_i4	278.953519129713	-0.490593396767115	0.167514362218525	0.000103679466736916	0.180929182984716				FALSE	NA											NA
TR54578|c0_g1_i1	3.73202548201857	-0.0204831846130663	0.0783283578235835	0.000117214648856364	0.180929182984716				FALSE	NA											ZMYM1
TR262721|c7_g4_i1	28.6363164958109	0.0556403967208012	0.1088169226221	0.000127153402696585	0.187348979473173	tr|T1HA40|T1HA40_RHOPR PHD-type domain-containing protein OS=Rhodnius prolixus OX=13249 PE=4 SV=1	rhodnius prolixus	No	FALSE	NA					NA				GO:0003674(L=0),GO:0005488(L=1),GO:0008270(L=6),GO:0043167(L=2),GO:0043169(L=3),GO:0046872(L=4),GO:0046914(L=5),	SMART (PHD, COIL)	NA
TR279315|c0_g1_i1	340.234672576065	0.00717195682274135	0.0746448037783751	0.000136842882535184	0.192859219016434	tr|A0A171AZE4|A0A171AZE4_TRIIF Arylphorin subunit alpha-like protein (Fragment) OS=Triatoma infestans OX=30076 PE=4 SV=1	triatoma infestans	No	FALSE	NA					Larval storage protein (LSP) which may serve as a store of amino acids for synthesis of adult proteins		GO:0000902(L=5),GO:0000904(L=5),GO:0006928(L=3),GO:0006935(L=3),GO:0007154(L=2),GO:0007267(L=3),GO:0007275(L=3),GO:0007399(L=5),GO:0007409(L=7),GO:0007411(L=7),GO:0008037(L=3),GO:0008038(L=5),GO:0008039(L=8),GO:0008045(L=6),GO:0008150(L=0),GO:0008152(L=1),GO:0009605(L=2),GO:0009653(L=3),GO:0009987(L=1),GO:0016043(L=2),GO:0016201(L=6),GO:0022008(L=5),GO:0023052(L=1),GO:0030030(L=3),GO:0030154(L=4),GO:0030182(L=7),GO:0031175(L=5),GO:0032501(L=1),GO:0032502(L=1),GO:0032989(L=4),GO:0032990(L=5),GO:0040011(L=1),GO:0042221(L=2),GO:0042330(L=3),GO:0044699(L=1),GO:0044700(L=2),GO:0044707(L=2),GO:0044710(L=2),GO:0044763(L=2),GO:0044767(L=2),GO:0045165(L=5),GO:0045168(L=5),GO:0046331(L=7),GO:0048468(L=5),GO:0048666(L=6),GO:0048667(L=6),GO:0048699(L=7),GO:0048731(L=4),GO:0048812(L=6),GO:0048856(L=2),GO:0048858(L=5),GO:0048869(L=3),GO:0050896(L=1),GO:0050919(L=5),GO:0055114(L=3),GO:0061564(L=8),GO:0071840(L=1),GO:0097485(L=4),	GO:0005575(L=0),GO:0005576(L=1),GO:0005615(L=3),GO:0005616(L=3),GO:0005622(L=3),GO:0005623(L=1),GO:0005737(L=4),GO:0005811(L=5),GO:0032991(L=1),GO:0043234(L=2),GO:0044421(L=2),GO:0044424(L=3),GO:0044444(L=4),GO:0044464(L=2),	GO:0003674(L=0),GO:0003824(L=1),GO:0004497(L=3),GO:0004503(L=5),GO:0016491(L=2),GO:0016705(L=3),GO:0016716(L=4),GO:0045735(L=1),	PFAM (Hemocyanin_M, Hemocyanin_N, Hemocyanin_C), SMART (SIGNAL, TRANS)	NA
TR285518|c0_g1_i3	2.17539040535661	-0.000453917743168617	0.0741681024812779	0.000145865285453341	0.193734863324482	tr|M9VQZ6|M9VQZ6_ONCFA Boule (Fragment) OS=Oncopeltus fasciatus OX=7536 PE=2 SV=1	oncopeltus fasciatus	No	FALSE	NA				BOL	RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)		GO:0000003(L=1),GO:0002165(L=4),GO:0006417(L=7),GO:0007049(L=3),GO:0007126(L=4),GO:0007127(L=4),GO:0007140(L=4),GO:0007154(L=2),GO:0007267(L=3),GO:0007275(L=3),GO:0007276(L=3),GO:0007283(L=6),GO:0007444(L=6),GO:0007472(L=7),GO:0007476(L=8),GO:0007552(L=4),GO:0007560(L=6),GO:0008150(L=0),GO:0008315(L=5),GO:0009653(L=3),GO:0009791(L=4),GO:0009886(L=4),GO:0009887(L=4),GO:0009889(L=4),GO:0009987(L=1),GO:0010468(L=5),GO:0010556(L=5),GO:0010564(L=5),GO:0010608(L=6),GO:0019222(L=3),GO:0019953(L=2),GO:0022402(L=4),GO:0022412(L=3),GO:0022414(L=2),GO:0023052(L=1),GO:0030154(L=4),GO:0031323(L=4),GO:0031326(L=5),GO:0032268(L=5),GO:0032501(L=1),GO:0032502(L=1),GO:0032504(L=2),GO:0035107(L=4),GO:0035114(L=5),GO:0035120(L=6),GO:0035220(L=7),GO:0040020(L=6),GO:0044699(L=1),GO:0044700(L=2),GO:0044702(L=3),GO:0044707(L=2),GO:0044763(L=2),GO:0044767(L=2),GO:0044770(L=5),GO:0044771(L=4),GO:0045165(L=5),GO:0045168(L=5),GO:0045836(L=7),GO:0046331(L=7),GO:0048137(L=6),GO:0048232(L=5),GO:0048513(L=4),GO:0048518(L=3),GO:0048522(L=4),GO:0048563(L=4),GO:0048569(L=6),GO:0048609(L=3),GO:0048610(L=-1),GO:0048707(L=5),GO:0048731(L=4),GO:0048736(L=4),GO:0048737(L=5),GO:0048856(L=2),GO:0048869(L=3),GO:0050789(L=2),GO:0050794(L=3),GO:0051246(L=5),GO:0051301(L=3),GO:0051321(L=3),GO:0051445(L=4),GO:0051726(L=4),GO:0060255(L=4),GO:0065007(L=1),GO:0080090(L=4),GO:0090068(L=6),GO:2000112(L=6),	GO:0005575(L=0),GO:0005622(L=3),GO:0005623(L=1),GO:0005634(L=5),GO:0005737(L=4),GO:0043025(L=4),GO:0043204(L=4),GO:0043226(L=1),GO:0043227(L=2),GO:0043229(L=3),GO:0043231(L=4),GO:0044297(L=3),GO:0044424(L=3),GO:0044464(L=2),GO:0097458(L=3),	GO:0000166(L=3),GO:0003674(L=0),GO:0003676(L=3),GO:0003723(L=4),GO:0003729(L=6),GO:0005488(L=1),GO:0036094(L=2),GO:0097159(L=2),GO:1901265(L=3),GO:1901363(L=2),	PFAM (RRM_1, HLH), SMART (RRM, TRANS, HLH)	NA
TR94902|c1_g1_i1	2.69202973483229	0.0251092050300872	0.0804285149674288	0.0001494176024406	0.193734863324482				FALSE	NA											NA
