baseMean	log2FoldChange	lfcSE	pvalue	padj	Description	Species	Contaminant	xenic	UniProt.KEGG.Terms	UniProt.GO.Biological	UniProt.GO.Cellular	UniProt.GO.Molecular	EggNOG.Predicted.Gene	EggNOG.Description	EggNOG.KEGG.Terms	EggNOG.GO.Biological	EggNOG.GO.Cellular	EggNOG.GO.Molecular	EggNOG.Protein.Domains
TR254890|c2_g1_i3	30.2437622945585	-0.833935846256052	0.209355590728185	2.74663609955117e-06	0.00384251691032595	XP_014275688.1 dyslexia-associated protein KIAA0319-like protein isoform X1 [Halyomorpha halys]	halyomorpha halys	No	FALSE	NA					PKD		GO:0006508(L=4),GO:0008150(L=0),GO:0008152(L=1),GO:0019538(L=3),GO:0043170(L=3),GO:0044238(L=2),GO:0071704(L=2),	GO:0005575(L=0),GO:0005622(L=3),GO:0005623(L=1),GO:0044464(L=2),	GO:0003674(L=0),GO:0003824(L=1),GO:0004553(L=4),GO:0004568(L=5),GO:0005488(L=1),GO:0008233(L=3),GO:0008270(L=6),GO:0016787(L=2),GO:0016798(L=3),GO:0043167(L=2),GO:0043169(L=3),GO:0046872(L=4),GO:0046914(L=5),	PFAM (REJ, EGF_2, zf-B_box, MANEC), SMART (PKD, TRANS, FN3, EGF_like, SIGNAL, EGF, MANEC, RING)
TR262382|c0_g1_i1	19.5305471101413	-0.0412893738282972	0.138105892414671	3.06282035265085e-06	0.00384251691032595	tr|A0A7U3RXU0|A0A7U3RXU0_9HEMI Cathepsin L1 OS=Dysdercus peruvianus OX=685034 PE=2 SV=1	dysdercus peruvianus	No	FALSE	NA					cathepsin	4142,4145,4612,5205,5323	GO:0002165(L=4),GO:0006508(L=4),GO:0007275(L=3),GO:0007431(L=5),GO:0007435(L=5),GO:0007552(L=4),GO:0007559(L=-1),GO:0008150(L=0),GO:0008152(L=1),GO:0008219(L=3),GO:0009056(L=2),GO:0009057(L=4),GO:0009653(L=3),GO:0009791(L=4),GO:0009886(L=4),GO:0009888(L=3),GO:0009987(L=1),GO:0012501(L=4),GO:0016265(L=-1),GO:0016271(L=-1),GO:0019538(L=3),GO:0022612(L=4),GO:0030163(L=4),GO:0032501(L=1),GO:0032502(L=1),GO:0035070(L=5),GO:0035071(L=6),GO:0035272(L=5),GO:0043170(L=3),GO:0044238(L=2),GO:0044699(L=1),GO:0044707(L=2),GO:0044763(L=2),GO:0044767(L=2),GO:0048102(L=5),GO:0048513(L=4),GO:0048707(L=5),GO:0048731(L=4),GO:0048732(L=6),GO:0048856(L=2),GO:0071704(L=2),GO:1901575(L=3),	GO:0000323(L=6),GO:0005575(L=0),GO:0005622(L=3),GO:0005623(L=1),GO:0005737(L=4),GO:0005764(L=7),GO:0005773(L=5),GO:0043226(L=1),GO:0043227(L=2),GO:0043229(L=3),GO:0043231(L=4),GO:0044424(L=3),GO:0044444(L=4),GO:0044464(L=2),GO:0045169(L=5),	GO:0003674(L=0),GO:0003824(L=1),GO:0004175(L=5),GO:0004197(L=6),GO:0008233(L=3),GO:0008234(L=5),GO:0016787(L=2),GO:0070011(L=4),	PFAM (Peptidase_C1, Inhibitor_I29, Peptidase_C1_2), SMART (Pept_C1, Inhibitor_I29, SIGNAL, TRANS)
TR278246|c0_g5_i2	135.954745589207	-0.0637251637877572	0.153320409268366	2.84088676616391e-06	0.00384251691032595				FALSE	NA										
TR279716|c1_g1_i1	404.180941349918	-0.0391746696068586	0.136842180224337	3.33641052599013e-06	0.00384251691032595	tr|R4WQA7|R4WQA7_RIPPE Uncharacterized protein OS=Riptortus pedestris OX=329032 PE=2 SV=1	riptortus pedestris	No	FALSE	NA										
TR115530|c0_g1_i1	5.37313118961987	-0.0371127419152252	0.135945901531922	2.83530380870555e-06	0.00403490476268436	tr|A0A060Q3Y1|A0A060Q3Y1_9RICK Uncharacterized protein OS=Wolbachia endosymbiont of Cimex lectularius OX=246273 GN=WCLE_004680 PE=4 SV=1	wolbachia endosymbiont of cimex lectularius	Yes	TRUE	NA					type IV secretion system protein					PFAM (TrbC), SMART (TRANS, SIGNAL)
TR207997|c0_g1_i1	30.0742268256716	0.98426699837837	0.268675681487051	4.80507222317159e-06	0.00403490476268436				FALSE	NA										
TR242953|c0_g1_i1	21.14278389784	-2.55385761695202	0.717773611473982	4.46925001606673e-06	0.00403490476268436				FALSE	NA										
TR274766|c0_g1_i1	4.77100479039638	-0.127194088438747	0.257179374922124	2.01661017527946e-06	0.00403490476268436				FALSE	NA										
TR256704|c13_g8_i1	6.575459922683	-0.0298587978232826	0.133465215907476	3.0789670166802e-06	0.00417476352630617				FALSE	NA										
TR171311|c0_g1_i1	13.4969723436071	-0.041216443526814	0.137792154317202	5.99748296831604e-06	0.00447335041567991				FALSE	NA										
TR213438|c0_g1_i1	51.5572030782688	-0.993563529001188	0.265788247465264	1.05108192216528e-05	0.00447335041567991				FALSE	NA										
TR231190|c10_g9_i2	33.7518555942697	-0.0125843825122334	0.129165735854314	1.17785207843581e-05	0.00447335041567991				FALSE	NA										
TR266468|c0_g1_i2	55.8766300302066	-0.0329620406283395	0.134617362961775	1.07948696679097e-05	0.00447335041567991	tr|R4WMK4|R4WMK4_RIPPE Uncharacterized protein OS=Riptortus pedestris OX=329032 PE=2 SV=1	riptortus pedestris	No	FALSE	NA										
TR51297|c0_g1_i1	121.71666363952	-0.0306704998567623	0.133391432375825	4.83560393441449e-06	0.00447335041567991	XP_014282429.1 maltase A1-like [Halyomorpha halys]	halyomorpha halys	No	FALSE	NA				MAL-A5	ec 3.2.1.20	52,500,1100	GO:0005975(L=3),GO:0005996(L=4),GO:0006006(L=7),GO:0008150(L=0),GO:0008152(L=1),GO:0019318(L=5),GO:0044238(L=2),GO:0044723(L=3),GO:0071704(L=2),		GO:0003674(L=0),GO:0003824(L=1),GO:0004553(L=4),GO:0004558(L=7),GO:0005488(L=1),GO:0015926(L=5),GO:0016787(L=2),GO:0016798(L=3),GO:0032450(L=7),GO:0043167(L=2),GO:0043169(L=3),	PFAM (Alpha-amylase), SMART (Aamy, SIGNAL, TRANS)
TR93014|c0_g1_i1	34.9827649073968	-1.38636008227663	0.353694477820273	1.0471374159639e-05	0.00447335041567991				FALSE	NA										
TR196785|c0_g1_i1	75.0450500168281	-2.20502267791807	0.505933210472045	8.0435914975315e-06	0.00451131952195804				FALSE	NA										
TR221499|c0_g1_i1	14.6780532150402	-0.0234487688602874	0.131360649371971	6.18674966377156e-06	0.00451131952195804	XP_022196218.2 uncharacterized protein LOC111053606 isoform X2 [Nilaparvata lugens]	nilaparvata lugens	No	FALSE	NA										
TR229940|c1_g1_i2	5.40787913859366	-1.99636068142388	0.48458676891789	4.63815353626701e-06	0.00451131952195804				FALSE	NA										
TR236177|c0_g1_i1	99.8841214350346	-0.0306441116335611	0.133512746226709	5.9431029076549e-06	0.00451131952195804	tr|R4WCN7|R4WCN7_RIPPE Uncharacterized protein OS=Riptortus pedestris OX=329032 PE=2 SV=1	riptortus pedestris	No	FALSE	NA										
TR253150|c0_g1_i1	240.248464166297	-0.0283966858031099	0.132668986486529	6.50983348588353e-06	0.00451131952195804	XP_014284768.2 aminopeptidase N-like [Halyomorpha halys]	halyomorpha halys	No	FALSE	NA				TRHDE	Aminopeptidase	480,1100,4614,4640	GO:0000003(L=1),GO:0001525(L=4),GO:0001568(L=5),GO:0001944(L=5),GO:0006508(L=4),GO:0006725(L=3),GO:0007097(L=5),GO:0007154(L=2),GO:0007165(L=3),GO:0007267(L=3),GO:0007275(L=3),GO:0007338(L=5),GO:0008150(L=0),GO:0008152(L=1),GO:0009566(L=3),GO:0009653(L=3),GO:0009790(L=4),GO:0009792(L=5),GO:0009987(L=1),GO:0016032(L=3),GO:0019048(L=4),GO:0019538(L=3),GO:0019953(L=2),GO:0022414(L=2),GO:0023052(L=1),GO:0030154(L=4),GO:0032501(L=1),GO:0032502(L=1),GO:0032844(L=4),GO:0032879(L=3),GO:0035046(L=5),GO:0035813(L=5),GO:0035814(L=5),GO:0035821(L=2),GO:0040023(L=4),GO:0043170(L=3),GO:0044003(L=5),GO:0044057(L=4),GO:0044062(L=6),GO:0044237(L=2),GO:0044238(L=2),GO:0044403(L=3),GO:0044419(L=2),GO:0044699(L=1),GO:0044700(L=2),GO:0044702(L=3),GO:0044707(L=2),GO:0044763(L=2),GO:0044764(L=2),GO:0044767(L=2),GO:0045165(L=5),GO:0045168(L=5),GO:0046331(L=7),GO:0048514(L=4),GO:0048519(L=3),GO:0048646(L=3),GO:0048731(L=4),GO:0048856(L=2),GO:0048869(L=3),GO:0050789(L=2),GO:0050794(L=3),GO:0050896(L=1),GO:0051046(L=5),GO:0051048(L=6),GO:0051049(L=4),GO:0051051(L=4),GO:0051179(L=1),GO:0051234(L=2),GO:0051239(L=3),GO:0051241(L=4),GO:0051640(L=3),GO:0051641(L=2),GO:0051647(L=4),GO:0051649(L=3),GO:0051656(L=3),GO:0051701(L=4),GO:0051704(L=1),GO:0051716(L=2),GO:0051817(L=4),GO:0065007(L=1),GO:0065008(L=2),GO:0071704(L=2),GO:0072358(L=5),GO:0072359(L=5),GO:2000021(L=6),	GO:0005575(L=0),GO:0005622(L=3),GO:0005623(L=1),GO:0005737(L=4),GO:0005793(L=5),GO:0005829(L=4),GO:0005886(L=3),GO:0005887(L=4),GO:0009897(L=3),GO:0009986(L=3),GO:0012506(L=4),GO:0016020(L=1),GO:0016021(L=4),GO:0031090(L=3),GO:0031224(L=3),GO:0031226(L=3),GO:0031974(L=1),GO:0031982(L=3),GO:0031983(L=4),GO:0043226(L=1),GO:0043227(L=2),GO:0043229(L=3),GO:0043231(L=4),GO:0043233(L=2),GO:0044422(L=2),GO:0044424(L=3),GO:0044425(L=2),GO:0044444(L=4),GO:0044459(L=3),GO:0044464(L=2),GO:0071944(L=3),	GO:0003674(L=0),GO:0003824(L=1),GO:0004175(L=5),GO:0004177(L=6),GO:0004222(L=6),GO:0004872(L=2),GO:0005488(L=1),GO:0008233(L=3),GO:0008237(L=5),GO:0008238(L=5),GO:0008270(L=6),GO:0016787(L=2),GO:0033218(L=2),GO:0042277(L=3),GO:0043167(L=2),GO:0043169(L=3),GO:0046872(L=4),GO:0046914(L=5),GO:0070011(L=4),	PFAM (Peptidase_M1), SMART (TRANS, SIGNAL, COIL)
TR263425|c0_g1_i1	107.345914225066	-0.0410423440400792	0.137617056269043	8.12164333427476e-06	0.00451131952195804	tr|R4WI67|R4WI67_RIPPE Uncharacterized protein OS=Riptortus pedestris OX=329032 PE=2 SV=1	riptortus pedestris	No	FALSE	NA										
TR209528|c0_g1_i1	3.42039957902019	-0.0916488622284392	0.184810523721491	1.25495659424913e-06	0.00512564617970468				FALSE	NA				ANKRD42	Ankyrin Repeat Protein		GO:0005975(L=3),GO:0006066(L=4),GO:0006071(L=4),GO:0006140(L=6),GO:0006629(L=3),GO:0006644(L=4),GO:0006793(L=3),GO:0006796(L=4),GO:0007154(L=2),GO:0007165(L=3),GO:0007264(L=5),GO:0008150(L=0),GO:0008152(L=1),GO:0008610(L=4),GO:0008654(L=4),GO:0009058(L=2),GO:0009118(L=6),GO:0009894(L=4),GO:0009966(L=4),GO:0009987(L=1),GO:0010646(L=4),GO:0019219(L=5),GO:0019220(L=6),GO:0019222(L=3),GO:0019400(L=3),GO:0019637(L=3),GO:0019751(L=5),GO:0023051(L=3),GO:0023052(L=1),GO:0030811(L=6),GO:0031323(L=4),GO:0031329(L=5),GO:0032483(L=8),GO:0033121(L=8),GO:0033124(L=-1),GO:0035556(L=4),GO:0043085(L=4),GO:0043087(L=5),GO:0043547(L=6),GO:0044093(L=3),GO:0044237(L=2),GO:0044238(L=2),GO:0044249(L=3),GO:0044255(L=3),GO:0044262(L=3),GO:0044281(L=3),GO:0044699(L=1),GO:0044700(L=2),GO:0044710(L=2),GO:0044763(L=2),GO:0046578(L=7),GO:0048583(L=3),GO:0050789(L=2),GO:0050790(L=3),GO:0050794(L=3),GO:0050896(L=1),GO:0051056(L=6),GO:0051171(L=4),GO:0051174(L=5),GO:0051336(L=4),GO:0051345(L=5),GO:0051716(L=2),GO:0065007(L=1),GO:0065009(L=2),GO:0071704(L=2),GO:0080090(L=4),GO:0090407(L=4),GO:1900542(L=7),GO:1901576(L=3),GO:1901615(L=3),	GO:0005575(L=0),GO:0005622(L=3),GO:0005623(L=1),GO:0016020(L=1),GO:0016021(L=4),GO:0031224(L=3),GO:0044425(L=2),GO:0044464(L=2),	GO:0001871(L=2),GO:0003674(L=0),GO:0003676(L=3),GO:0003677(L=4),GO:0003824(L=1),GO:0004435(L=7),GO:0004609(L=5),GO:0004620(L=5),GO:0004629(L=6),GO:0005085(L=2),GO:0005096(L=4),GO:0005488(L=1),GO:0005509(L=5),GO:0005543(L=3),GO:0005544(L=4),GO:0008047(L=3),GO:0008081(L=5),GO:0008289(L=2),GO:0008889(L=6),GO:0016298(L=4),GO:0016787(L=2),GO:0016788(L=3),GO:0016829(L=2),GO:0016830(L=3),GO:0016831(L=4),GO:0030234(L=2),GO:0030246(L=2),GO:0030247(L=3),GO:0030695(L=4),GO:0042578(L=4),GO:0043167(L=2),GO:0043168(L=3),GO:0043169(L=3),GO:0046872(L=4),GO:0060589(L=3),GO:0097159(L=2),GO:1901363(L=2),GO:2001070(L=4),	PFAM (Ank, DUF3447, ZU5, Death), SMART (ANK, TRANS, COIL)
TR219157|c0_g1_i1	9.81019603111096	-0.0532802918988851	0.145132232370261	7.93434154331716e-06	0.00512564617970468				FALSE	NA										
TR233579|c6_g2_i1	9.15379509430541	1.29776870414744	0.372351262136404	1.02905702040127e-05	0.00512564617970468	tr|A0A1Y1JVZ6|A0A1Y1JVZ6_PHOPY Uncharacterized protein OS=Photinus pyralis OX=7054 PE=4 SV=1	photinus pyralis	No	FALSE	NA					YqaJ-like viral recombinase domain		GO:0006139(L=3),GO:0006725(L=3),GO:0006807(L=2),GO:0008150(L=0),GO:0008152(L=1),GO:0009987(L=1),GO:0034641(L=3),GO:0043170(L=3),GO:0044237(L=2),GO:0044238(L=2),GO:0046483(L=3),GO:0071704(L=2),GO:0090304(L=4),GO:0090305(L=5),GO:1901360(L=3),		GO:0003674(L=0),GO:0003676(L=3),GO:0003677(L=4),GO:0003824(L=1),GO:0004518(L=4),GO:0004527(L=5),GO:0005488(L=1),GO:0016787(L=2),GO:0016788(L=3),GO:0097159(L=2),GO:1901363(L=2),	PFAM (YqaJ, Herpes_alk_exo, THAP, zf-AD), SMART (THAP, zf-AD)
TR76328|c0_g1_i1	10.0153546858786	-0.0240766188851054	0.131561816541817	1.17449890819453e-05	0.00512564617970468				FALSE	NA										
TR207984|c2_g1_i1	7.41483697169145	-2.16478433524389	0.727215332348659	8.46080134842999e-06	0.00517915829005746				FALSE	NA										
TR213748|c0_g1_i1	11.8228708048178	-0.0279980621543495	0.132742012283826	1.08009878439264e-05	0.00517915829005746	XP_014280277.1 synaptic vesicle glycoprotein 2C-like [Halyomorpha halys]	halyomorpha halys	No	FALSE	NA					Sugar (and other) transporter		GO:0006810(L=3),GO:0008150(L=0),GO:0009987(L=1),GO:0044699(L=1),GO:0044763(L=2),GO:0044765(L=3),GO:0051179(L=1),GO:0051234(L=2),GO:0055085(L=4),	GO:0005575(L=0),GO:0016020(L=1),GO:0016021(L=4),GO:0031224(L=3),GO:0044425(L=2),	GO:0003674(L=0),GO:0005215(L=1),GO:0022857(L=2),	PFAM (MFS_1, Sugar_tr), SMART (TRANS)
TR215254|c0_g3_i1	81.2672492627765	-0.054044119305825	0.145156950631911	1.18181818262341e-05	0.0052233575097066				FALSE	NA										
TR223867|c0_g1_i1	133.990099016155	-0.0494246760740503	0.142396057068719	1.18998427853963e-05	0.0052233575097066				FALSE	NA										
TR100658|c0_g1_i1	365.033634212072	-0.0319715727833835	0.134124271467792	1.13895252831437e-05	0.00568284966957633	tr|R4WMR2|R4WMR2_RIPPE Unkown protein OS=Riptortus pedestris OX=329032 PE=2 SV=1	riptortus pedestris	No	FALSE	NA					NA					PFAM (Allatostatin), SMART (SIGNAL, TRANS)
TR213314|c0_g8_i1	163.669786806858	-0.805520581465484	0.213056631000857	1.04984436782373e-05	0.00568284966957633				FALSE	NA										
TR219571|c0_g2_i1	107.988289417154	-0.923765430075156	0.238227661990257	1.19350494232033e-05	0.00568284966957633				FALSE	NA										
TR235342|c14_g19_i1	464.307019658097	-0.0986961612910473	0.195718620392147	1.38831784662099e-05	0.00568284966957633				FALSE	NA										
TR274272|c0_g1_i2	8.49778552981251	-0.0162501772023071	0.129735354391383	1.37495978238405e-05	0.00568284966957633				FALSE	NA										
TR275615|c0_g3_i1	17.7207998272459	-1.06279050470731	0.297418270252469	1.34165351828836e-05	0.00568284966957633	XP_014288821.1 transcription factor SPT20 homolog isoform X1 [Halyomorpha halys]	halyomorpha halys	No	FALSE	NA					Spt20 family		GO:0008150(L=0),GO:0009889(L=4),GO:0010556(L=5),GO:0019219(L=5),GO:0019222(L=3),GO:0031323(L=4),GO:0031326(L=5),GO:0050789(L=2),GO:0050794(L=3),GO:0051171(L=4),GO:0051252(L=5),GO:0060255(L=4),GO:0065007(L=1),GO:0080090(L=4),GO:2001141(L=6),	GO:0000123(L=7),GO:0000124(L=9),GO:0005575(L=0),GO:0005622(L=3),GO:0005623(L=1),GO:0005634(L=5),GO:0005654(L=5),GO:0031974(L=1),GO:0031981(L=6),GO:0032991(L=1),GO:0043226(L=1),GO:0043227(L=2),GO:0043229(L=3),GO:0043231(L=4),GO:0043233(L=2),GO:0043234(L=2),GO:0044422(L=2),GO:0044424(L=3),GO:0044428(L=5),GO:0044446(L=3),GO:0044451(L=5),GO:0044464(L=2),GO:0070013(L=3),GO:0070461(L=8),	GO:0000988(L=1),GO:0000989(L=2),GO:0003674(L=0),GO:0003712(L=3),	PFAM (Spt20), SMART (COIL)
TR279453|c0_g1_i1	56.609949445903	-0.0292065218065739	0.133110109171379	1.44078653543514e-05	0.00568284966957633				FALSE	NA										
TR233807|c1_g2_i1	21.2861650352332	-0.0323037682406834	0.134054242018336	1.50763429272725e-05	0.00581360422249268				FALSE	NA										
TR251477|c0_g1_i1	20.7108816296258	-1.95958339862134	0.694003524336345	2.53365121863588e-05	0.00588812644806339				FALSE	NA										
TR205621|c0_g1_i1	8.8619290983032	-0.0814815584017709	0.169895754797002	1.3849940888744e-05	0.00621325393734971	XP_014273015.1 esterase FE4-like [Halyomorpha halys]	halyomorpha halys	No	FALSE	NA					esterase	983,1100,1110	GO:0000003(L=1),GO:0007276(L=3),GO:0007292(L=5),GO:0007320(L=5),GO:0007610(L=1),GO:0007617(L=4),GO:0007618(L=3),GO:0007619(L=5),GO:0007620(L=5),GO:0008150(L=0),GO:0008152(L=1),GO:0009058(L=2),GO:0009987(L=1),GO:0010817(L=3),GO:0019098(L=2),GO:0019748(L=3),GO:0019953(L=2),GO:0022414(L=2),GO:0030728(L=5),GO:0032501(L=1),GO:0032504(L=2),GO:0042445(L=2),GO:0042446(L=3),GO:0042810(L=3),GO:0042811(L=4),GO:0043900(L=3),GO:0044237(L=2),GO:0044249(L=3),GO:0044550(L=4),GO:0044699(L=1),GO:0044702(L=3),GO:0044703(L=3),GO:0044706(L=2),GO:0044710(L=2),GO:0044711(L=3),GO:0045297(L=3),GO:0045924(L=6),GO:0046008(L=7),GO:0046662(L=4),GO:0046692(L=4),GO:0046693(L=7),GO:0048583(L=3),GO:0048609(L=3),GO:0050789(L=2),GO:0050795(L=3),GO:0050896(L=1),GO:0051239(L=3),GO:0051704(L=1),GO:0051705(L=2),GO:0060180(L=5),GO:0065007(L=1),GO:0065008(L=2),GO:2000241(L=3),	GO:0005575(L=0),GO:0005576(L=1),GO:0005615(L=3),GO:0005622(L=3),GO:0005623(L=1),GO:0044421(L=2),GO:0044464(L=2),	GO:0003674(L=0),GO:0003824(L=1),GO:0005488(L=1),GO:0008270(L=6),GO:0016787(L=2),GO:0016788(L=3),GO:0043167(L=2),GO:0043169(L=3),GO:0046872(L=4),GO:0046914(L=5),GO:0050253(L=5),GO:0052689(L=4),GO:0080030(L=5),GO:0080031(L=5),GO:0080032(L=5),	PFAM (COesterase, Abhydrolase_3), SMART (SIGNAL, TRANS, ZnF_RBZ)
TR208619|c1_g3_i2	37.4272686064437	-0.0228051895925223	0.131100033006455	3.48735582990982e-05	0.00621325393734971				FALSE	NA										
TR228330|c0_g3_i2	88.8616312098561	-0.0183311882525982	0.130070527591446	1.83890677111801e-05	0.00621325393734971	tr|R4WE94|R4WE94_RIPPE Unkown protein OS=Riptortus pedestris OX=329032 PE=2 SV=1	riptortus pedestris	No	FALSE	NA					NA					PFAM (Allatostatin), SMART (SIGNAL, TRANS)
