baseMean	log2FoldChange	lfcSE	pvalue	padj	Description	Species	Contaminant	xenic	UniProt.KEGG.Terms	UniProt.GO.Biological	UniProt.GO.Cellular	UniProt.GO.Molecular	EggNOG.Predicted.Gene	EggNOG.Description	EggNOG.KEGG.Terms	EggNOG.GO.Biological	EggNOG.GO.Cellular	EggNOG.GO.Molecular	EggNOG.Protein.Domains
TR200785|c1_g2_i1	13.4821439501699	-0.0260229245611701	0.108502658529308	8.40724047362048e-06	0.0187812577949261	XP_014272643.1 uncharacterized protein LOC106678578 isoform X1 [Halyomorpha halys]	halyomorpha halys	No	FALSE	NA										
TR251482|c0_g1_i4	844.714627775448	-0.0421650171967728	0.116408786147399	5.81689193690016e-05	0.0187812577949261				FALSE	NA										
TR284386|c1_g1_i1	205.158343867349	2.14245313993686	0.530978106312442	4.46066651177485e-05	0.0187812577949261				FALSE	NA										
TR235344|c1_g1_i1	78.6255803595053	-1.07047639313774	0.341725794795965	5.52055526841488e-05	0.0190117349810492	tr|A0A2R7WW47|A0A2R7WW47_ONCFA TLDc domain-containing protein OS=Oncopeltus fasciatus OX=7536 GN=OFAS_OFAS014904 PE=4 SV=1	oncopeltus fasciatus	No	FALSE	NA					TLDc			GO:0005575(L=0),GO:0005911(L=2),GO:0005923(L=4),GO:0030054(L=1),GO:0043296(L=3),GO:0070160(L=3),	GO:0003674(L=0),GO:0005198(L=1),	PFAM (TLD), SMART (TLDc)
TR227438|c1_g22_i1	221.62134009706	-0.0315652434788594	0.110818073070704	4.95723628853257e-05	0.0201135992253858				FALSE	NA										
TR6116|c0_g1_i1	2.91273474368819	-0.0458132940096777	0.119183851564814	7.55319696852516e-06	0.0218423688367868				FALSE	NA										
TR232962|c0_g1_i2	142.59989716939	-0.00542936230788044	0.103908393338641	0.000110926154491614	0.0228358196139562				FALSE	NA										
TR275129|c0_g1_i1	127.372118828122	0.00589289381028846	0.103911650686401	4.57201339924327e-05	0.0246456541876535				FALSE	NA										
TR207985|c0_g4_i1	18.5769616228796	0.899405013398575	0.246226840250809	2.0408128562202e-05	0.0290021736270874	tr|A0A0P4WJD5|A0A0P4WJD5_SCYOL Uncharacterized protein OS=Scylla olivacea OX=85551 PE=4 SV=1	scylla olivacea	No	FALSE	NA					Protein of unknown function (DUF3657) 					PFAM (DUF3657, DUF676, PGAP1), SMART (COIL)
TR232328|c0_g4_i1	13.7637059033159	-0.0931719454750647	0.18116426502587	2.32830154219757e-05	0.0314333159497484				FALSE	NA										
TR177170|c0_g1_i1	23.298634339295	-0.0373747385582744	0.11376716402189	1.86863358738992e-05	0.0323207040501012				FALSE	NA										
TR267494|c0_g2_i1	30.5574571775536	1.21426561395005	0.397139956560358	2.56794954074257e-05	0.0323207040501012	XP_014289267.1 general transcription factor 3C polypeptide 5 [Halyomorpha halys]	halyomorpha halys	No	FALSE	NA					RNA polymerase III transcription factor (TF)IIIC subunit		GO:0006139(L=3),GO:0006725(L=3),GO:0006793(L=3),GO:0006796(L=4),GO:0006807(L=2),GO:0006810(L=3),GO:0006897(L=5),GO:0006909(L=4),GO:0008150(L=0),GO:0008152(L=1),GO:0009987(L=1),GO:0016192(L=4),GO:0016310(L=5),GO:0034641(L=3),GO:0044237(L=2),GO:0044238(L=2),GO:0044699(L=1),GO:0044765(L=3),GO:0046483(L=3),GO:0051179(L=1),GO:0051234(L=2),GO:0071704(L=2),GO:1901360(L=3),		GO:0000166(L=3),GO:0001882(L=3),GO:0001883(L=4),GO:0003674(L=0),GO:0003824(L=1),GO:0005488(L=1),GO:0005524(L=7),GO:0016301(L=4),GO:0016740(L=2),GO:0016772(L=3),GO:0017076(L=4),GO:0019205(L=5),GO:0030554(L=5),GO:0032549(L=4),GO:0032550(L=5),GO:0032553(L=3),GO:0032555(L=4),GO:0032559(L=6),GO:0035639(L=4),GO:0036094(L=2),GO:0043167(L=2),GO:0043168(L=3),GO:0097159(L=2),GO:1901265(L=3),GO:1901363(L=2),	PFAM (Tau95, ADK), SMART (COIL)
TR36566|c0_g1_i1	8.25011170757069	2.29157415926838	0.666252189236531	1.9551945257321e-05	0.0323207040501012	XP_014271623.1 troponin C-like [Halyomorpha halys]	halyomorpha halys	No	FALSE	NA				TPNCIIIA	troponin C				GO:0003674(L=0),GO:0005488(L=1),GO:0005509(L=5),GO:0043167(L=2),GO:0043169(L=3),GO:0046872(L=4),	PFAM (efhand), SMART (EFh, SIGNAL)
TR204795|c1_g1_i5	8.50464531391268	-0.0519421440806929	0.123834868567495	2.20138726129619e-05	0.0324209719367978				FALSE	NA										
TR266508|c1_g1_i1	32.0791304935722	0.0223423634740142	0.107210224319847	2.28550831407566e-05	0.0324209719367978				FALSE	NA										
TR274209|c2_g3_i2	8.81332730855208	3.15161936943063	0.849204046734784	1.12165431998799e-05	0.0324209719367978	XP_029734395.1 LOW QUALITY PROTEIN: ranBP-type and C3HC4-type zinc finger-containing protein 1 [Aedes albopictus]	aedes albopictus	No	FALSE	NA					ubiquitin conjugating enzyme 7 interacting protein		GO:0006139(L=3),GO:0006351(L=5),GO:0006464(L=5),GO:0006725(L=3),GO:0006807(L=2),GO:0008150(L=0),GO:0008152(L=1),GO:0009058(L=2),GO:0009059(L=4),GO:0009987(L=1),GO:0010467(L=4),GO:0016070(L=4),GO:0016567(L=8),GO:0018130(L=4),GO:0019438(L=4),GO:0019538(L=3),GO:0032446(L=7),GO:0032774(L=5),GO:0034641(L=3),GO:0034645(L=4),GO:0034654(L=4),GO:0036211(L=4),GO:0043170(L=3),GO:0043412(L=4),GO:0044237(L=2),GO:0044238(L=2),GO:0044249(L=3),GO:0044260(L=3),GO:0044267(L=4),GO:0044271(L=4),GO:0046483(L=3),GO:0070647(L=6),GO:0071704(L=2),GO:0090304(L=4),GO:1901360(L=3),GO:1901362(L=4),GO:1901576(L=3),	GO:0000151(L=4),GO:0005575(L=0),GO:0005622(L=3),GO:0005623(L=1),GO:0032991(L=1),GO:0043234(L=2),GO:0044424(L=3),GO:0044464(L=2),GO:0071797(L=5),	GO:0003674(L=0),GO:0003676(L=3),GO:0003677(L=4),GO:0003824(L=1),GO:0004842(L=4),GO:0005488(L=1),GO:0008270(L=6),GO:0016874(L=2),GO:0016879(L=3),GO:0016881(L=4),GO:0019787(L=3),GO:0043167(L=2),GO:0043169(L=3),GO:0046872(L=4),GO:0046914(L=5),GO:0097159(L=2),GO:1901363(L=2),	PFAM (zf-C3HC4, IBR, ubiquitin, ATP12), SMART (RING, COIL, ZnF_RBZ, UBQ)
TR286623|c0_g3_i1	106.410505865006	-0.043906555390953	0.117502047445483	0.000193839144684844	0.0324209719367978				FALSE	NA										
TR52197|c0_g1_i1	117.566794183663	-0.100607736223793	0.193763243911042	0.000172962092795717	0.0324209719367978				FALSE	NA										
TR71492|c0_g1_i1	286.333195010103	-0.0284043238883439	0.109183383563422	0.000268653473761218	0.0324209719367978				FALSE	NA										
TR207819|c1_g1_i1	4.66507549187529	-0.0496236324833473	0.121895922101963	1.09069455683664e-05	0.0361690028181394	tr|W5JU36|W5JU36_ANODA Glyco_18 domain-containing protein OS=Anopheles darlingi OX=43151 GN=AND_000310 PE=3 SV=1	anopheles darlingi	No	FALSE	NA				CHI3L1	chitinase	520,1110,520,1110,4010,4530,4810,5166,5205	GO:0000003(L=1),GO:0000272(L=5),GO:0001101(L=3),GO:0001501(L=5),GO:0001816(L=3),GO:0001817(L=4),GO:0001819(L=5),GO:0001932(L=7),GO:0001934(L=8),GO:0002376(L=1),GO:0002532(L=5),GO:0005975(L=3),GO:0005976(L=4),GO:0006022(L=4),GO:0006026(L=5),GO:0006030(L=5),GO:0006032(L=6),GO:0006034(L=6),GO:0006036(L=7),GO:0006037(L=6),GO:0006040(L=4),GO:0006807(L=2),GO:0006810(L=3),GO:0006915(L=5),GO:0006950(L=2),GO:0006952(L=3),GO:0006954(L=4),GO:0006955(L=2),GO:0007154(L=2),GO:0007165(L=3),GO:0007250(L=9),GO:0007275(L=3),GO:0007338(L=5),GO:0007565(L=4),GO:0007586(L=3),GO:0008104(L=3),GO:0008150(L=0),GO:0008152(L=1),GO:0008219(L=3),GO:0009056(L=2),GO:0009057(L=4),GO:0009306(L=4),GO:0009566(L=3),GO:0009605(L=2),GO:0009607(L=2),GO:0009611(L=3),GO:0009612(L=3),GO:0009617(L=5),GO:0009620(L=5),GO:0009628(L=2),GO:0009790(L=4),GO:0009792(L=5),GO:0009847(L=2),GO:0009888(L=3),GO:0009893(L=4),GO:0009966(L=4),GO:0009967(L=5),GO:0009987(L=1),GO:0010033(L=3),GO:0010383(L=5),GO:0010562(L=6),GO:0010604(L=5),GO:0010646(L=4),GO:0010647(L=5),GO:0010799(L=8),GO:0010800(L=9),GO:0012501(L=4),GO:0015031(L=4),GO:0016052(L=4),GO:0016265(L=-1),GO:0019220(L=6),GO:0019222(L=3),GO:0019953(L=2),GO:0022414(L=2),GO:0022603(L=4),GO:0023051(L=3),GO:0023052(L=1),GO:0023056(L=4),GO:0030323(L=6),GO:0030324(L=4),GO:0031323(L=4),GO:0031325(L=5),GO:0031399(L=6),GO:0031401(L=7),GO:0032147(L=8),GO:0032268(L=5),GO:0032270(L=6),GO:0032501(L=1),GO:0032502(L=1),GO:0032637(L=4),GO:0032642(L=5),GO:0032722(L=6),GO:0032879(L=3),GO:0032880(L=4),GO:0032940(L=3),GO:0033036(L=2),GO:0033674(L=7),GO:0034097(L=4),GO:0034612(L=5),GO:0035295(L=4),GO:0035556(L=4),GO:0038061(L=5),GO:0042221(L=2),GO:0042325(L=7),GO:0042327(L=8),GO:0043085(L=4),GO:0043170(L=3),GO:0043408(L=6),GO:0043410(L=7),GO:0043549(L=8),GO:0044036(L=4),GO:0044093(L=3),GO:0044237(L=2),GO:0044238(L=2),GO:0044260(L=3),GO:0044699(L=1),GO:0044700(L=2),GO:0044702(L=3),GO:0044703(L=3),GO:0044706(L=2),GO:0044707(L=2),GO:0044763(L=2),GO:0044765(L=3),GO:0044767(L=2),GO:0045184(L=4),GO:0045765(L=5),GO:0045766(L=6),GO:0045859(L=8),GO:0045860(L=7),GO:0045937(L=7),GO:0046348(L=5),GO:0046903(L=4),GO:0048513(L=4),GO:0048518(L=3),GO:0048522(L=4),GO:0048583(L=3),GO:0048584(L=4),GO:0048731(L=4),GO:0048856(L=2),GO:0050663(L=7),GO:0050707(L=8),GO:0050708(L=7),GO:0050714(L=7),GO:0050715(L=8),GO:0050789(L=2),GO:0050790(L=3),GO:0050793(L=3),GO:0050794(L=3),GO:0050896(L=1),GO:0051046(L=5),GO:0051047(L=6),GO:0051049(L=4),GO:0051050(L=4),GO:0051094(L=4),GO:0051174(L=5),GO:0051179(L=1),GO:0051216(L=5),GO:0051222(L=6),GO:0051223(L=5),GO:0051234(L=2),GO:0051239(L=3),GO:0051240(L=4),GO:0051246(L=5),GO:0051247(L=6),GO:0051338(L=4),GO:0051347(L=5),GO:0051641(L=2),GO:0051649(L=3),GO:0051704(L=1),GO:0051707(L=4),GO:0051716(L=2),GO:0051896(L=6),GO:0051897(L=7),GO:0060255(L=4),GO:0060341(L=4),GO:0060541(L=5),GO:0061448(L=4),GO:0065007(L=1),GO:0065009(L=2),GO:0070201(L=5),GO:0070372(L=7),GO:0070374(L=8),GO:0070555(L=5),GO:0070741(L=5),GO:0070887(L=3),GO:0071310(L=4),GO:0071345(L=5),GO:0071347(L=6),GO:0071356(L=6),GO:0071554(L=2),GO:0071702(L=4),GO:0071704(L=2),GO:0071840(L=1),GO:0071900(L=8),GO:0071902(L=8),GO:0072606(L=8),GO:0080090(L=4),GO:0090196(L=9),GO:0090197(L=9),GO:1901071(L=5),GO:1901072(L=6),GO:1901135(L=3),GO:1901136(L=4),GO:1901222(L=6),GO:1901342(L=5),GO:1901564(L=3),GO:1901565(L=4),GO:1901575(L=3),GO:2000026(L=4),	GO:0000323(L=6),GO:0005575(L=0),GO:0005576(L=1),GO:0005578(L=3),GO:0005615(L=3),GO:0005618(L=4),GO:0005622(L=3),GO:0005623(L=1),GO:0005737(L=4),GO:0005764(L=7),GO:0005773(L=5),GO:0005783(L=4),GO:0016020(L=1),GO:0016021(L=4),GO:0030133(L=5),GO:0030312(L=3),GO:0031012(L=2),GO:0031224(L=3),GO:0031410(L=4),GO:0031982(L=3),GO:0043226(L=1),GO:0043227(L=2),GO:0043229(L=3),GO:0043231(L=4),GO:0044421(L=2),GO:0044424(L=3),GO:0044425(L=2),GO:0044444(L=4),GO:0044464(L=2),GO:0071944(L=3),	GO:0003674(L=0),GO:0003796(L=3),GO:0003824(L=1),GO:0004553(L=4),GO:0004568(L=5),GO:0005198(L=1),GO:0005201(L=2),GO:0005488(L=1),GO:0005539(L=3),GO:0008061(L=3),GO:0008201(L=3),GO:0008843(L=6),GO:0016787(L=2),GO:0016798(L=3),GO:0030246(L=2),GO:0043167(L=2),GO:0043168(L=3),GO:0043169(L=3),GO:0097367(L=2),GO:1901681(L=2),	PFAM (Glyco_hydro_18, CBM_14), SMART (Glyco_18, ChtBD2, SIGNAL, TRANS, COIL)
TR38272|c0_g1_i1	90.5969308796427	0.580341732715529	0.192760640873587	0.000213216562852494	0.0418601398930292	XP_014282473.1 TAR DNA-binding protein 43 isoform X1 [Halyomorpha halys]	halyomorpha halys	No	FALSE	NA					mRNA binding		GO:0000902(L=5),GO:0003008(L=2),GO:0007154(L=2),GO:0007267(L=3),GO:0007268(L=7),GO:0007275(L=3),GO:0007399(L=5),GO:0007417(L=5),GO:0007517(L=6),GO:0007519(L=6),GO:0007528(L=4),GO:0007610(L=1),GO:0007626(L=2),GO:0008150(L=0),GO:0008344(L=3),GO:0008582(L=6),GO:0009653(L=3),GO:0009888(L=3),GO:0009987(L=1),GO:0014706(L=5),GO:0016043(L=2),GO:0016202(L=6),GO:0019226(L=4),GO:0022008(L=5),GO:0023052(L=1),GO:0030030(L=3),GO:0030154(L=4),GO:0030182(L=7),GO:0030534(L=3),GO:0031175(L=5),GO:0032501(L=1),GO:0032502(L=1),GO:0032989(L=4),GO:0032990(L=5),GO:0035637(L=3),GO:0040008(L=3),GO:0042692(L=5),GO:0044087(L=3),GO:0044699(L=1),GO:0044700(L=2),GO:0044707(L=2),GO:0044708(L=2),GO:0044763(L=2),GO:0044767(L=2),GO:0045595(L=5),GO:0045886(L=7),GO:0045926(L=4),GO:0048468(L=5),GO:0048513(L=4),GO:0048519(L=3),GO:0048523(L=4),GO:0048634(L=5),GO:0048638(L=4),GO:0048640(L=5),GO:0048641(L=7),GO:0048666(L=6),GO:0048699(L=7),GO:0048731(L=4),GO:0048741(L=7),GO:0048742(L=8),GO:0048747(L=7),GO:0048812(L=6),GO:0048856(L=2),GO:0048858(L=5),GO:0048869(L=3),GO:0050789(L=2),GO:0050793(L=3),GO:0050794(L=3),GO:0050803(L=3),GO:0050807(L=5),GO:0050808(L=3),GO:0050877(L=3),GO:0050896(L=1),GO:0051093(L=4),GO:0051128(L=4),GO:0051129(L=5),GO:0051146(L=6),GO:0051147(L=6),GO:0051153(L=7),GO:0051239(L=3),GO:0051960(L=5),GO:0051961(L=5),GO:0051963(L=5),GO:0051964(L=6),GO:0055001(L=6),GO:0055002(L=7),GO:0060284(L=5),GO:0060537(L=4),GO:0060538(L=7),GO:0061061(L=3),GO:0065007(L=1),GO:0065008(L=2),GO:0071840(L=1),GO:1901861(L=5),GO:2000026(L=4),	GO:0005575(L=0),GO:0005622(L=3),GO:0005623(L=1),GO:0005634(L=5),GO:0030529(L=4),GO:0032991(L=1),GO:0043226(L=1),GO:0043227(L=2),GO:0043229(L=3),GO:0043231(L=4),GO:0044424(L=3),GO:0044464(L=2),	GO:0000166(L=3),GO:0003674(L=0),GO:0003676(L=3),GO:0003677(L=4),GO:0003723(L=4),GO:0003729(L=6),GO:0005488(L=1),GO:0036094(L=2),GO:0097159(L=2),GO:1901265(L=3),GO:1901363(L=2),	PFAM (RRM_1), SMART (RRM)
TR220157|c0_g4_i1	38.5885722016608	-0.115880671854232	0.243887497461988	0.000103761450161323	0.0419499853157134				FALSE	NA										
TR245545|c0_g3_i1	5340.76912176047	-0.0473766911948066	0.119673149969152	0.000253009015761887	0.0419652995802135				FALSE	NA										
TR271349|c0_g1_i1	58.2763813195108	-0.0600378847458097	0.130507375355949	0.00011477436451973	0.0436728705630279				FALSE	NA										
TR273802|c10_g3_i4	65.8489091638003	-1.04404579634644	0.454799042094948	0.000280880747366561	0.04392605471208				FALSE	NA										
TR251482|c0_g1_i8	1715.52918639537	-0.0540730426901973	0.125077820208762	0.000398765986920671	0.0457953566578175				FALSE	NA										
TR278030|c0_g2_i2	572.308625235315	-0.536147305844383	0.203558769359582	0.000288596853006454	0.0457953566578175	XP_024216423.1 rho GTPase-activating protein 19 isoform X2 [Halyomorpha halys]	halyomorpha halys	No	FALSE	NA					rho GTPase activating protein		GO:0002165(L=4),GO:0006140(L=6),GO:0007154(L=2),GO:0007165(L=3),GO:0007264(L=5),GO:0007275(L=3),GO:0007444(L=6),GO:0007478(L=7),GO:0007480(L=8),GO:0007552(L=4),GO:0007560(L=6),GO:0008150(L=0),GO:0009118(L=6),GO:0009653(L=3),GO:0009791(L=4),GO:0009886(L=4),GO:0009887(L=4),GO:0009894(L=4),GO:0009966(L=4),GO:0009987(L=1),GO:0010646(L=4),GO:0019219(L=5),GO:0019220(L=6),GO:0019222(L=3),GO:0023051(L=3),GO:0023052(L=1),GO:0030811(L=6),GO:0031323(L=4),GO:0031329(L=5),GO:0032501(L=1),GO:0032502(L=1),GO:0033121(L=8),GO:0033124(L=-1),GO:0035023(L=8),GO:0035107(L=4),GO:0035108(L=5),GO:0035114(L=5),GO:0035120(L=6),GO:0035127(L=7),GO:0035218(L=7),GO:0035556(L=4),GO:0043085(L=4),GO:0043087(L=5),GO:0043547(L=6),GO:0044093(L=3),GO:0044699(L=1),GO:0044700(L=2),GO:0044707(L=2),GO:0044763(L=2),GO:0044767(L=2),GO:0046578(L=7),GO:0048513(L=4),GO:0048563(L=4),GO:0048569(L=6),GO:0048583(L=3),GO:0048707(L=5),GO:0048731(L=4),GO:0048736(L=4),GO:0048737(L=5),GO:0048856(L=2),GO:0050789(L=2),GO:0050790(L=3),GO:0050794(L=3),GO:0050896(L=1),GO:0051056(L=6),GO:0051171(L=4),GO:0051174(L=5),GO:0051336(L=4),GO:0051345(L=5),GO:0051716(L=2),GO:0060173(L=5),GO:0065007(L=1),GO:0065009(L=2),GO:0080090(L=4),GO:1900542(L=7),	GO:0005575(L=0),GO:0005622(L=3),GO:0005623(L=1),GO:0044464(L=2),	GO:0003674(L=0),GO:0005096(L=4),GO:0008047(L=3),GO:0030234(L=2),GO:0030695(L=4),GO:0060589(L=3),	PFAM (RhoGAP), SMART (RhoGAP)
