baseMean	log2FoldChange	lfcSE	pvalue	padj	Description	Species	Contaminant	xenic	UniProt.KEGG.Terms	UniProt.GO.Biological	UniProt.GO.Cellular	UniProt.GO.Molecular	EggNOG.Predicted.Gene	EggNOG.Description	EggNOG.KEGG.Terms	EggNOG.GO.Biological	EggNOG.GO.Cellular	EggNOG.GO.Molecular	EggNOG.Protein.Domains
TR207957|c1_g1_i1	1906.47894275085	-0.304822370742064	0.071053592117111	1.51675014527683e-06	0.00280916421815115	XP_014282613.1 ATP-binding cassette sub-family F member 2 [Halyomorpha halys]	halyomorpha halys	No	FALSE	NA					ATP-binding cassette, subfamily F, member		GO:0006139(L=3),GO:0006152(L=7),GO:0006163(L=5),GO:0006195(L=7),GO:0006200(L=-1),GO:0006725(L=3),GO:0006753(L=4),GO:0006793(L=3),GO:0006796(L=4),GO:0006807(L=2),GO:0006810(L=3),GO:0008150(L=0),GO:0008152(L=1),GO:0009056(L=2),GO:0009116(L=4),GO:0009117(L=5),GO:0009119(L=5),GO:0009123(L=5),GO:0009125(L=5),GO:0009126(L=7),GO:0009128(L=7),GO:0009141(L=5),GO:0009143(L=5),GO:0009144(L=7),GO:0009146(L=7),GO:0009150(L=6),GO:0009154(L=7),GO:0009158(L=7),GO:0009161(L=7),GO:0009164(L=5),GO:0009166(L=5),GO:0009167(L=7),GO:0009169(L=8),GO:0009199(L=7),GO:0009203(L=7),GO:0009205(L=7),GO:0009207(L=8),GO:0009259(L=5),GO:0009261(L=5),GO:0009987(L=1),GO:0015846(L=4),GO:0015886(L=5),GO:0019439(L=4),GO:0019637(L=3),GO:0019693(L=4),GO:0034641(L=3),GO:0034655(L=4),GO:0042278(L=5),GO:0042454(L=7),GO:0044237(L=2),GO:0044238(L=2),GO:0044248(L=3),GO:0044270(L=4),GO:0044281(L=3),GO:0044699(L=1),GO:0044710(L=2),GO:0044763(L=2),GO:0044765(L=3),GO:0046034(L=7),GO:0046128(L=7),GO:0046130(L=7),GO:0046434(L=4),GO:0046483(L=3),GO:0046700(L=4),GO:0051179(L=1),GO:0051181(L=4),GO:0051234(L=2),GO:0055085(L=4),GO:0055086(L=3),GO:0071702(L=4),GO:0071704(L=2),GO:0071705(L=4),GO:0072521(L=4),GO:0072523(L=5),GO:1901135(L=3),GO:1901136(L=4),GO:1901292(L=4),GO:1901360(L=3),GO:1901361(L=4),GO:1901564(L=3),GO:1901565(L=4),GO:1901575(L=3),GO:1901657(L=3),GO:1901658(L=4),GO:1901678(L=4),GO:1902047(L=5),	GO:0005575(L=0),GO:0016020(L=1),GO:0032991(L=1),GO:0043190(L=4),GO:0043234(L=2),GO:0044425(L=2),	GO:0000166(L=3),GO:0001882(L=3),GO:0001883(L=4),GO:0003674(L=0),GO:0003824(L=1),GO:0005215(L=1),GO:0005488(L=1),GO:0005524(L=7),GO:0015203(L=4),GO:0015232(L=3),GO:0015399(L=4),GO:0015405(L=5),GO:0015417(L=5),GO:0015439(L=4),GO:0016462(L=5),GO:0016787(L=2),GO:0016817(L=3),GO:0016818(L=4),GO:0016820(L=4),GO:0016887(L=7),GO:0017076(L=4),GO:0017111(L=6),GO:0022804(L=3),GO:0022857(L=2),GO:0022891(L=3),GO:0022892(L=2),GO:0030554(L=5),GO:0032549(L=4),GO:0032550(L=5),GO:0032553(L=3),GO:0032555(L=4),GO:0032559(L=6),GO:0035639(L=4),GO:0036094(L=2),GO:0042623(L=8),GO:0042626(L=5),GO:0043167(L=2),GO:0043168(L=3),GO:0043492(L=9),GO:0051184(L=2),GO:0097159(L=2),GO:1901265(L=3),GO:1901363(L=2),	PFAM (ABC_tran), SMART (AAA, COIL)
TR209760|c2_g3_i1	5.88105558914042	-1.81071421211322	0.459749202578714	9.0237933420834e-07	0.00280916421815115	tr|A0A1B6H0U4|A0A1B6H0U4_9HEMI Uncharacterized protein OS=Cuerna arida OX=1464854 GN=g.5970 PE=4 SV=1	cuerna arida	No	FALSE	NA					NA					SMART (COIL)
TR215053|c0_g1_i1	9.57874778144026	-0.0337639284754871	0.119302618896724	2.1186237101916e-06	0.00339248115581532	XP_014283697.1 aggrecan core protein-like [Halyomorpha halys]	halyomorpha halys	No	FALSE	NA										
TR278246|c0_g5_i2	66.341451489849	-0.0512641700381368	0.129711815598775	2.22492325593011e-06	0.00346112746536455				FALSE	NA										
TR275615|c0_g3_i1	32.5683298824491	-0.974034260847058	0.250506378935516	4.00848835300898e-06	0.0036010506194435	XP_014288821.1 transcription factor SPT20 homolog isoform X1 [Halyomorpha halys]	halyomorpha halys	No	FALSE	NA					Spt20 family		GO:0008150(L=0),GO:0009889(L=4),GO:0010556(L=5),GO:0019219(L=5),GO:0019222(L=3),GO:0031323(L=4),GO:0031326(L=5),GO:0050789(L=2),GO:0050794(L=3),GO:0051171(L=4),GO:0051252(L=5),GO:0060255(L=4),GO:0065007(L=1),GO:0080090(L=4),GO:2001141(L=6),	GO:0000123(L=7),GO:0000124(L=9),GO:0005575(L=0),GO:0005622(L=3),GO:0005623(L=1),GO:0005634(L=5),GO:0005654(L=5),GO:0031974(L=1),GO:0031981(L=6),GO:0032991(L=1),GO:0043226(L=1),GO:0043227(L=2),GO:0043229(L=3),GO:0043231(L=4),GO:0043233(L=2),GO:0043234(L=2),GO:0044422(L=2),GO:0044424(L=3),GO:0044428(L=5),GO:0044446(L=3),GO:0044451(L=5),GO:0044464(L=2),GO:0070013(L=3),GO:0070461(L=8),	GO:0000988(L=1),GO:0000989(L=2),GO:0003674(L=0),GO:0003712(L=3),	PFAM (Spt20), SMART (COIL)
TR198098|c1_g1_i1	17.0594382728675	-0.0531906852508001	0.131186274724849	3.49838866689361e-06	0.00473800855089568	XP_017008079.2 LOW QUALITY PROTEIN: chitin-binding domain protein cbd-1 [Drosophila takahashii]	drosophila takahashii	No	FALSE	NA					chitin binding		GO:0006022(L=4),GO:0006030(L=5),GO:0006040(L=4),GO:0006807(L=2),GO:0008150(L=0),GO:0008152(L=1),GO:0043170(L=3),GO:0071704(L=2),GO:1901071(L=5),GO:1901135(L=3),GO:1901564(L=3),	GO:0005575(L=0),GO:0005576(L=1),	GO:0003674(L=0),GO:0005198(L=1),GO:0005488(L=1),GO:0008061(L=3),GO:0016490(L=2),GO:0097367(L=2),	PFAM (CBM_14), SMART (ChtBD2, SIGNAL, TRANS)
TR98320|c0_g1_i1	43.2919368075453	-0.0464731013253447	0.126151698948819	3.56390160460443e-06	0.00473800855089568	tr|R4WE26|R4WE26_RIPPE Unkown protein OS=Riptortus pedestris OX=329032 PE=2 SV=1	riptortus pedestris	No	FALSE	NA					NA		GO:0008150(L=0),	GO:0005575(L=0),	GO:0003674(L=0),	SMART (SIGNAL, TRANS)
TR269637|c0_g1_i1	18.4726584775007	0.0127347513284509	0.11293013686362	3.75502774257658e-06	0.00474750031718513				FALSE	NA										
TR202485|c0_g3_i1	55.2792762487351	-0.0318585474262705	0.118302769880098	5.73646827094704e-06	0.00633298035647952				FALSE	NA										
TR205328|c20_g3_i1	38.9577163816167	2.44565280438794	0.698899831006964	5.24956685745473e-06	0.00633298035647952	XP_014291531.1 protein PRRC2C isoform X1 [Halyomorpha halys]	halyomorpha halys	No	FALSE	NA					Inherit from opiNOG: BAT2 N-terminus					PFAM (BAT2_N), SMART (COIL)
TR243522|c5_g1_i1	10.2242643647253	0.0770224733948777	0.155356890724759	5.81745890016128e-06	0.00633298035647952				FALSE	NA										
TR282269|c0_g1_i1	9.0919930921647	-1.14941279518775	0.30402727416175	5.70516398097003e-06	0.00633298035647952	XP_014280753.1 uncharacterized protein LOC106683660 [Halyomorpha halys]	halyomorpha halys	No	FALSE	NA										
TR62039|c0_g1_i1	8.00239450271285	-0.0445335178492034	0.125136411808172	3.34592418777416e-06	0.00633298035647952	tr|A0A7E4SG68|A0A7E4SG68_CIMLE Uncharacterized protein OS=Cimex lectularius OX=79782 PE=3 SV=1	cimex lectularius	No	FALSE	NA				DNAA	it binds specifically double-stranded DNA at a 9 bp consensus (dnaA box) 5'-TTATC CA A CA A-3'. DnaA binds to ATP and to acidic phospholipids (By similarity)	2020,4112	GO:0006139(L=3),GO:0006152(L=7),GO:0006163(L=5),GO:0006164(L=7),GO:0006172(L=8),GO:0006195(L=7),GO:0006200(L=-1),GO:0006259(L=4),GO:0006260(L=5),GO:0006261(L=7),GO:0006270(L=8),GO:0006275(L=7),GO:0006412(L=5),GO:0006413(L=6),GO:0006461(L=5),GO:0006725(L=3),GO:0006753(L=4),GO:0006793(L=3),GO:0006796(L=4),GO:0006807(L=2),GO:0008150(L=0),GO:0008152(L=1),GO:0009056(L=2),GO:0009058(L=2),GO:0009059(L=4),GO:0009116(L=4),GO:0009117(L=5),GO:0009119(L=5),GO:0009123(L=5),GO:0009124(L=5),GO:0009125(L=5),GO:0009126(L=7),GO:0009127(L=7),GO:0009128(L=7),GO:0009132(L=5),GO:0009133(L=5),GO:0009135(L=7),GO:0009136(L=7),GO:0009141(L=5),GO:0009143(L=5),GO:0009144(L=7),GO:0009146(L=7),GO:0009150(L=6),GO:0009152(L=7),GO:0009154(L=7),GO:0009156(L=7),GO:0009158(L=7),GO:0009161(L=7),GO:0009163(L=5),GO:0009164(L=5),GO:0009165(L=5),GO:0009166(L=5),GO:0009167(L=7),GO:0009168(L=8),GO:0009169(L=8),GO:0009179(L=7),GO:0009180(L=8),GO:0009185(L=7),GO:0009188(L=7),GO:0009199(L=7),GO:0009203(L=7),GO:0009205(L=7),GO:0009207(L=8),GO:0009259(L=5),GO:0009260(L=7),GO:0009261(L=5),GO:0009889(L=4),GO:0009987(L=1),GO:0010467(L=4),GO:0010556(L=5),GO:0016043(L=2),GO:0016311(L=5),GO:0018130(L=4),GO:0019219(L=5),GO:0019222(L=3),GO:0019438(L=4),GO:0019439(L=4),GO:0019538(L=3),GO:0019637(L=3),GO:0019693(L=4),GO:0022607(L=3),GO:0031323(L=4),GO:0031326(L=5),GO:0034641(L=3),GO:0034645(L=4),GO:0034654(L=4),GO:0034655(L=4),GO:0042278(L=5),GO:0042451(L=7),GO:0042454(L=7),GO:0042455(L=7),GO:0043170(L=3),GO:0043933(L=3),GO:0044085(L=2),GO:0044237(L=2),GO:0044238(L=2),GO:0044248(L=3),GO:0044249(L=3),GO:0044260(L=3),GO:0044267(L=4),GO:0044270(L=4),GO:0044271(L=4),GO:0044281(L=3),GO:0044710(L=2),GO:0046031(L=7),GO:0046034(L=7),GO:0046128(L=7),GO:0046129(L=7),GO:0046130(L=7),GO:0046390(L=5),GO:0046434(L=4),GO:0046483(L=3),GO:0046700(L=4),GO:0050789(L=2),GO:0050794(L=3),GO:0051052(L=5),GO:0051171(L=4),GO:0051259(L=6),GO:0051260(L=7),GO:0055086(L=3),GO:0060255(L=4),GO:0065003(L=4),GO:0065007(L=1),GO:0070271(L=3),GO:0071704(L=2),GO:0071822(L=4),GO:0071840(L=1),GO:0072521(L=4),GO:0072522(L=5),GO:0072523(L=5),GO:0080090(L=4),GO:0090304(L=4),GO:0090407(L=4),GO:1901135(L=3),GO:1901136(L=4),GO:1901137(L=4),GO:1901292(L=4),GO:1901293(L=4),GO:1901360(L=3),GO:1901361(L=4),GO:1901362(L=4),GO:1901564(L=3),GO:1901565(L=4),GO:1901566(L=4),GO:1901575(L=3),GO:1901576(L=3),GO:1901657(L=3),GO:1901658(L=4),GO:1901659(L=4),GO:2000112(L=6),	GO:0005575(L=0),GO:0005618(L=4),GO:0005622(L=3),GO:0005623(L=1),GO:0005737(L=4),GO:0005886(L=3),GO:0016020(L=1),GO:0030312(L=3),GO:0044424(L=3),GO:0044425(L=2),GO:0044459(L=3),GO:0044464(L=2),GO:0071944(L=3),	GO:0000166(L=3),GO:0001882(L=3),GO:0001883(L=4),GO:0003674(L=0),GO:0003676(L=3),GO:0003677(L=4),GO:0003688(L=7),GO:0003723(L=4),GO:0003743(L=6),GO:0003824(L=1),GO:0005488(L=1),GO:0005524(L=7),GO:0008135(L=5),GO:0016462(L=5),GO:0016740(L=2),GO:0016772(L=3),GO:0016779(L=4),GO:0016787(L=2),GO:0016817(L=3),GO:0016818(L=4),GO:0016887(L=7),GO:0017076(L=4),GO:0017111(L=6),GO:0030554(L=5),GO:0032549(L=4),GO:0032550(L=5),GO:0032553(L=3),GO:0032555(L=4),GO:0032559(L=6),GO:0035639(L=4),GO:0036094(L=2),GO:0043167(L=2),GO:0043168(L=3),GO:0043565(L=5),GO:0097159(L=2),GO:1901265(L=3),GO:1901363(L=2),	PFAM (Bac_DnaA, Bac_DnaA_C, IstB, AAA, Arch_ATPase, AFG1_ATPase, RNA_helicase), SMART (Bac_DnaA_C, AAA, COIL)
