baseMean	log2FoldChange	lfcSE	pvalue	padj	Description	Species	Contaminant	xenic	UniProt.KEGG.Terms	UniProt.GO.Biological	UniProt.GO.Cellular	UniProt.GO.Molecular	EggNOG.Predicted.Gene	EggNOG.Description	EggNOG.KEGG.Terms	EggNOG.GO.Biological	EggNOG.GO.Cellular	EggNOG.GO.Molecular	EggNOG.Protein.Domains	manual.ann
TR89791|c0_g1_i1	3545.2891729554	-16.8569998027221	2.77929736608165	3.21935987936651e-18	3.59408779467563e-15	XP_014285855.1 flightin isoform X2 [Halyomorpha halys]	halyomorpha halys	No	FALSE	NA				FLN	NA		GO:0003008(L=2),GO:0003009(L=6),GO:0003010(L=7),GO:0003012(L=3),GO:0006461(L=5),GO:0006936(L=4),GO:0006941(L=5),GO:0006996(L=3),GO:0007010(L=4),GO:0007525(L=4),GO:0007527(L=5),GO:0008150(L=0),GO:0009653(L=3),GO:0009987(L=1),GO:0010927(L=3),GO:0014703(L=8),GO:0014866(L=7),GO:0016043(L=2),GO:0022607(L=3),GO:0030029(L=3),GO:0030036(L=4),GO:0030154(L=4),GO:0030239(L=6),GO:0030241(L=8),GO:0031032(L=5),GO:0031033(L=5),GO:0031034(L=7),GO:0032501(L=1),GO:0032502(L=1),GO:0032989(L=4),GO:0034622(L=5),GO:0042692(L=5),GO:0043623(L=6),GO:0043933(L=3),GO:0044085(L=2),GO:0044699(L=1),GO:0044707(L=2),GO:0044763(L=2),GO:0044767(L=2),GO:0045214(L=6),GO:0048468(L=5),GO:0048646(L=3),GO:0048856(L=2),GO:0048869(L=3),GO:0050879(L=3),GO:0050881(L=4),GO:0051146(L=6),GO:0055001(L=6),GO:0055002(L=7),GO:0061061(L=3),GO:0065003(L=4),GO:0070271(L=3),GO:0070925(L=4),GO:0071688(L=5),GO:0071822(L=4),GO:0071840(L=1),	GO:0005575(L=0),GO:0005622(L=3),GO:0005623(L=1),GO:0005737(L=4),GO:0005856(L=5),GO:0005859(L=5),GO:0005863(L=4),GO:0015629(L=6),GO:0016459(L=6),GO:0016460(L=7),GO:0030016(L=6),GO:0030017(L=6),GO:0031672(L=4),GO:0032982(L=7),GO:0032991(L=1),GO:0036379(L=6),GO:0043226(L=1),GO:0043228(L=2),GO:0043229(L=3),GO:0043232(L=3),GO:0043234(L=2),GO:0043292(L=5),GO:0044422(L=2),GO:0044424(L=3),GO:0044430(L=5),GO:0044444(L=4),GO:0044446(L=3),GO:0044449(L=5),GO:0044464(L=2),			flightin
TR227191|c0_g1_i1	421.855236517784	-5.02744022554443	0.574917039309516	3.58412190958994e-18	3.66786520246163e-15	XP_024219371.1 NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 7 [Halyomorpha halys]	halyomorpha halys	No	FALSE	NA					NADH dehydrogenase (ubiquinone) 1 beta subcomplex	190,1100,5010,5012,5016	GO:0006091(L=3),GO:0006119(L=4),GO:0006120(L=8),GO:0006793(L=3),GO:0006796(L=4),GO:0008150(L=0),GO:0008152(L=1),GO:0009987(L=1),GO:0015980(L=3),GO:0016310(L=5),GO:0022900(L=3),GO:0022904(L=5),GO:0042773(L=6),GO:0042775(L=7),GO:0044237(L=2),GO:0044710(L=2),GO:0045333(L=4),GO:0055114(L=3),	GO:0005575(L=0),GO:0005622(L=3),GO:0005623(L=1),GO:0005737(L=4),GO:0005739(L=5),GO:0005740(L=6),GO:0005743(L=5),GO:0005746(L=5),GO:0005747(L=5),GO:0016020(L=1),GO:0019866(L=4),GO:0030964(L=3),GO:0031090(L=3),GO:0031966(L=5),GO:0031967(L=3),GO:0031975(L=3),GO:0032991(L=1),GO:0043226(L=1),GO:0043227(L=2),GO:0043229(L=3),GO:0043231(L=4),GO:0043234(L=2),GO:0044422(L=2),GO:0044424(L=3),GO:0044425(L=2),GO:0044429(L=5),GO:0044444(L=4),GO:0044446(L=3),GO:0044455(L=4),GO:0044464(L=2),GO:0045271(L=3),GO:0070469(L=3),	GO:0003674(L=0),GO:0003824(L=1),GO:0003954(L=4),GO:0008137(L=6),GO:0016491(L=2),GO:0016651(L=3),GO:0016655(L=4),GO:0050136(L=5),	PFAM (NDUF_B7, Cmc1), SMART (COIL)	NA
TR107782|c0_g1_i1	166.904473736746	-7.13832364301515	0.79764613261005	5.76136923289339e-18	4.92068509714989e-15				FALSE	NA											NA
TR250190|c2_g2_i3	542.884005398449	-8.84171927019577	1.00086875169263	7.13943789421948e-18	5.66212171055771e-15	tr|R4WDI5|R4WDI5_RIPPE Uncharacterized protein OS=Riptortus pedestris OX=329032 PE=2 SV=1	riptortus pedestris	No	FALSE	NA					NA					PFAM (I-set, V-set), SMART (COIL, IGc2, IG)	NA
TR203153|c0_g2_i1	161.21663011378	-4.94222335362595	0.56423178865021	9.97650814547508e-18	7.86932554406779e-15	XP_014288054.1 malate dehydrogenase, mitochondrial-like [Halyomorpha halys]	halyomorpha halys	No	FALSE	NA				MDH2	Malate dehydrogenase	20,620,630,710,1100,1110,1120	GO:0002165(L=4),GO:0005975(L=3),GO:0006082(L=3),GO:0006091(L=3),GO:0006099(L=7),GO:0006108(L=7),GO:0006915(L=5),GO:0006919(L=12),GO:0007275(L=3),GO:0007431(L=5),GO:0007435(L=5),GO:0007552(L=4),GO:0007559(L=-1),GO:0008150(L=0),GO:0008152(L=1),GO:0008219(L=3),GO:0009060(L=6),GO:0009653(L=3),GO:0009791(L=4),GO:0009886(L=4),GO:0009888(L=3),GO:0009987(L=1),GO:0010941(L=4),GO:0010942(L=5),GO:0010950(L=7),GO:0010952(L=8),GO:0012501(L=4),GO:0015980(L=3),GO:0016265(L=-1),GO:0016271(L=-1),GO:0019222(L=3),GO:0019752(L=5),GO:0022612(L=4),GO:0032501(L=1),GO:0032502(L=1),GO:0035070(L=5),GO:0035209(L=5),GO:0035272(L=5),GO:0042981(L=6),GO:0043067(L=5),GO:0043068(L=6),GO:0043085(L=4),GO:0043280(L=9),GO:0043281(L=9),GO:0043436(L=4),GO:0043648(L=6),GO:0044093(L=3),GO:0044237(L=2),GO:0044238(L=2),GO:0044262(L=3),GO:0044281(L=3),GO:0044699(L=1),GO:0044707(L=2),GO:0044710(L=2),GO:0044763(L=2),GO:0044767(L=2),GO:0045333(L=4),GO:0048513(L=4),GO:0048518(L=3),GO:0048522(L=4),GO:0048707(L=5),GO:0048731(L=4),GO:0048732(L=6),GO:0048856(L=2),GO:0050789(L=2),GO:0050790(L=3),GO:0050794(L=3),GO:0051336(L=4),GO:0051345(L=5),GO:0052547(L=7),GO:0052548(L=7),GO:0055114(L=3),GO:0065007(L=1),GO:0065009(L=2),GO:0071704(L=2),GO:0097202(L=9),GO:2000116(L=8),GO:2001056(L=8),	GO:0005575(L=0),GO:0005622(L=3),GO:0005623(L=1),GO:0005737(L=4),GO:0005739(L=5),GO:0005759(L=6),GO:0005811(L=5),GO:0031974(L=1),GO:0043226(L=1),GO:0043227(L=2),GO:0043229(L=3),GO:0043231(L=4),GO:0043233(L=2),GO:0044422(L=2),GO:0044424(L=3),GO:0044429(L=5),GO:0044444(L=4),GO:0044446(L=3),GO:0044464(L=2),GO:0070013(L=3),	GO:0003674(L=0),GO:0003676(L=3),GO:0003824(L=1),GO:0005488(L=1),GO:0008270(L=6),GO:0016491(L=2),GO:0016614(L=3),GO:0016615(L=4),GO:0016616(L=4),GO:0030060(L=5),GO:0043167(L=2),GO:0043169(L=3),GO:0046872(L=4),GO:0046914(L=5),GO:0097159(L=2),GO:1901363(L=2),	PFAM (Ldh_1_N, Ldh_1_C), SMART (ZnF_U1, ZnF_C2H2)	MDH2
TR245004|c0_g1_i1	472.824908692162	-3.83844795978391	0.447563421405598	1.07589854963705e-17	8.25777753478568e-15	tr|A0A1B6C1U6|A0A1B6C1U6_9HEMI FACT complex subunit OS=Clastoptera arizonana OX=38151 GN=g.14329 PE=3 SV=1	clastoptera arizonana	No	FALSE	NA				DRE4	FACT complex subunit (SPT16/CDC68)		GO:0001672(L=6),GO:0006139(L=3),GO:0006259(L=4),GO:0006260(L=5),GO:0006261(L=7),GO:0006268(L=8),GO:0006355(L=7),GO:0006357(L=8),GO:0006725(L=3),GO:0006807(L=2),GO:0007275(L=3),GO:0007399(L=5),GO:0008150(L=0),GO:0008152(L=1),GO:0009058(L=2),GO:0009059(L=4),GO:0009889(L=4),GO:0009891(L=5),GO:0009893(L=4),GO:0009987(L=1),GO:0010468(L=5),GO:0010556(L=5),GO:0010557(L=6),GO:0010604(L=5),GO:0019219(L=5),GO:0019222(L=3),GO:0022008(L=5),GO:0030154(L=4),GO:0031323(L=4),GO:0031325(L=5),GO:0031326(L=5),GO:0031328(L=6),GO:0032392(L=6),GO:0032501(L=1),GO:0032502(L=1),GO:0032508(L=7),GO:0032784(L=8),GO:0032786(L=8),GO:0032968(L=10),GO:0033043(L=5),GO:0033044(L=6),GO:0034243(L=8),GO:0034641(L=3),GO:0034645(L=4),GO:0043170(L=3),GO:0044237(L=2),GO:0044238(L=2),GO:0044249(L=3),GO:0044260(L=3),GO:0044699(L=1),GO:0044707(L=2),GO:0044763(L=2),GO:0045935(L=6),GO:0046483(L=3),GO:0048518(L=3),GO:0048522(L=4),GO:0048731(L=4),GO:0048856(L=2),GO:0048869(L=3),GO:0050789(L=2),GO:0050794(L=3),GO:0051128(L=4),GO:0051171(L=4),GO:0051173(L=5),GO:0051252(L=5),GO:0051254(L=6),GO:0060255(L=4),GO:0065007(L=1),GO:0071103(L=5),GO:0071704(L=2),GO:0080090(L=4),GO:0090304(L=4),GO:1901360(L=3),GO:1901576(L=3),GO:1902275(L=5),GO:2000112(L=6),GO:2001141(L=6),	GO:0005575(L=0),GO:0005622(L=3),GO:0005623(L=1),GO:0005634(L=5),GO:0005654(L=5),GO:0008023(L=7),GO:0031974(L=1),GO:0031981(L=6),GO:0032991(L=1),GO:0035101(L=8),GO:0043226(L=1),GO:0043227(L=2),GO:0043229(L=3),GO:0043231(L=4),GO:0043233(L=2),GO:0043234(L=2),GO:0044422(L=2),GO:0044424(L=3),GO:0044428(L=5),GO:0044446(L=3),GO:0044451(L=5),GO:0044464(L=2),GO:0070013(L=3),	GO:0003674(L=0),GO:0003676(L=3),GO:0003677(L=4),GO:0003682(L=3),GO:0005488(L=1),GO:0097159(L=2),GO:1901363(L=2),	PFAM (Peptidase_M24, SPT16, Rtt106), SMART (COIL)	DRE4
TR261662|c1_g1_i1	325.117140452155	-7.18691684201899	0.811321417032532	1.53674592230069e-17	1.01013582480992e-14	tr|R4WSB9|R4WSB9_RIPPE AMP dependent coa ligase OS=Riptortus pedestris OX=329032 PE=2 SV=1	riptortus pedestris	No	FALSE	NA					AMP dependent coa ligase		GO:0001676(L=5),GO:0006082(L=3),GO:0006629(L=3),GO:0006631(L=4),GO:0006637(L=4),GO:0006638(L=4),GO:0006639(L=5),GO:0006641(L=7),GO:0006732(L=4),GO:0006793(L=3),GO:0008150(L=0),GO:0008152(L=1),GO:0009056(L=2),GO:0009058(L=2),GO:0009062(L=5),GO:0009108(L=5),GO:0009966(L=4),GO:0009968(L=5),GO:0009987(L=1),GO:0010646(L=4),GO:0010648(L=5),GO:0016042(L=4),GO:0016054(L=4),GO:0019433(L=7),GO:0019752(L=5),GO:0023051(L=3),GO:0023057(L=4),GO:0032787(L=6),GO:0035383(L=3),GO:0035384(L=4),GO:0043436(L=4),GO:0044237(L=2),GO:0044238(L=2),GO:0044242(L=4),GO:0044248(L=3),GO:0044249(L=3),GO:0044255(L=3),GO:0044281(L=3),GO:0044282(L=4),GO:0044710(L=2),GO:0044712(L=3),GO:0046395(L=5),GO:0046461(L=5),GO:0046464(L=7),GO:0046486(L=4),GO:0046503(L=5),GO:0046626(L=7),GO:0046627(L=7),GO:0048519(L=3),GO:0048523(L=4),GO:0048583(L=3),GO:0048585(L=4),GO:0050789(L=2),GO:0050794(L=3),GO:0051186(L=3),GO:0051188(L=4),GO:0055114(L=3),GO:0065007(L=1),GO:0071616(L=6),GO:0071704(L=2),GO:0072329(L=6),GO:1900076(L=7),GO:1900077(L=7),GO:1901575(L=3),GO:1901576(L=3),		GO:0003674(L=0),GO:0003824(L=1),GO:0004467(L=5),GO:0004497(L=3),GO:0015645(L=4),GO:0016491(L=2),GO:0016701(L=3),GO:0016703(L=4),GO:0016874(L=2),GO:0016877(L=3),GO:0045289(L=4),GO:0047077(L=5),	PFAM (AMP-binding)	NA
TR263020|c0_g1_i1	17.8407071197198	-13.1452453075342	1.49136543813833	1.02556142801331e-17	1.01013582480992e-14				FALSE	NA											aconitate hydratase
TR270801|c2_g3_i1	206.788766711808	-5.42588206475337	0.625770749374524	1.94895052148532e-17	1.2136610720016e-14				FALSE	NA											NA
TR216369|c0_g6_i1	101.786260520657	-7.86438346109057	0.906679279380939	2.20690674476827e-17	1.38974083354476e-14				FALSE	NA											NA
TR227695|c1_g2_i1	126.773735532367	-3.46292477787891	0.407455590138754	2.12789699589971e-17	1.38974083354476e-14	tr|A0A2R7W6B7|A0A2R7W6B7_ONCFA Uncharacterized protein OS=Oncopeltus fasciatus OX=7536 GN=OFAS_OFAS005555 PE=3 SV=1	oncopeltus fasciatus	No	FALSE	NA					ribosomal protein L40		GO:0006412(L=5),GO:0007275(L=3),GO:0007399(L=5),GO:0008150(L=0),GO:0008152(L=1),GO:0009058(L=2),GO:0009059(L=4),GO:0009987(L=1),GO:0010467(L=4),GO:0019538(L=3),GO:0022008(L=5),GO:0030154(L=4),GO:0032501(L=1),GO:0032502(L=1),GO:0034645(L=4),GO:0043170(L=3),GO:0044237(L=2),GO:0044238(L=2),GO:0044249(L=3),GO:0044260(L=3),GO:0044267(L=4),GO:0044699(L=1),GO:0044707(L=2),GO:0044763(L=2),GO:0048731(L=4),GO:0048856(L=2),GO:0048869(L=3),GO:0071704(L=2),GO:1901576(L=3),	GO:0000313(L=2),GO:0000315(L=6),GO:0005575(L=0),GO:0005622(L=3),GO:0005623(L=1),GO:0005737(L=4),GO:0005739(L=5),GO:0005759(L=6),GO:0005761(L=5),GO:0005762(L=4),GO:0005840(L=5),GO:0015934(L=6),GO:0030529(L=4),GO:0031974(L=1),GO:0032991(L=1),GO:0043226(L=1),GO:0043227(L=2),GO:0043228(L=2),GO:0043229(L=3),GO:0043231(L=4),GO:0043232(L=3),GO:0043233(L=2),GO:0044391(L=5),GO:0044422(L=2),GO:0044424(L=3),GO:0044429(L=5),GO:0044444(L=4),GO:0044446(L=3),GO:0044464(L=2),GO:0070013(L=3),	GO:0003674(L=0),GO:0003735(L=2),GO:0005198(L=1),	PFAM (MRP-L28), SMART (COIL)	rpL40
TR203462|c0_g1_i1	2054.87486457114	-6.5570003814318	0.763574620130668	4.8846975526247e-17	2.46523436953087e-14	tr|R4WKE5|R4WKE5_RIPPE Aconitate hydratase, mitochondrial OS=Riptortus pedestris OX=329032 PE=2 SV=1	riptortus pedestris	No	FALSE	NA					Aconitate hydratase	20,300,630,720,1100,1110,1120,1210,1230	GO:0006091(L=3),GO:0006099(L=7),GO:0008150(L=0),GO:0008152(L=1),GO:0009060(L=6),GO:0009987(L=1),GO:0015980(L=3),GO:0044237(L=2),GO:0044238(L=2),GO:0044710(L=2),GO:0045333(L=4),GO:0055114(L=3),	GO:0005575(L=0),GO:0005622(L=3),GO:0005623(L=1),GO:0005737(L=4),GO:0005739(L=5),GO:0005811(L=5),GO:0043226(L=1),GO:0043227(L=2),GO:0043229(L=3),GO:0043231(L=4),GO:0044424(L=3),GO:0044444(L=4),GO:0044464(L=2),	GO:0003674(L=0),GO:0003824(L=1),GO:0003994(L=5),GO:0005488(L=1),GO:0016829(L=2),GO:0016835(L=3),GO:0016836(L=4),GO:0051536(L=3),GO:0051539(L=4),GO:0051540(L=2),GO:0052633(L=5),	PFAM (Aconitase, Aconitase_C), SMART (SIGNAL)	Aconitase
