baseMean	log2FoldChange	lfcSE	pvalue	padj	Description	Species	Contaminant	xenic	UniProt.KEGG.Terms	UniProt.GO.Biological	UniProt.GO.Cellular	UniProt.GO.Molecular	EggNOG.Predicted.Gene	EggNOG.Description	EggNOG.KEGG.Terms	EggNOG.GO.Biological	EggNOG.GO.Cellular	EggNOG.GO.Molecular	EggNOG.Protein.Domains	manual.ann
TR199616|c2_g1_i2	502.93513835967	8.36068964142433	0.206533142517091	0	0	XP_014275224.2 kinesin-related protein 7-like [Halyomorpha halys]	halyomorpha halys	No	FALSE	NA				KIF20B	kinesin family member 20B		GO:0000087(L=4),GO:0000278(L=4),GO:0000279(L=3),GO:0000280(L=5),GO:0000910(L=4),GO:0006139(L=3),GO:0006152(L=7),GO:0006163(L=5),GO:0006195(L=7),GO:0006200(L=-1),GO:0006725(L=3),GO:0006753(L=4),GO:0006793(L=3),GO:0006796(L=4),GO:0006807(L=2),GO:0006928(L=3),GO:0006996(L=3),GO:0007017(L=3),GO:0007018(L=4),GO:0007049(L=3),GO:0007050(L=5),GO:0007067(L=5),GO:0007088(L=6),GO:0007346(L=5),GO:0008150(L=0),GO:0008152(L=1),GO:0009056(L=2),GO:0009116(L=4),GO:0009117(L=5),GO:0009119(L=5),GO:0009123(L=5),GO:0009125(L=5),GO:0009126(L=7),GO:0009128(L=7),GO:0009141(L=5),GO:0009143(L=5),GO:0009144(L=7),GO:0009146(L=7),GO:0009150(L=6),GO:0009154(L=7),GO:0009158(L=7),GO:0009161(L=7),GO:0009164(L=5),GO:0009166(L=5),GO:0009167(L=7),GO:0009169(L=8),GO:0009199(L=7),GO:0009203(L=7),GO:0009205(L=7),GO:0009207(L=8),GO:0009259(L=5),GO:0009261(L=5),GO:0009987(L=1),GO:0010564(L=5),GO:0016043(L=2),GO:0019439(L=4),GO:0019637(L=3),GO:0019693(L=4),GO:0022402(L=4),GO:0022403(L=2),GO:0033043(L=5),GO:0034641(L=3),GO:0034655(L=4),GO:0042278(L=5),GO:0042454(L=7),GO:0044237(L=2),GO:0044238(L=2),GO:0044248(L=3),GO:0044270(L=4),GO:0044281(L=3),GO:0044699(L=1),GO:0044710(L=2),GO:0044763(L=2),GO:0045786(L=5),GO:0046034(L=7),GO:0046128(L=7),GO:0046130(L=7),GO:0046434(L=4),GO:0046483(L=3),GO:0046700(L=4),GO:0048285(L=4),GO:0048519(L=3),GO:0048523(L=4),GO:0050789(L=2),GO:0050794(L=3),GO:0051128(L=4),GO:0051301(L=3),GO:0051726(L=4),GO:0051783(L=6),GO:0055086(L=3),GO:0065007(L=1),GO:0071704(L=2),GO:0071840(L=1),GO:0072521(L=4),GO:0072523(L=5),GO:1901135(L=3),GO:1901136(L=4),GO:1901292(L=4),GO:1901360(L=3),GO:1901361(L=4),GO:1901564(L=3),GO:1901565(L=4),GO:1901575(L=3),GO:1901657(L=3),GO:1901658(L=4),	GO:0005575(L=0),GO:0005622(L=3),GO:0005623(L=1),GO:0005634(L=5),GO:0005654(L=5),GO:0005730(L=5),GO:0005737(L=4),GO:0005794(L=4),GO:0005813(L=5),GO:0005815(L=6),GO:0005819(L=6),GO:0005856(L=5),GO:0005874(L=6),GO:0005875(L=6),GO:0015630(L=6),GO:0031974(L=1),GO:0031981(L=6),GO:0032991(L=1),GO:0043226(L=1),GO:0043227(L=2),GO:0043228(L=2),GO:0043229(L=3),GO:0043231(L=4),GO:0043232(L=3),GO:0043233(L=2),GO:0043234(L=2),GO:0044422(L=2),GO:0044424(L=3),GO:0044428(L=5),GO:0044430(L=5),GO:0044444(L=4),GO:0044446(L=3),GO:0044464(L=2),GO:0070013(L=3),	GO:0000166(L=3),GO:0001882(L=3),GO:0001883(L=4),GO:0003674(L=0),GO:0003774(L=7),GO:0003777(L=8),GO:0003824(L=1),GO:0005488(L=1),GO:0005524(L=7),GO:0016462(L=5),GO:0016787(L=2),GO:0016817(L=3),GO:0016818(L=4),GO:0016887(L=7),GO:0017076(L=4),GO:0017111(L=6),GO:0030554(L=5),GO:0032549(L=4),GO:0032550(L=5),GO:0032553(L=3),GO:0032555(L=4),GO:0032559(L=6),GO:0035639(L=4),GO:0036094(L=2),GO:0043167(L=2),GO:0043168(L=3),GO:0097159(L=2),GO:1901265(L=3),GO:1901363(L=2),	PFAM (Kinesin), SMART (COIL, KISc)	KIF20B
TR200022|c0_g1_i1	159.694054007994	5.81605564570506	0.131296501294349	0	0	XP_014280216.1 cilia- and flagella-associated protein 251 isoform X1 [Halyomorpha halys]	halyomorpha halys	No	FALSE	NA					Inherit from biNOG: WD repeat domain 66				GO:0003674(L=0),GO:0005488(L=1),GO:0005509(L=5),GO:0043167(L=2),GO:0043169(L=3),GO:0046872(L=4),	PFAM (WD40), SMART (WD40)	NA
TR200031|c1_g1_i1	1169.62028480731	6.69944976568578	0.14226817898246	0	0	XP_017775151.1 PREDICTED: dynein heavy chain 8, axonemal [Nicrophorus vespilloides]	nicrophorus vespilloides	No	FALSE	NA					dynein heavy chain		GO:0006139(L=3),GO:0006152(L=7),GO:0006163(L=5),GO:0006195(L=7),GO:0006200(L=-1),GO:0006725(L=3),GO:0006753(L=4),GO:0006793(L=3),GO:0006796(L=4),GO:0006807(L=2),GO:0006928(L=3),GO:0007017(L=3),GO:0007018(L=4),GO:0008150(L=0),GO:0008152(L=1),GO:0009056(L=2),GO:0009116(L=4),GO:0009117(L=5),GO:0009119(L=5),GO:0009123(L=5),GO:0009125(L=5),GO:0009126(L=7),GO:0009128(L=7),GO:0009141(L=5),GO:0009143(L=5),GO:0009144(L=7),GO:0009146(L=7),GO:0009150(L=6),GO:0009154(L=7),GO:0009158(L=7),GO:0009161(L=7),GO:0009164(L=5),GO:0009166(L=5),GO:0009167(L=7),GO:0009169(L=8),GO:0009199(L=7),GO:0009203(L=7),GO:0009205(L=7),GO:0009207(L=8),GO:0009259(L=5),GO:0009261(L=5),GO:0009987(L=1),GO:0019439(L=4),GO:0019637(L=3),GO:0019693(L=4),GO:0034641(L=3),GO:0034655(L=4),GO:0042278(L=5),GO:0042454(L=7),GO:0044237(L=2),GO:0044238(L=2),GO:0044248(L=3),GO:0044270(L=4),GO:0044281(L=3),GO:0044699(L=1),GO:0044710(L=2),GO:0044763(L=2),GO:0046034(L=7),GO:0046128(L=7),GO:0046130(L=7),GO:0046434(L=4),GO:0046483(L=3),GO:0046700(L=4),GO:0055086(L=3),GO:0071704(L=2),GO:0072521(L=4),GO:0072523(L=5),GO:1901135(L=3),GO:1901136(L=4),GO:1901292(L=4),GO:1901360(L=3),GO:1901361(L=4),GO:1901564(L=3),GO:1901565(L=4),GO:1901575(L=3),GO:1901657(L=3),GO:1901658(L=4),	GO:0005575(L=0),GO:0005622(L=3),GO:0005623(L=1),GO:0005856(L=5),GO:0005875(L=6),GO:0015630(L=6),GO:0030286(L=7),GO:0032991(L=1),GO:0043226(L=1),GO:0043228(L=2),GO:0043229(L=3),GO:0043232(L=3),GO:0043234(L=2),GO:0044422(L=2),GO:0044424(L=3),GO:0044430(L=5),GO:0044446(L=3),GO:0044464(L=2),	GO:0000166(L=3),GO:0001882(L=3),GO:0001883(L=4),GO:0003674(L=0),GO:0003774(L=7),GO:0003777(L=8),GO:0003824(L=1),GO:0005488(L=1),GO:0005524(L=7),GO:0016462(L=5),GO:0016787(L=2),GO:0016817(L=3),GO:0016818(L=4),GO:0016887(L=7),GO:0017076(L=4),GO:0017111(L=6),GO:0030554(L=5),GO:0032549(L=4),GO:0032550(L=5),GO:0032553(L=3),GO:0032555(L=4),GO:0032559(L=6),GO:0035639(L=4),GO:0036094(L=2),GO:0043167(L=2),GO:0043168(L=3),GO:0097159(L=2),GO:1901265(L=3),GO:1901363(L=2),	PFAM (Dynein_heavy, DHC_N2, AAA_5, DHC_N1), SMART (COIL, AAA)	dynein-HC
TR200039|c0_g1_i2	235.532505121858	-2.45550190446846	0.0611975342297806	0	0	XP_014292638.1 transcription factor Dp-1 [Halyomorpha halys]	halyomorpha halys	No	FALSE	NA				DP	Transcription factor	4110,4110,4350	GO:0000003(L=1),GO:0000278(L=4),GO:0002009(L=5),GO:0003002(L=5),GO:0003006(L=2),GO:0006139(L=3),GO:0006259(L=4),GO:0006277(L=7),GO:0006351(L=5),GO:0006355(L=7),GO:0006357(L=8),GO:0006725(L=3),GO:0006807(L=2),GO:0006915(L=5),GO:0006950(L=2),GO:0006974(L=4),GO:0007049(L=3),GO:0007113(L=5),GO:0007154(L=2),GO:0007163(L=3),GO:0007165(L=3),GO:0007275(L=3),GO:0007276(L=3),GO:0007292(L=5),GO:0007304(L=4),GO:0007306(L=5),GO:0007307(L=4),GO:0007389(L=4),GO:0008069(L=4),GO:0008150(L=0),GO:0008152(L=1),GO:0008219(L=3),GO:0008630(L=8),GO:0009058(L=2),GO:0009059(L=4),GO:0009653(L=3),GO:0009798(L=5),GO:0009888(L=3),GO:0009889(L=4),GO:0009893(L=4),GO:0009950(L=6),GO:0009953(L=6),GO:0009987(L=1),GO:0010467(L=4),GO:0010468(L=5),GO:0010556(L=5),GO:0010604(L=5),GO:0010628(L=6),GO:0010927(L=3),GO:0010941(L=4),GO:0010942(L=5),GO:0012501(L=4),GO:0016043(L=2),GO:0016070(L=4),GO:0016265(L=-1),GO:0016333(L=6),GO:0016334(L=6),GO:0018130(L=4),GO:0019219(L=5),GO:0019222(L=3),GO:0019438(L=4),GO:0019953(L=2),GO:0022412(L=3),GO:0022414(L=2),GO:0023052(L=1),GO:0030154(L=4),GO:0030703(L=5),GO:0030707(L=5),GO:0031323(L=4),GO:0031326(L=5),GO:0032501(L=1),GO:0032502(L=1),GO:0032504(L=2),GO:0032774(L=5),GO:0032989(L=4),GO:0033554(L=3),GO:0034641(L=3),GO:0034645(L=4),GO:0034654(L=4),GO:0035556(L=4),GO:0042981(L=6),GO:0043065(L=7),GO:0043067(L=5),GO:0043068(L=6),GO:0043170(L=3),GO:0044237(L=2),GO:0044238(L=2),GO:0044249(L=3),GO:0044260(L=3),GO:0044271(L=4),GO:0044699(L=1),GO:0044700(L=2),GO:0044702(L=3),GO:0044707(L=2),GO:0044763(L=2),GO:0044767(L=2),GO:0045476(L=5),GO:0045477(L=4),GO:0045850(L=5),GO:0046483(L=3),GO:0048468(L=5),GO:0048477(L=4),GO:0048518(L=3),GO:0048522(L=4),GO:0048609(L=3),GO:0048610(L=-1),GO:0048646(L=3),GO:0048729(L=4),GO:0048856(L=2),GO:0048869(L=3),GO:0050789(L=2),GO:0050794(L=3),GO:0050896(L=1),GO:0051171(L=4),GO:0051239(L=3),GO:0051252(L=5),GO:0051716(L=2),GO:0051726(L=4),GO:0060255(L=4),GO:0060429(L=4),GO:0065007(L=1),GO:0071704(L=2),GO:0071840(L=1),GO:0071897(L=5),GO:0080090(L=4),GO:0090304(L=4),GO:0097190(L=6),GO:0097193(L=7),GO:0097285(L=-1),GO:1901360(L=3),GO:1901362(L=4),GO:1901576(L=3),GO:2000112(L=6),GO:2000241(L=3),GO:2000243(L=4),GO:2001141(L=6),	GO:0005575(L=0),GO:0005622(L=3),GO:0005623(L=1),GO:0005634(L=5),GO:0005654(L=5),GO:0005667(L=4),GO:0005694(L=4),GO:0031523(L=5),GO:0031974(L=1),GO:0031981(L=6),GO:0032991(L=1),GO:0035189(L=8),GO:0043226(L=1),GO:0043227(L=2),GO:0043228(L=2),GO:0043229(L=3),GO:0043231(L=4),GO:0043232(L=3),GO:0043233(L=2),GO:0043234(L=2),GO:0044422(L=2),GO:0044424(L=3),GO:0044427(L=5),GO:0044428(L=5),GO:0044446(L=3),GO:0044451(L=5),GO:0044464(L=2),GO:0070013(L=3),	GO:0001071(L=1),GO:0003674(L=0),GO:0003676(L=3),GO:0003677(L=4),GO:0003700(L=2),GO:0005488(L=1),GO:0005515(L=2),GO:0008134(L=3),GO:0097159(L=2),GO:1901363(L=2),	PFAM (E2F_TDP, DP), SMART (DP, COIL)	Dp-1
TR200420|c0_g1_i1	161.899348331021	7.37685634692003	0.192469277803731	0	0				FALSE	NA											PiCot
TR200420|c1_g1_i2	696.751341981576	7.2515706763346	0.167491747348034	0	0	XP_014248408.1 sialin-like isoform X1 [Cimex lectularius]	cimex lectularius	No	FALSE	NA					Inherit from euNOG: Major Facilitator Superfamily		GO:0006810(L=3),GO:0008150(L=0),GO:0009987(L=1),GO:0044699(L=1),GO:0044763(L=2),GO:0044765(L=3),GO:0051179(L=1),GO:0051234(L=2),GO:0055085(L=4),	GO:0005575(L=0),GO:0016020(L=1),GO:0016021(L=4),GO:0031224(L=3),GO:0044425(L=2),		PFAM (MFS_1, Sugar_tr), SMART (TRANS)	NA
TR200526|c0_g2_i2	1360.68916131035	10.0768068727818	0.252028333235352	0	0	tr|A0A7R9BAK9|A0A7R9BAK9_TIMSH Hypothetical protein OS=Timema shepardi OX=629360 GN=TSIB3V08_LOCUS13184 PE=4 SV=1	timema shepardi	No	FALSE	NA					fructose-bisphosphate aldolase	10,30,51,680,710,1100,1110,1120,1230	GO:0000075(L=5),GO:0000077(L=7),GO:0005975(L=3),GO:0005996(L=4),GO:0006006(L=7),GO:0006007(L=7),GO:0006091(L=3),GO:0006096(L=5),GO:0006950(L=2),GO:0006974(L=4),GO:0007049(L=3),GO:0007093(L=6),GO:0007095(L=8),GO:0007346(L=5),GO:0007498(L=4),GO:0008150(L=0),GO:0008152(L=1),GO:0009056(L=2),GO:0009888(L=3),GO:0009987(L=1),GO:0010564(L=5),GO:0010948(L=6),GO:0016052(L=4),GO:0019318(L=5),GO:0019320(L=7),GO:0022402(L=4),GO:0031570(L=6),GO:0031572(L=8),GO:0032502(L=1),GO:0033554(L=3),GO:0044237(L=2),GO:0044238(L=2),GO:0044699(L=1),GO:0044723(L=3),GO:0044724(L=4),GO:0044763(L=2),GO:0044773(L=8),GO:0044774(L=7),GO:0046365(L=5),GO:0048519(L=3),GO:0048523(L=4),GO:0048856(L=2),GO:0050789(L=2),GO:0050794(L=3),GO:0050896(L=1),GO:0051716(L=2),GO:0051726(L=4),GO:0065007(L=1),GO:0071704(L=2),GO:1901575(L=3),GO:1901987(L=6),GO:1901988(L=7),GO:1901990(L=6),GO:1901991(L=7),	GO:0005575(L=0),GO:0005622(L=3),GO:0005623(L=1),GO:0005737(L=4),GO:0030016(L=6),GO:0030017(L=6),GO:0030018(L=4),GO:0031430(L=4),GO:0031672(L=4),GO:0031674(L=4),GO:0043226(L=1),GO:0043228(L=2),GO:0043229(L=3),GO:0043232(L=3),GO:0043292(L=5),GO:0044422(L=2),GO:0044424(L=3),GO:0044444(L=4),GO:0044449(L=5),GO:0044464(L=2),	GO:0003674(L=0),GO:0003824(L=1),GO:0004332(L=5),GO:0016829(L=2),GO:0016830(L=3),GO:0016832(L=4),	PFAM (Glycolytic)	NA
TR200725|c4_g1_i2	267.12475467215	3.73588783452101	0.096535807208832	0	0	XP_014274610.1 probable E3 ubiquitin-protein ligase HERC4 isoform X1 [Halyomorpha halys]	halyomorpha halys	No	FALSE	NA					e3 ubiquitin-protein ligase	4120	GO:0006464(L=5),GO:0006508(L=4),GO:0006511(L=8),GO:0008150(L=0),GO:0008152(L=1),GO:0009056(L=2),GO:0009057(L=4),GO:0009987(L=1),GO:0016567(L=8),GO:0019538(L=3),GO:0019941(L=7),GO:0030163(L=4),GO:0032446(L=7),GO:0036211(L=4),GO:0042787(L=9),GO:0043170(L=3),GO:0043412(L=4),GO:0043632(L=5),GO:0044237(L=2),GO:0044238(L=2),GO:0044248(L=3),GO:0044257(L=5),GO:0044260(L=3),GO:0044265(L=4),GO:0044267(L=4),GO:0051603(L=6),GO:0070647(L=6),GO:0071704(L=2),GO:1901575(L=3),	GO:0005575(L=0),GO:0005622(L=3),GO:0005623(L=1),GO:0005634(L=5),GO:0005737(L=4),GO:0043226(L=1),GO:0043227(L=2),GO:0043229(L=3),GO:0043231(L=4),GO:0044424(L=3),GO:0044464(L=2),	GO:0003674(L=0),GO:0003824(L=1),GO:0004842(L=4),GO:0016874(L=2),GO:0016879(L=3),GO:0016881(L=4),GO:0019787(L=3),	PFAM (RCC1, HECT), SMART (HECTc, TRANS)	E3 ubiquitin ligase
TR200754|c1_g1_i1	350.294710057609	8.04929688171461	0.203618684607909	0	0				FALSE	NA											C9orf116
TR201423|c0_g1_i1	1033.08138304027	10.0288230300129	0.273419151832965	0	0	XP_014276318.1 trichohyalin [Halyomorpha halys]	halyomorpha halys	No	FALSE	NA											trichohyalin
TR201716|c1_g2_i1	1801.1926242018	8.55270828547343	0.221126100832807	0	0	tr|T1I396|T1I396_RHOPR Uncharacterized protein OS=Rhodnius prolixus OX=13249 PE=4 SV=1	rhodnius prolixus	No	FALSE	NA				CCDC173	coiled-coil domain containing 173					SMART (COIL)	CCDC173
