baseMean	log2FoldChange	lfcSE	pvalue	padj	Description	Species	Contaminant	xenic	UniProt.KEGG.Terms	UniProt.GO.Biological	UniProt.GO.Cellular	UniProt.GO.Molecular	EggNOG.Predicted.Gene	EggNOG.Description	EggNOG.KEGG.Terms	EggNOG.GO.Biological	EggNOG.GO.Cellular	EggNOG.GO.Molecular	EggNOG.Protein.Domains
TR279315|c0_g1_i1	42.2986089409887	3.31286585405154	0.787199849708349	1.37294706637423e-08	3.89935893352477e-05	tr|A0A171AZE4|A0A171AZE4_TRIIF Arylphorin subunit alpha-like protein (Fragment) OS=Triatoma infestans OX=30076 PE=4 SV=1	triatoma infestans	No	FALSE	NA					Larval storage protein (LSP) which may serve as a store of amino acids for synthesis of adult proteins		GO:0000902(L=5),GO:0000904(L=5),GO:0006928(L=3),GO:0006935(L=3),GO:0007154(L=2),GO:0007267(L=3),GO:0007275(L=3),GO:0007399(L=5),GO:0007409(L=7),GO:0007411(L=7),GO:0008037(L=3),GO:0008038(L=5),GO:0008039(L=8),GO:0008045(L=6),GO:0008150(L=0),GO:0008152(L=1),GO:0009605(L=2),GO:0009653(L=3),GO:0009987(L=1),GO:0016043(L=2),GO:0016201(L=6),GO:0022008(L=5),GO:0023052(L=1),GO:0030030(L=3),GO:0030154(L=4),GO:0030182(L=7),GO:0031175(L=5),GO:0032501(L=1),GO:0032502(L=1),GO:0032989(L=4),GO:0032990(L=5),GO:0040011(L=1),GO:0042221(L=2),GO:0042330(L=3),GO:0044699(L=1),GO:0044700(L=2),GO:0044707(L=2),GO:0044710(L=2),GO:0044763(L=2),GO:0044767(L=2),GO:0045165(L=5),GO:0045168(L=5),GO:0046331(L=7),GO:0048468(L=5),GO:0048666(L=6),GO:0048667(L=6),GO:0048699(L=7),GO:0048731(L=4),GO:0048812(L=6),GO:0048856(L=2),GO:0048858(L=5),GO:0048869(L=3),GO:0050896(L=1),GO:0050919(L=5),GO:0055114(L=3),GO:0061564(L=8),GO:0071840(L=1),GO:0097485(L=4),	GO:0005575(L=0),GO:0005576(L=1),GO:0005615(L=3),GO:0005616(L=3),GO:0005622(L=3),GO:0005623(L=1),GO:0005737(L=4),GO:0005811(L=5),GO:0032991(L=1),GO:0043234(L=2),GO:0044421(L=2),GO:0044424(L=3),GO:0044444(L=4),GO:0044464(L=2),	GO:0003674(L=0),GO:0003824(L=1),GO:0004497(L=3),GO:0004503(L=5),GO:0016491(L=2),GO:0016705(L=3),GO:0016716(L=4),GO:0045735(L=1),	PFAM (Hemocyanin_M, Hemocyanin_N, Hemocyanin_C), SMART (SIGNAL, TRANS)
TR204004|c1_g1_i4	96.924635933997	1.31511083813546	0.272931010888706	3.61994111338729e-08	8.10696718240124e-05	tr|A0A0P4VIA6|A0A0P4VIA6_9HEMI Putative mitochondrial carnitine-acylcarnitine carrier protein OS=Rhodnius neglectus OX=72488 PE=2 SV=1	rhodnius neglectus	No	FALSE	NA					carrier protein		GO:0006810(L=3),GO:0008150(L=0),GO:0009987(L=1),GO:0044699(L=1),GO:0044763(L=2),GO:0044765(L=3),GO:0051179(L=1),GO:0051234(L=2),GO:0055085(L=4),	GO:0005575(L=0),GO:0005622(L=3),GO:0005623(L=1),GO:0005737(L=4),GO:0005739(L=5),GO:0005740(L=6),GO:0016020(L=1),GO:0016021(L=4),GO:0031224(L=3),GO:0031967(L=3),GO:0031975(L=3),GO:0043226(L=1),GO:0043227(L=2),GO:0043229(L=3),GO:0043231(L=4),GO:0044422(L=2),GO:0044424(L=3),GO:0044425(L=2),GO:0044429(L=5),GO:0044444(L=4),GO:0044446(L=3),GO:0044464(L=2),	GO:0003674(L=0),GO:0005215(L=1),GO:0022857(L=2),	PFAM (Mito_carr), SMART (TRANS)
TR238064|c0_g1_i1	1.53463185691536	0.0423060797466233	0.122350050082142	4.00266210210332e-08	0.00011874723837874				FALSE	NA										
TR59669|c0_g1_i1	38.9720207966326	3.49919132774888	1.54373082349347	9.27115755013918e-08	0.000166747504419946				FALSE	NA										
TR274806|c0_g1_i1	45.3308638667718	2.78602350192822	0.629072715190167	4.29208068666794e-08	0.00025197025739806	tr|Q94729|Q94729_RIPCL Cyanoprotein beta subunit OS=Riptortus clavatus OX=41704 PE=2 SV=1	riptortus clavatus	No	FALSE	NA					Larval storage protein (LSP) which may serve as a store of amino acids for synthesis of adult proteins		GO:0000902(L=5),GO:0000904(L=5),GO:0006928(L=3),GO:0006935(L=3),GO:0007154(L=2),GO:0007267(L=3),GO:0007275(L=3),GO:0007399(L=5),GO:0007409(L=7),GO:0007411(L=7),GO:0008037(L=3),GO:0008038(L=5),GO:0008039(L=8),GO:0008045(L=6),GO:0008150(L=0),GO:0008152(L=1),GO:0009605(L=2),GO:0009653(L=3),GO:0009987(L=1),GO:0016043(L=2),GO:0016201(L=6),GO:0022008(L=5),GO:0023052(L=1),GO:0030030(L=3),GO:0030154(L=4),GO:0030182(L=7),GO:0031175(L=5),GO:0032501(L=1),GO:0032502(L=1),GO:0032989(L=4),GO:0032990(L=5),GO:0040011(L=1),GO:0042221(L=2),GO:0042330(L=3),GO:0044699(L=1),GO:0044700(L=2),GO:0044707(L=2),GO:0044710(L=2),GO:0044763(L=2),GO:0044767(L=2),GO:0045165(L=5),GO:0045168(L=5),GO:0046331(L=7),GO:0048468(L=5),GO:0048666(L=6),GO:0048667(L=6),GO:0048699(L=7),GO:0048731(L=4),GO:0048812(L=6),GO:0048856(L=2),GO:0048858(L=5),GO:0048869(L=3),GO:0050896(L=1),GO:0050919(L=5),GO:0055114(L=3),GO:0061564(L=8),GO:0071840(L=1),GO:0097485(L=4),	GO:0005575(L=0),GO:0005576(L=1),GO:0005615(L=3),GO:0005616(L=3),GO:0005622(L=3),GO:0005623(L=1),GO:0005737(L=4),GO:0005811(L=5),GO:0032991(L=1),GO:0043234(L=2),GO:0044421(L=2),GO:0044424(L=3),GO:0044444(L=4),GO:0044464(L=2),	GO:0003674(L=0),GO:0003824(L=1),GO:0004497(L=3),GO:0004503(L=5),GO:0016491(L=2),GO:0016705(L=3),GO:0016716(L=4),GO:0045735(L=1),	PFAM (Hemocyanin_M, Hemocyanin_N, Hemocyanin_C), SMART (SIGNAL, TRANS)
TR240292|c1_g1_i1	33.424457094303	-0.101407124544046	0.198842521108983	1.72182548723138e-07	0.000289206003942669				FALSE	NA										
TR245620|c2_g1_i1	835.153248346377	1.78041601081514	0.4155670541896	4.73472387808496e-07	0.000305191178000183	tr|O02025|O02025_RIPCL JR-1 OS=Riptortus clavatus OX=41704 PE=2 SV=1	riptortus clavatus	No	FALSE	NA										
TR243803|c1_g1_i2	229.640963724744	-0.924426372195955	0.214418837460036	5.08976002111368e-07	0.000309849672357397				FALSE	NA										
TR213318|c0_g1_i2	4.60537223328705	2.42740997547734	0.513510753546428	2.47059171168395e-07	0.000315276433125133				FALSE	NA										
TR238617|c0_g1_i1	6.83501559042886	-1.5966009253385	0.34020353475525	2.50419467061634e-07	0.000315276433125133				FALSE	NA										
TR282187|c0_g3_i1	1.8242481437209	0.0254783934108551	0.114426333542927	2.32274600974654e-07	0.000419858705111148				FALSE	NA										
TR251482|c0_g1_i3	43.8788214630322	-1.89069212622035	0.355260912415968	3.80666688881095e-07	0.000465007919018279				FALSE	NA										
TR93014|c0_g1_i1	20.4847746905134	-1.41220494715439	0.327544193623798	4.18327445820123e-07	0.000488794913729325				FALSE	NA										
TR210929|c1_g2_i2	1169.65250099476	1.86005637436257	0.418996899469312	6.4590900852325e-07	0.000506792404611581				FALSE	NA					Ankyrin Repeat Protein					PFAM (Ank, DUF3447, ZU5, Death), SMART (ANK, TRANS, COIL)
TR274732|c1_g1_i1	264.921625745411	-0.65239968551424	0.157941418259185	1.34285862286156e-06	0.000655220264741892	XP_014283332.1 MAP kinase-interacting serine/threonine-protein kinase 1-like isoform X1 [Halyomorpha halys]	halyomorpha halys	No	FALSE	NA				LK6	S_TKc	4010,4066,4910	GO:0006464(L=5),GO:0006468(L=6),GO:0006793(L=3),GO:0006796(L=4),GO:0007017(L=3),GO:0008150(L=0),GO:0008152(L=1),GO:0009966(L=4),GO:0009968(L=5),GO:0009987(L=1),GO:0010646(L=4),GO:0010648(L=5),GO:0016310(L=5),GO:0019538(L=3),GO:0023051(L=3),GO:0023057(L=4),GO:0036211(L=4),GO:0040008(L=3),GO:0043170(L=3),GO:0043412(L=4),GO:0044237(L=2),GO:0044238(L=2),GO:0044260(L=3),GO:0044267(L=4),GO:0044699(L=1),GO:0044763(L=2),GO:0046578(L=7),GO:0046580(L=8),GO:0048519(L=3),GO:0048523(L=4),GO:0048583(L=3),GO:0048585(L=4),GO:0050789(L=2),GO:0050794(L=3),GO:0051056(L=6),GO:0051058(L=7),GO:0065007(L=1),GO:0071704(L=2),	GO:0005575(L=0),GO:0005622(L=3),GO:0005623(L=1),GO:0005634(L=5),GO:0005635(L=4),GO:0005737(L=4),GO:0005813(L=5),GO:0005815(L=6),GO:0005856(L=5),GO:0005874(L=6),GO:0012505(L=3),GO:0015630(L=6),GO:0031967(L=3),GO:0031975(L=3),GO:0032991(L=1),GO:0043226(L=1),GO:0043227(L=2),GO:0043228(L=2),GO:0043229(L=3),GO:0043231(L=4),GO:0043232(L=3),GO:0043234(L=2),GO:0044422(L=2),GO:0044424(L=3),GO:0044428(L=5),GO:0044430(L=5),GO:0044446(L=3),GO:0044464(L=2),	GO:0000166(L=3),GO:0001882(L=3),GO:0001883(L=4),GO:0003674(L=0),GO:0003824(L=1),GO:0004672(L=5),GO:0004674(L=6),GO:0004683(L=7),GO:0005488(L=1),GO:0005515(L=2),GO:0005524(L=7),GO:0016301(L=4),GO:0016740(L=2),GO:0016772(L=3),GO:0016773(L=4),GO:0017076(L=4),GO:0019899(L=3),GO:0019900(L=4),GO:0019901(L=5),GO:0030554(L=5),GO:0032549(L=4),GO:0032550(L=5),GO:0032553(L=3),GO:0032555(L=4),GO:0032559(L=6),GO:0035639(L=4),GO:0036094(L=2),GO:0043167(L=2),GO:0043168(L=3),GO:0051019(L=6),GO:0097159(L=2),GO:1901265(L=3),GO:1901363(L=2),	PFAM (Pkinase_Tyr, Pkinase, Kdo, DMA), SMART (S_TKc, COIL, STYKc)
TR243006|c0_g3_i1	11.9692803264311	2.58763065156498	0.582926476498114	1.60790148628576e-06	0.000807218021307175				FALSE	NA										
TR206698|c0_g1_i1	13.5167870341245	-0.948370984214794	0.221958317083419	1.07526217591478e-06	0.00098133780818147				FALSE	NA										
TR244757|c0_g15_i1	29.1242069462049	-0.0422494198560927	0.122129382217232	1.09816191934395e-06	0.00098133780818147				FALSE	NA										
TR235193|c2_g1_i1	1.50344940815291	-0.00195383923579207	0.110229459401213	9.73723194962288e-07	0.00142682443382773	XP_024217355.1 actin-binding Rho-activating protein-like [Halyomorpha halys]	halyomorpha halys	No	FALSE	NA					Inherit from biNOG: actin-binding Rho activating protein					SMART (COIL, SIGNAL)
TR243053|c11_g1_i1	445.094663422942	-0.391159978243892	0.0951081657059992	4.00656786370395e-06	0.00234202359651758				FALSE	NA										
TR251482|c0_g1_i8	69.4559600049496	-1.70121733375363	0.367376373759364	1.38169816144457e-06	0.0023892927376999				FALSE	NA										
TR219568|c0_g1_i2	12.0923481935568	-1.573276213728	0.425098846133147	6.42150849377369e-06	0.0026193398086233	tr|A0A2R7W4Y0|A0A2R7W4Y0_ONCFA Uncharacterized protein OS=Oncopeltus fasciatus OX=7536 GN=OFAS_OFAS004949 PE=4 SV=1	oncopeltus fasciatus	No	FALSE	NA										
TR110834|c0_g1_i1	1.92834385781785	0.0143752386650423	0.111494953974309	2.19412754106166e-06	0.00282540656065301	XP_014278938.1 uncharacterized protein LOC106682543 [Halyomorpha halys]	halyomorpha halys	No	FALSE	NA					NA		GO:0006022(L=4),GO:0006030(L=5),GO:0006040(L=4),GO:0006807(L=2),GO:0008150(L=0),GO:0008152(L=1),GO:0043170(L=3),GO:0071704(L=2),GO:1901071(L=5),GO:1901135(L=3),GO:1901564(L=3),	GO:0005575(L=0),GO:0005576(L=1),	GO:0003674(L=0),GO:0005488(L=1),GO:0008061(L=3),GO:0097367(L=2),	PFAM (CBM_14), SMART (ChtBD2, SIGNAL, TRANS)
TR206427|c3_g1_i1	152.051786525953	-0.540309325527717	0.137026841692289	9.31242172540515e-06	0.00308822568772998	XP_014283890.1 inorganic pyrophosphatase isoform X1 [Halyomorpha halys]	halyomorpha halys	No	FALSE	NA					Inorganic pyrophosphatase	190	GO:0002682(L=3),GO:0006139(L=3),GO:0006325(L=4),GO:0006338(L=5),GO:0006351(L=5),GO:0006725(L=3),GO:0006793(L=3),GO:0006796(L=4),GO:0006807(L=2),GO:0006996(L=3),GO:0007154(L=2),GO:0007165(L=3),GO:0008150(L=0),GO:0008152(L=1),GO:0008593(L=5),GO:0009058(L=2),GO:0009059(L=4),GO:0009966(L=4),GO:0009967(L=5),GO:0009987(L=1),GO:0010033(L=3),GO:0010467(L=4),GO:0010646(L=4),GO:0010647(L=5),GO:0014070(L=4),GO:0016043(L=2),GO:0016070(L=4),GO:0018130(L=4),GO:0019438(L=4),GO:0023051(L=3),GO:0023052(L=1),GO:0023056(L=4),GO:0030518(L=5),GO:0030522(L=4),GO:0032774(L=5),GO:0033993(L=4),GO:0034641(L=3),GO:0034645(L=4),GO:0034654(L=4),GO:0034728(L=5),GO:0035075(L=5),GO:0035076(L=7),GO:0035206(L=4),GO:0036314(L=4),GO:0036315(L=5),GO:0042127(L=4),GO:0042221(L=2),GO:0042766(L=6),GO:0043170(L=3),GO:0043933(L=3),GO:0044237(L=2),GO:0044238(L=2),GO:0044249(L=3),GO:0044260(L=3),GO:0044271(L=4),GO:0044699(L=1),GO:0044700(L=2),GO:0044763(L=2),GO:0045747(L=6),GO:0046483(L=3),GO:0048518(L=3),GO:0048522(L=4),GO:0048583(L=3),GO:0048584(L=4),GO:0050789(L=2),GO:0050793(L=3),GO:0050794(L=3),GO:0050896(L=1),GO:0051239(L=3),GO:0051276(L=4),GO:0051716(L=2),GO:0065007(L=1),GO:0070887(L=3),GO:0071310(L=4),GO:0071390(L=6),GO:0071396(L=5),GO:0071407(L=5),GO:0071704(L=2),GO:0071824(L=4),GO:0071840(L=1),GO:0090304(L=4),GO:0097305(L=4),GO:0097306(L=5),GO:1901360(L=3),GO:1901362(L=4),GO:1901576(L=3),GO:1901654(L=4),GO:1901655(L=5),GO:1901700(L=3),GO:1901701(L=4),	GO:0005575(L=0),GO:0005622(L=3),GO:0005623(L=1),GO:0005634(L=5),GO:0005737(L=4),GO:0016589(L=8),GO:0031010(L=7),GO:0032991(L=1),GO:0043226(L=1),GO:0043227(L=2),GO:0043229(L=3),GO:0043231(L=4),GO:0043234(L=2),GO:0044422(L=2),GO:0044424(L=3),GO:0044428(L=5),GO:0044446(L=3),GO:0044464(L=2),GO:0070603(L=6),	GO:0000287(L=5),GO:0003674(L=0),GO:0003824(L=1),GO:0004427(L=6),GO:0005488(L=1),GO:0016462(L=5),GO:0016787(L=2),GO:0016817(L=3),GO:0016818(L=4),GO:0043167(L=2),GO:0043169(L=3),GO:0046872(L=4),	PFAM (Pyrophosphatase), SMART (SIGNAL)
TR229961|c0_g2_i2	88.5281692447421	1.42106213675662	0.36684670013509	4.31983235070888e-06	0.00308822568772998				FALSE	NA										
TR237631|c1_g1_i2	3.39400695659223	0.0523428360081352	0.129124188218902	4.69707340053256e-06	0.00315981200239476	XP_026471295.1 trypsin-1-like [Ctenocephalides felis]	ctenocephalides felis	No	FALSE	NA					Tryp_SPc		GO:0006508(L=4),GO:0008150(L=0),GO:0008152(L=1),GO:0019538(L=3),GO:0043170(L=3),GO:0044238(L=2),GO:0071704(L=2),		GO:0003674(L=0),GO:0003824(L=1),GO:0004175(L=5),GO:0004252(L=5),GO:0008233(L=3),GO:0008236(L=4),GO:0016787(L=2),GO:0017171(L=3),GO:0070011(L=4),	PFAM (Trypsin, DUF1986), SMART (Tryp_SPc, SIGNAL)
TR251482|c0_g1_i6	7.73689346548932	-2.08566249981549	0.503600498041038	4.56186875236794e-06	0.00315981200239476				FALSE	NA										
TR264445|c0_g1_i2	10.3372277015091	-1.18006532400147	0.306946332930983	4.76860581249702e-06	0.00315981200239476	XP_014286570.1 RNA-binding protein Musashi homolog 2 isoform X1 [Halyomorpha halys]	halyomorpha halys	No	FALSE	NA				MSI2	musashi homolog	3015	GO:0000003(L=1),GO:0001666(L=3),GO:0001709(L=5),GO:0003006(L=2),GO:0006139(L=3),GO:0006396(L=5),GO:0006397(L=7),GO:0006417(L=7),GO:0006725(L=3),GO:0006807(L=2),GO:0006950(L=2),GO:0007275(L=3),GO:0007276(L=3),GO:0007281(L=4),GO:0007399(L=5),GO:0007417(L=5),GO:0007423(L=6),GO:0008150(L=0),GO:0008152(L=1),GO:0008356(L=4),GO:0009628(L=2),GO:0009719(L=2),GO:0009725(L=3),GO:0009888(L=3),GO:0009889(L=4),GO:0009890(L=5),GO:0009892(L=4),GO:0009987(L=1),GO:0010033(L=3),GO:0010467(L=4),GO:0010468(L=5),GO:0010556(L=5),GO:0010558(L=6),GO:0010605(L=5),GO:0010608(L=6),GO:0016070(L=4),GO:0016071(L=5),GO:0017145(L=4),GO:0017148(L=8),GO:0019222(L=3),GO:0019827(L=3),GO:0019953(L=2),GO:0022412(L=3),GO:0022414(L=2),GO:0022416(L=7),GO:0030154(L=4),GO:0030855(L=5),GO:0031323(L=4),GO:0031324(L=5),GO:0031326(L=5),GO:0031327(L=6),GO:0032268(L=5),GO:0032269(L=6),GO:0032501(L=1),GO:0032502(L=1),GO:0032504(L=2),GO:0033554(L=3),GO:0034641(L=3),GO:0036293(L=4),GO:0036294(L=5),GO:0042078(L=4),GO:0042221(L=2),GO:0043170(L=3),GO:0044237(L=2),GO:0044238(L=2),GO:0044260(L=3),GO:0044699(L=1),GO:0044702(L=3),GO:0044707(L=2),GO:0044763(L=2),GO:0044767(L=2),GO:0045165(L=5),GO:0045595(L=5),GO:0045596(L=5),GO:0046483(L=3),GO:0048468(L=5),GO:0048513(L=4),GO:0048519(L=3),GO:0048523(L=4),GO:0048609(L=3),GO:0048610(L=-1),GO:0048731(L=4),GO:0048856(L=2),GO:0048863(L=5),GO:0048864(L=6),GO:0048869(L=3),GO:0050789(L=2),GO:0050793(L=3),GO:0050794(L=3),GO:0050896(L=1),GO:0051093(L=4),GO:0051246(L=5),GO:0051248(L=6),GO:0051301(L=3),GO:0051716(L=2),GO:0060255(L=4),GO:0060429(L=4),GO:0065007(L=1),GO:0070482(L=3),GO:0070887(L=3),GO:0071453(L=4),GO:0071456(L=4),GO:0071704(L=2),GO:0080090(L=4),GO:0090304(L=4),GO:1901360(L=3),GO:2000112(L=6),GO:2000113(L=7),	GO:0005575(L=0),GO:0005622(L=3),GO:0005623(L=1),GO:0005634(L=5),GO:0005737(L=4),GO:0005844(L=5),GO:0030529(L=4),GO:0032991(L=1),GO:0043226(L=1),GO:0043227(L=2),GO:0043229(L=3),GO:0043231(L=4),GO:0044424(L=3),GO:0044464(L=2),	GO:0000166(L=3),GO:0000900(L=3),GO:0003674(L=0),GO:0003676(L=3),GO:0003723(L=4),GO:0003727(L=5),GO:0003729(L=6),GO:0005488(L=1),GO:0008187(L=6),GO:0008266(L=7),GO:0030371(L=2),GO:0036094(L=2),GO:0045182(L=1),GO:0090079(L=2),GO:0097159(L=2),GO:1901265(L=3),GO:1901363(L=2),	PFAM (RRM_1), SMART (RRM, TRANS)
TR80230|c0_g1_i1	99.2392655058203	2.51459815722279	1.33894184831479	5.31642378885132e-06	0.0034108700099315				FALSE	NA										
TR284785|c1_g1_i1	112.893582561479	0.873014550841497	0.216209693402881	6.0169033171701e-06	0.00378762050441805				FALSE	NA										
TR207148|c1_g1_i1	163.268928144825	0.94587440843011	0.252179023748429	1.40001579503274e-05	0.00416529836664479	XP_014292331.1 uncharacterized protein LOC106691169 [Halyomorpha halys]	halyomorpha halys	No	FALSE	NA										
TR242062|c0_g1_i3	4.32256243320168	-1.50345914558491	0.386118724015537	6.78537561055639e-06	0.00450008333616641	XP_014288149.1 hexosaminidase D-like isoform X5 [Halyomorpha halys]	halyomorpha halys	No	FALSE	NA					Glycosyl hydrolase family 20, catalytic domain	511,513	GO:0005975(L=3),GO:0008150(L=0),GO:0008152(L=1),GO:0044238(L=2),GO:0071704(L=2),		GO:0003674(L=0),GO:0003824(L=1),GO:0004553(L=4),GO:0016787(L=2),GO:0016798(L=3),	PFAM (Glyco_hydro_20), SMART (TRANS)
TR286166|c2_g1_i1	140.90941130482	-0.0073834810257925	0.110523292986472	2.30823853119922e-05	0.00621996444938497	tr|R4WEB5|R4WEB5_RIPPE Cathepsin L (Fragment) OS=Riptortus pedestris OX=329032 PE=2 SV=1	riptortus pedestris	No	FALSE	NA					cathepsin	4142,4145,4612,5205,5323	GO:0002165(L=4),GO:0006508(L=4),GO:0007275(L=3),GO:0007431(L=5),GO:0007435(L=5),GO:0007552(L=4),GO:0007559(L=-1),GO:0008150(L=0),GO:0008152(L=1),GO:0008219(L=3),GO:0009056(L=2),GO:0009057(L=4),GO:0009653(L=3),GO:0009791(L=4),GO:0009886(L=4),GO:0009888(L=3),GO:0009987(L=1),GO:0012501(L=4),GO:0016265(L=-1),GO:0016271(L=-1),GO:0019538(L=3),GO:0022612(L=4),GO:0030163(L=4),GO:0032501(L=1),GO:0032502(L=1),GO:0035070(L=5),GO:0035071(L=6),GO:0035272(L=5),GO:0043170(L=3),GO:0044238(L=2),GO:0044699(L=1),GO:0044707(L=2),GO:0044763(L=2),GO:0044767(L=2),GO:0048102(L=5),GO:0048513(L=4),GO:0048707(L=5),GO:0048731(L=4),GO:0048732(L=6),GO:0048856(L=2),GO:0071704(L=2),GO:1901575(L=3),	GO:0000323(L=6),GO:0005575(L=0),GO:0005622(L=3),GO:0005623(L=1),GO:0005737(L=4),GO:0005764(L=7),GO:0005773(L=5),GO:0043226(L=1),GO:0043227(L=2),GO:0043229(L=3),GO:0043231(L=4),GO:0044424(L=3),GO:0044444(L=4),GO:0044464(L=2),GO:0045169(L=5),	GO:0003674(L=0),GO:0003824(L=1),GO:0004175(L=5),GO:0004197(L=6),GO:0008233(L=3),GO:0008234(L=5),GO:0016787(L=2),GO:0070011(L=4),	PFAM (Peptidase_C1, Inhibitor_I29, Peptidase_C1_2), SMART (Pept_C1, Inhibitor_I29, SIGNAL, TRANS)
TR264543|c0_g1_i1	3.92391086151264	0.0577185845785274	0.133881496329567	1.08900339443432e-05	0.00623203629797375				FALSE	NA										
TR110278|c0_g1_i1	170.025938256642	-0.102028604109403	0.197684195666697	1.59237382093176e-05	0.00651864296486133	tr|A0A3G2GRR9|A0A3G2GRR9_9HEMI Odorant-binding protein 7 OS=Yemma signatus OX=300820 GN=OBP7 PE=2 SV=1	yemma signatus	No	FALSE	NA										
TR230615|c0_g1_i1	4.39940996238586	-0.0915579688219651	0.176634995489961	1.06382777286939e-05	0.00651864296486133				FALSE	NA										
TR227491|c8_g1_i1	29.2099314937023	-1.53864687353579	0.398753245511889	4.37597325201544e-06	0.00662005407519461				FALSE	NA					RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)				GO:0000166(L=3),GO:0003674(L=0),GO:0003676(L=3),GO:0005488(L=1),GO:0036094(L=2),GO:0097159(L=2),GO:1901265(L=3),GO:1901363(L=2),	PFAM (RRM_1, SAP), SMART (RRM, COIL, SAP)
TR202458|c0_g6_i1	3.40341006826705	-0.0105654536569383	0.110887245683482	1.38460618013089e-05	0.00803490935724044				FALSE	NA										
TR42621|c0_g2_i2	26.7055958248275	-0.0788331433499837	0.157713217737641	1.66603559607556e-05	0.00850742989668629				FALSE	NA										
TR210973|c0_g1_i2	64.8171078650698	-1.40956178644112	0.382830096505186	8.6426215512918e-06	0.0092660228982808				FALSE	NA										
