baseMean log2FoldChange lfcSE pvalue padj Description Species Contaminant xenic UniProt.KEGG.Terms UniProt.GO.Biological UniProt.GO.Cellular UniProt.GO.Molecular EggNOG.Predicted.Gene EggNOG.Description EggNOG.KEGG.Terms EggNOG.GO.Biological EggNOG.GO.Cellular EggNOG.GO.Molecular EggNOG.Protein.Domains
TR128832|c0_g1_i1 7.72399517931779 -0.00101451797829448 0.0572859728784588 1.46247443609103e-05 0.0210045517703235 tr|A0A6A5KTI7|A0A6A5KTI7_LUPAL Superoxide dismutase OS=Lupinus albus OX=3870 GN=Lal_00009091 PE=3 SV=1 lupinus albus No FALSE NA    SODA Destroys radicals which are normally produced within the cells and which are toxic to biological systems (By similarity) 4146,5016 GO:0000302(L=4),GO:0000303(L=6),GO:0006091(L=3),GO:0006461(L=5),GO:0006801(L=4),GO:0006810(L=3),GO:0006811(L=4),GO:0006812(L=5),GO:0006818(L=4),GO:0006950(L=2),GO:0006952(L=3),GO:0006979(L=3),GO:0008150(L=0),GO:0008152(L=1),GO:0009266(L=3),GO:0009268(L=3),GO:0009405(L=3),GO:0009408(L=3),GO:0009607(L=2),GO:0009628(L=2),GO:0009987(L=1),GO:0010035(L=3),GO:0010038(L=4),GO:0010269(L=4),GO:0010447(L=4),GO:0015672(L=6),GO:0015992(L=7),GO:0016043(L=2),GO:0019430(L=8),GO:0020012(L=8),GO:0022607(L=3),GO:0022900(L=3),GO:0030682(L=9),GO:0033554(L=3),GO:0034220(L=5),GO:0034599(L=4),GO:0034614(L=5),GO:0042221(L=2),GO:0043933(L=3),GO:0044085(L=2),GO:0044237(L=2),GO:0044403(L=3),GO:0044413(L=7),GO:0044415(L=8),GO:0044419(L=2),GO:0044699(L=1),GO:0044710(L=2),GO:0044763(L=2),GO:0044765(L=3),GO:0050896(L=1),GO:0051179(L=1),GO:0051234(L=2),GO:0051259(L=6),GO:0051260(L=7),GO:0051262(L=7),GO:0051289(L=8),GO:0051701(L=4),GO:0051704(L=1),GO:0051707(L=4),GO:0051716(L=2),GO:0051805(L=7),GO:0051807(L=8),GO:0051832(L=6),GO:0051834(L=7),GO:0052059(L=9),GO:0052173(L=5),GO:0052200(L=6),GO:0052385(L=8),GO:0052550(L=7),GO:0052564(L=6),GO:0052567(L=8),GO:0052572(L=7),GO:0055085(L=4),GO:0055114(L=3),GO:0065003(L=4),GO:0070271(L=3),GO:0070887(L=3),GO:0071241(L=4),GO:0071248(L=5),GO:0071291(L=6),GO:0071451(L=7),GO:0071822(L=4),GO:0071840(L=1),GO:0072593(L=3),GO:0075136(L=5),GO:1901700(L=3),GO:1901701(L=4), GO:0005575(L=0),GO:0005576(L=1),GO:0005622(L=3),GO:0005623(L=1),GO:0005737(L=4),GO:0005829(L=4),GO:0005886(L=3),GO:0016020(L=1),GO:0016021(L=4),GO:0031224(L=3),GO:0042597(L=3),GO:0044424(L=3),GO:0044425(L=2),GO:0044444(L=4),GO:0044464(L=2),GO:0071944(L=3), GO:0003674(L=0),GO:0003676(L=3),GO:0003677(L=4),GO:0003824(L=1),GO:0004601(L=2),GO:0004784(L=2),GO:0005215(L=1),GO:0005488(L=1),GO:0005506(L=6),GO:0008121(L=5),GO:0008324(L=5),GO:0015075(L=4),GO:0015077(L=7),GO:0015078(L=8),GO:0016209(L=1),GO:0016491(L=2),GO:0016679(L=3),GO:0016681(L=4),GO:0016684(L=3),GO:0016721(L=3),GO:0022857(L=2),GO:0022890(L=6),GO:0022891(L=3),GO:0022892(L=2),GO:0030145(L=6),GO:0043167(L=2),GO:0043169(L=3),GO:0046872(L=4),GO:0046914(L=5),GO:0097159(L=2),GO:1901363(L=2), PFAM (Sod_Fe_C, Sod_Fe_N)
TR206693|c2_g2_i13 28.489040016027 0.00374532129260215 0.0574469696688646 1.55532303225247e-05 0.0241248615841505 tr|A0A5P1ER89|A0A5P1ER89_ASPOF Reverse transcriptase Ty1/copia-type domain-containing protein OS=Asparagus officinalis OX=4686 GN=A4U43_C05F12950 PE=4 SV=1 asparagus officinalis No FALSE NA     ZnF_C2HC    GO:0003674(L=0),GO:0003676(L=3),GO:0005488(L=1),GO:0008270(L=6),GO:0043167(L=2),GO:0043169(L=3),GO:0046872(L=4),GO:0046914(L=5),GO:0097159(L=2),GO:1901363(L=2), PFAM (zf-CCHC, RVT_2), SMART (ZnF_C2HC)
TR3387|c0_g1_i1 52.9332836744198 -0.000614386626093382 0.0572775801014969 1.65072223416071e-05 0.0241248615841505    FALSE NA          
TR237619|c8_g3_i1 94.8238737224828 1.68151956007003 0.451680435238321 5.14901026656614e-06 0.0249243269033965 tr|A0A084VR17|A0A084VR17_ANOSI Pacifastin light chain OS=Anopheles sinensis OX=74873 GN=ZHAS_00007917 PE=3 SV=1 anopheles sinensis No FALSE NA     Pacifastin inhibitor (LCMII)  GO:0008150(L=0),GO:0010466(L=8),GO:0019222(L=3),GO:0043086(L=4),GO:0044092(L=3),GO:0050789(L=2),GO:0050790(L=3),GO:0051336(L=4),GO:0051346(L=5),GO:0052547(L=7),GO:0065007(L=1),GO:0065009(L=2),  GO:0003674(L=0),GO:0004857(L=3),GO:0030234(L=2),GO:0030414(L=4),GO:0061134(L=3), PFAM (Pacifastin_I), SMART (SIGNAL)
TR273814|c0_g1_i4 22.563721663328 -0.0005719563847148 0.057276704292513 2.51633007056442e-05 0.0306716050309407    FALSE NA          
TR275341|c0_g1_i2 31.1202751497071 -0.013386555411527 0.0595532966277645 2.24888314976678e-05 0.0306716050309407 XP_014286088.1 uncharacterized protein LOC106686981 [Halyomorpha halys] halyomorpha halys No FALSE NA          
TR208593|c0_g1_i1 14.8236655878005 0.0129633018406556 0.059436527489995 9.05092644009077e-05 0.0383809871471156 tr|A0A146KYV8|A0A146KYV8_LYGHE Pro-Pol polyprotein (Fragment) OS=Lygus hesperus OX=30085 GN=pol_74 PE=4 SV=1 lygus hesperus No FALSE NA     Inherit from biNOG: Pao retrotransposon peptidase   GO:0006139(L=3),GO:0006259(L=4),GO:0006725(L=3),GO:0006807(L=2),GO:0008150(L=0),GO:0008152(L=1),GO:0009987(L=1),GO:0015074(L=5),GO:0034641(L=3),GO:0043170(L=3),GO:0044237(L=2),GO:0044238(L=2),GO:0044260(L=3),GO:0046483(L=3),GO:0071704(L=2),GO:0090304(L=4),GO:1901360(L=3),  GO:0003674(L=0),GO:0003676(L=3),GO:0005488(L=1),GO:0097159(L=2),GO:1901363(L=2), PFAM (Peptidase_A17, rve, DUF1759)
TR232360|c1_g1_i1 68.6524119528346 1.37896316467588 0.408173087962466 3.15124950017785e-05 0.0383809871471156    FALSE NA          
TR248094|c0_g1_i1 14.9658116482674 0.00206603769422761 0.057322572503791 9.46085917679542e-05 0.0413275288561329 XP_014287731.1 transmembrane protein 181 isoform X2 [Halyomorpha halys] halyomorpha halys No FALSE NA     Wnt-binding factor required for Wnt secretion   GO:0005575(L=0),GO:0016020(L=1),GO:0016021(L=4),GO:0031224(L=3),GO:0044425(L=2),  PFAM (MIG-14_Wnt-bd), SMART (TRANS)
TR238460|c0_g2_i1 8.26773384596678 0.00584531188790863 0.057707678194293 8.04869640331584e-05 0.0496954923104496    FALSE NA          
TR262382|c0_g1_i1 14.9526676240946 -0.00131826142778878 0.0572940148766702 7.12155845705889e-05 0.0535764049925149 tr|A0A7U3RXU0|A0A7U3RXU0_9HEMI Cathepsin L1 OS=Dysdercus peruvianus OX=685034 PE=2 SV=1 dysdercus peruvianus No FALSE NA     cathepsin 4142,4145,4612,5205,5323 GO:0002165(L=4),GO:0006508(L=4),GO:0007275(L=3),GO:0007431(L=5),GO:0007435(L=5),GO:0007552(L=4),GO:0007559(L=-1),GO:0008150(L=0),GO:0008152(L=1),GO:0008219(L=3),GO:0009056(L=2),GO:0009057(L=4),GO:0009653(L=3),GO:0009791(L=4),GO:0009886(L=4),GO:0009888(L=3),GO:0009987(L=1),GO:0012501(L=4),GO:0016265(L=-1),GO:0016271(L=-1),GO:0019538(L=3),GO:0022612(L=4),GO:0030163(L=4),GO:0032501(L=1),GO:0032502(L=1),GO:0035070(L=5),GO:0035071(L=6),GO:0035272(L=5),GO:0043170(L=3),GO:0044238(L=2),GO:0044699(L=1),GO:0044707(L=2),GO:0044763(L=2),GO:0044767(L=2),GO:0048102(L=5),GO:0048513(L=4),GO:0048707(L=5),GO:0048731(L=4),GO:0048732(L=6),GO:0048856(L=2),GO:0071704(L=2),GO:1901575(L=3), GO:0000323(L=6),GO:0005575(L=0),GO:0005622(L=3),GO:0005623(L=1),GO:0005737(L=4),GO:0005764(L=7),GO:0005773(L=5),GO:0043226(L=1),GO:0043227(L=2),GO:0043229(L=3),GO:0043231(L=4),GO:0044424(L=3),GO:0044444(L=4),GO:0044464(L=2),GO:0045169(L=5), GO:0003674(L=0),GO:0003824(L=1),GO:0004175(L=5),GO:0004197(L=6),GO:0008233(L=3),GO:0008234(L=5),GO:0016787(L=2),GO:0070011(L=4), PFAM (Peptidase_C1, Inhibitor_I29, Peptidase_C1_2), SMART (Pept_C1, Inhibitor_I29, SIGNAL, TRANS)
TR231694|c2_g1_i1 17.1349769128356 0.0103115980616841 0.0586070248234363 0.000104687016955885 0.0538645492537132    FALSE NA          
TR261490|c6_g1_i1 23.1258107740823 0.016350954298384 0.0607311983771545 5.80091549163428e-05 0.0538645492537132    FALSE NA          
TR278296|c0_g1_i1 6.19776583130625 -0.00156988411137183 0.0573030495011606 8.6958803046923e-05 0.0538645492537132 tr|R4WRP2|R4WRP2_RIPPE Lipase OS=Riptortus pedestris OX=329032 PE=2 SV=1 riptortus pedestris No FALSE NA     lipase 3-like 561,1100 GO:0000003(L=1),GO:0000902(L=5),GO:0006629(L=3),GO:0007275(L=3),GO:0007399(L=5),GO:0008150(L=0),GO:0008152(L=1),GO:0009056(L=2),GO:0009653(L=3),GO:0009987(L=1),GO:0016042(L=4),GO:0016043(L=2),GO:0022008(L=5),GO:0030030(L=3),GO:0030154(L=4),GO:0030182(L=7),GO:0031175(L=5),GO:0032501(L=1),GO:0032502(L=1),GO:0032504(L=2),GO:0032989(L=4),GO:0032990(L=5),GO:0044238(L=2),GO:0044699(L=1),GO:0044707(L=2),GO:0044710(L=2),GO:0044763(L=2),GO:0044767(L=2),GO:0048468(L=5),GO:0048666(L=6),GO:0048699(L=7),GO:0048731(L=4),GO:0048812(L=6),GO:0048856(L=2),GO:0048858(L=5),GO:0048869(L=3),GO:0071704(L=2),GO:0071840(L=1),GO:1901575(L=3), GO:0005575(L=0),GO:0005576(L=1),GO:0005615(L=3),GO:0044421(L=2), GO:0003674(L=0),GO:0003824(L=1),GO:0004806(L=5),GO:0016298(L=4),GO:0016787(L=2),GO:0016788(L=3),GO:0052689(L=4), PFAM (Abhydrolase_1, Abhydro_lipase), SMART (SIGNAL, TRANS)
TR229869|c2_g6_i1 5.91567568057399 0.00959304946337923 0.0584255687722422 0.000120199127895828 0.0593721471080363    FALSE NA          
TR237490|c1_g3_i1 5.33932586208933 -0.00402118158773983 0.0574755087861694 4.47713961707233e-05 0.0607310099162611    FALSE NA          
TR269265|c0_g4_i1 10.6085963873251 0.00589679801755801 0.0577118197575253 0.000129818179301661 0.0627384741554779    FALSE NA          
TR46961|c0_g1_i1 11.488168252193 0.00447370924258657 0.0575237776617192 0.000142871520369644 0.0665809269838118 tr|A0A6A4J8T5|A0A6A4J8T5_APOLU Uncharacterized protein OS=Apolygus lucorum OX=248454 GN=GE061_07967 PE=4 SV=1 apolygus lucorum No FALSE NA          
TR212276|c2_g3_i2 56.5279758972307 -0.00119962966189925 0.0572909011477725 0.000126699979793075 0.0703350829244582    FALSE NA          
TR202839|c0_g1_i1 49.5520308495811 0.0128369222236328 0.0593539552852916 0.000121519037598699 0.0766846890223457 tr|R4WED7|R4WED7_RIPPE Unkown protein (Fragment) OS=Riptortus pedestris OX=329032 PE=2 SV=1 riptortus pedestris No FALSE NA    SSPO Low density lipoprotein receptor-related protein 4310 GO:0000003(L=1),GO:0002165(L=4),GO:0003006(L=2),GO:0006508(L=4),GO:0006511(L=8),GO:0006810(L=3),GO:0006811(L=4),GO:0006897(L=5),GO:0006898(L=6),GO:0007154(L=2),GO:0007155(L=2),GO:0007165(L=3),GO:0007166(L=4),GO:0007186(L=4),GO:0007275(L=3),GO:0007276(L=3),GO:0007281(L=4),GO:0007292(L=5),GO:0007444(L=6),GO:0007552(L=4),GO:0007560(L=6),GO:0007561(L=7),GO:0008150(L=0),GO:0008152(L=1),GO:0009056(L=2),GO:0009057(L=4),GO:0009653(L=3),GO:0009790(L=4),GO:0009791(L=4),GO:0009792(L=5),GO:0009886(L=4),GO:0009887(L=4),GO:0009987(L=1),GO:0009994(L=5),GO:0010466(L=8),GO:0010468(L=5),GO:0010951(L=7),GO:0016192(L=4),GO:0019222(L=3),GO:0019538(L=3),GO:0019941(L=7),GO:0019953(L=2),GO:0022412(L=3),GO:0022414(L=2),GO:0022610(L=1),GO:0023052(L=1),GO:0030154(L=4),GO:0030155(L=3),GO:0030163(L=4),GO:0030334(L=6),GO:0030728(L=5),GO:0032501(L=1),GO:0032502(L=1),GO:0032504(L=2),GO:0032879(L=3),GO:0034220(L=5),GO:0040008(L=3),GO:0040009(L=4),GO:0040010(L=5),GO:0040012(L=3),GO:0043086(L=4),GO:0043170(L=3),GO:0043632(L=5),GO:0044092(L=3),GO:0044237(L=2),GO:0044238(L=2),GO:0044248(L=3),GO:0044257(L=5),GO:0044260(L=3),GO:0044265(L=4),GO:0044267(L=4),GO:0044699(L=1),GO:0044700(L=2),GO:0044702(L=3),GO:0044707(L=2),GO:0044763(L=2),GO:0044765(L=3),GO:0044767(L=2),GO:0045927(L=4),GO:0045995(L=5),GO:0048468(L=5),GO:0048477(L=4),GO:0048513(L=4),GO:0048518(L=3),GO:0048563(L=4),GO:0048569(L=6),GO:0048599(L=4),GO:0048609(L=3),GO:0048610(L=-1),GO:0048707(L=5),GO:0048731(L=4),GO:0048856(L=2),GO:0048869(L=3),GO:0050789(L=2),GO:0050790(L=3),GO:0050793(L=3),GO:0050794(L=3),GO:0050896(L=1),GO:0051179(L=1),GO:0051234(L=2),GO:0051239(L=3),GO:0051246(L=5),GO:0051270(L=4),GO:0051336(L=4),GO:0051346(L=5),GO:0051603(L=6),GO:0051716(L=2),GO:0052547(L=7),GO:0052548(L=7),GO:0055085(L=4),GO:0060255(L=4),GO:0065007(L=1),GO:0065009(L=2),GO:0070613(L=7),GO:0071704(L=2),GO:0080090(L=4),GO:1901575(L=3),GO:2000026(L=4),GO:2000145(L=4), GO:0005575(L=0),GO:0005576(L=1),GO:0005578(L=3),GO:0005604(L=4),GO:0005605(L=4),GO:0005606(L=6),GO:0005615(L=3),GO:0005622(L=3),GO:0005623(L=1),GO:0005737(L=4),GO:0005768(L=5),GO:0005886(L=3),GO:0005887(L=4),GO:0010008(L=5),GO:0016020(L=1),GO:0016021(L=4),GO:0019898(L=3),GO:0031012(L=2),GO:0031090(L=3),GO:0031224(L=3),GO:0031226(L=3),GO:0031410(L=4),GO:0031982(L=3),GO:0032991(L=1),GO:0043226(L=1),GO:0043227(L=2),GO:0043229(L=3),GO:0043231(L=4),GO:0043234(L=2),GO:0043256(L=4),GO:0044420(L=3),GO:0044421(L=2),GO:0044422(L=2),GO:0044424(L=3),GO:0044425(L=2),GO:0044440(L=6),GO:0044444(L=4),GO:0044446(L=3),GO:0044459(L=3),GO:0044464(L=2),GO:0071944(L=3), GO:0001540(L=4),GO:0003674(L=0),GO:0003676(L=3),GO:0003824(L=1),GO:0004175(L=5),GO:0004221(L=-1),GO:0004252(L=5),GO:0004857(L=3),GO:0004866(L=5),GO:0004867(L=6),GO:0004871(L=1),GO:0004872(L=2),GO:0004888(L=3),GO:0004930(L=4),GO:0005041(L=5),GO:0005215(L=1),GO:0005216(L=5),GO:0005230(L=6),GO:0005488(L=1),GO:0005509(L=5),GO:0005539(L=3),GO:0005540(L=4),GO:0008233(L=3),GO:0008234(L=5),GO:0008236(L=4),GO:0008270(L=6),GO:0008773(L=6),GO:0015075(L=4),GO:0015267(L=4),GO:0015276(L=5),GO:0016740(L=2),GO:0016772(L=3),GO:0016779(L=4),GO:0016787(L=2),GO:0016788(L=3),GO:0016790(L=4),GO:0017171(L=3),GO:0022803(L=3),GO:0022834(L=4),GO:0022836(L=5),GO:0022838(L=4),GO:0022839(L=6),GO:0022857(L=2),GO:0022891(L=3),GO:0022892(L=2),GO:0030228(L=4),GO:0030234(L=2),GO:0030246(L=2),GO:0030414(L=4),GO:0033218(L=2),GO:0038023(L=2),GO:0038024(L=3),GO:0042277(L=3),GO:0043167(L=2),GO:0043169(L=3),GO:0046872(L=4),GO:0046914(L=5),GO:0060089(L=1),GO:0061134(L=3),GO:0061135(L=4),GO:0070011(L=4),GO:0070569(L=5),GO:0097159(L=2),GO:0097367(L=2),GO:1901363(L=2), PFAM (Ldl_recept_a, Ldl_recept_b, EGF_CA, TSP_1, TIL, fn3, CUB, EGF, Laminin_EGF, VWD, C8), SMART (LDLa, LY, EGF, EGF_CA, TRANS, EGF_like, TSP1, SIGNAL, FN3, VWC_def, CUB, VWC, EGF_Lam, C8, VWD, COIL)
TR209715|c3_g1_i1 6.07939886489644 0.00324226808815504 0.0574022246947468 8.78116900911712e-05 0.0766846890223457    FALSE NA          
TR43015|c0_g1_i1 18.1843881437925 4.91164705843052e-05 0.0572730526433377 0.000194189239448179 0.0766846890223457    FALSE NA          
TR242864|c3_g1_i10 10.283190758962 -0.000424361124404114 0.0572754082955466 0.000209729665208579 0.0784815136504575    FALSE NA    HDGFL1 hepatoma derived growth factor-like 1     PFAM (PWWP), SMART (PWWP)
TR201855|c0_g2_i1 15.0329440055385 0.016208883495909 0.060623038927563 0.000220285812559533 0.0796632611461543    FALSE NA          
TR203474|c1_g2_i3 12.996054633617 -0.0142713057895764 0.0598444888933227 0.000228879079047999 0.0796632611461543 XP_014278213.1 uncharacterized protein LOC106682074 [Halyomorpha halys] halyomorpha halys No FALSE NA     Low-density lipoprotein receptor domain class A     PFAM (Ldl_recept_a), SMART (TRANS, LDLa, CUB, SIGNAL)
TR263064|c0_g1_i1 61.3326777552893 -0.000232445598343564 0.0572734844505276 0.000150947665292104 0.0796632611461543 tr|R4WJK9|R4WJK9_RIPPE Thiol_cytolys_C domain-containing protein OS=Riptortus pedestris OX=329032 PE=2 SV=1 riptortus pedestris No FALSE NA    HLY Sulfhydryl-activated toxin that causes cytolysis by forming pores in cholesterol containing host membranes. After binding to target membranes, the protein undergoes a major conformation change, leading to its insertion in the host membrane and formation of an oligomeric pore complex. Cholesterol may be required for binding to host membranes, membrane insertion and pore formation. Can be reversibly inactivated by oxidation 4621 GO:0001906(L=1),GO:0007155(L=2),GO:0008150(L=0),GO:0008219(L=3),GO:0009405(L=3),GO:0009987(L=1),GO:0016265(L=-1),GO:0019835(L=2),GO:0022610(L=1),GO:0031640(L=2),GO:0035821(L=2),GO:0044179(L=4),GO:0044364(L=3),GO:0044699(L=1),GO:0044763(L=2),GO:0051704(L=1),GO:0051715(L=3),GO:0065007(L=1),GO:0065008(L=2), GO:0005575(L=0),GO:0005576(L=1),GO:0016020(L=1),GO:0016021(L=4),GO:0018995(L=2),GO:0020002(L=6),GO:0031224(L=3),GO:0033643(L=4),GO:0033644(L=5),GO:0043245(L=3),GO:0043657(L=3),GO:0044215(L=1),GO:0044216(L=3),GO:0044217(L=2),GO:0044218(L=3),GO:0044279(L=3),GO:0044421(L=2),GO:0044425(L=2), GO:0003674(L=0),GO:0005488(L=1),GO:0005496(L=3),GO:0008289(L=2),GO:0015485(L=4),GO:0032934(L=4),GO:0036094(L=2),GO:0043178(L=3),GO:0097159(L=2), PFAM (Thiol_cytolysin), SMART (SIGNAL, TRANS)
TR224430|c1_g1_i1 16.634587837494 0.000318144313627001 0.0572737738476009 0.00029279077934428 0.0977185734915516    FALSE NA          
TR275129|c0_g1_i1 16.1121054390777 0.00167349658956359 0.0573071172975796 0.00025714885209533 0.106910119113058    FALSE NA          
TR212942|c1_g1_i2 29.8591188990561 0.00822271720848788 0.058116939765429 0.000192832166076414 0.10789578222225    FALSE NA          
TR206693|c1_g1_i1 7.08839011585291 0.00427572585249705 0.0574960781566301 0.000155357679459974 0.108537305903139    FALSE NA          
TR200774|c0_g1_i1 73.4602084390839 0.0133689218462187 0.0595153069314644 0.000257780524572701 0.11660978491749    FALSE NA          
TR273325|c0_g2_i2 47.6156065612498 1.21808583986292 0.481453906088404 0.000298030944649254 0.11660978491749 tr|A0A2R7WEH8|A0A2R7WEH8_ONCFA Snurportin-1 OS=Oncopeltus fasciatus OX=7536 GN=OFAS_OFAS007009 PE=3 SV=1 oncopeltus fasciatus No FALSE NA    SNUPN Snurportin 1 3013 GO:0000003(L=1),GO:0000375(L=7),GO:0000377(L=8),GO:0000387(L=8),GO:0000398(L=7),GO:0002119(L=5),GO:0002164(L=4),GO:0006139(L=3),GO:0006259(L=4),GO:0006266(L=5),GO:0006281(L=5),GO:0006310(L=5),GO:0006370(L=7),GO:0006396(L=5),GO:0006397(L=7),GO:0006403(L=3),GO:0006404(L=7),GO:0006605(L=6),GO:0006606(L=8),GO:0006725(L=3),GO:0006807(L=2),GO:0006810(L=3),GO:0006886(L=5),GO:0006897(L=5),GO:0006898(L=6),GO:0006913(L=6),GO:0006950(L=2),GO:0006974(L=4),GO:0007275(L=3),GO:0008104(L=3),GO:0008150(L=0),GO:0008152(L=1),GO:0008380(L=7),GO:0009452(L=7),GO:0009790(L=4),GO:0009791(L=4),GO:0009792(L=5),GO:0009987(L=1),GO:0010467(L=4),GO:0015031(L=4),GO:0015931(L=5),GO:0016043(L=2),GO:0016070(L=4),GO:0016071(L=5),GO:0016192(L=4),GO:0016482(L=4),GO:0017038(L=4),GO:0022607(L=3),GO:0022613(L=3),GO:0022618(L=5),GO:0032501(L=1),GO:0032502(L=1),GO:0033036(L=2),GO:0033365(L=5),GO:0033554(L=3),GO:0034504(L=6),GO:0034613(L=4),GO:0034622(L=5),GO:0034641(L=3),GO:0034660(L=5),GO:0036260(L=7),GO:0040007(L=1),GO:0040008(L=3),GO:0040009(L=4),GO:0040010(L=5),GO:0040011(L=1),GO:0043170(L=3),GO:0043933(L=3),GO:0044085(L=2),GO:0044237(L=2),GO:0044238(L=2),GO:0044260(L=3),GO:0044699(L=1),GO:0044707(L=2),GO:0044744(L=7),GO:0044763(L=2),GO:0044765(L=3),GO:0044767(L=2),GO:0045184(L=4),GO:0045927(L=4),GO:0046483(L=3),GO:0046907(L=3),GO:0048518(L=3),GO:0048856(L=2),GO:0050657(L=6),GO:0050658(L=5),GO:0050789(L=2),GO:0050896(L=1),GO:0051030(L=6),GO:0051169(L=4),GO:0051170(L=7),GO:0051179(L=1),GO:0051234(L=2),GO:0051236(L=4),GO:0051641(L=2),GO:0051649(L=3),GO:0051716(L=2),GO:0061015(L=7),GO:0065003(L=4),GO:0065007(L=1),GO:0070727(L=3),GO:0071702(L=4),GO:0071704(L=2),GO:0071705(L=4),GO:0071826(L=4),GO:0071840(L=1),GO:0090304(L=4),GO:1901360(L=3), GO:0005575(L=0),GO:0005622(L=3),GO:0005623(L=1),GO:0005634(L=5),GO:0005635(L=4),GO:0005643(L=5),GO:0005737(L=4),GO:0005829(L=4),GO:0005846(L=4),GO:0012505(L=3),GO:0016020(L=1),GO:0016021(L=4),GO:0031224(L=3),GO:0031967(L=3),GO:0031975(L=3),GO:0032991(L=1),GO:0034518(L=2),GO:0043226(L=1),GO:0043227(L=2),GO:0043229(L=3),GO:0043231(L=4),GO:0043234(L=2),GO:0044422(L=2),GO:0044424(L=3),GO:0044425(L=2),GO:0044428(L=5),GO:0044444(L=4),GO:0044446(L=3),GO:0044464(L=2),GO:0046930(L=4), GO:0000166(L=3),GO:0000339(L=5),GO:0001882(L=3),GO:0001883(L=4),GO:0003674(L=0),GO:0003676(L=3),GO:0003723(L=4),GO:0003824(L=1),GO:0003909(L=4),GO:0003910(L=5),GO:0004484(L=7),GO:0005215(L=1),GO:0005488(L=1),GO:0005524(L=7),GO:0008192(L=6),GO:0008565(L=3),GO:0016740(L=2),GO:0016772(L=3),GO:0016779(L=4),GO:0016874(L=2),GO:0016886(L=3),GO:0017076(L=4),GO:0022892(L=2),GO:0030554(L=5),GO:0032549(L=4),GO:0032550(L=5),GO:0032553(L=3),GO:0032555(L=4),GO:0032559(L=6),GO:0035639(L=4),GO:0036094(L=2),GO:0043167(L=2),GO:0043168(L=3),GO:0070568(L=5),GO:0097159(L=2),GO:1901265(L=3),GO:1901363(L=2), PFAM (Snurportin1, mRNA_cap_enzyme), SMART (COIL)
TR198279|c0_g3_i4 6.19372840828254 -0.00613711708032857 0.0577403405053421 0.000377496427568144 0.120676351480391    FALSE NA          
