baseMean	log2FoldChange	lfcSE	pvalue	padj	Description	Species	Contaminant	xenic	UniProt.KEGG.Terms	UniProt.GO.Biological	UniProt.GO.Cellular	UniProt.GO.Molecular	EggNOG.Predicted.Gene	EggNOG.Description	EggNOG.KEGG.Terms	EggNOG.GO.Biological	EggNOG.GO.Cellular	EggNOG.GO.Molecular	EggNOG.Protein.Domains	manual.ann
TR242016|c0_g2_i9	15.6718294017568	1.54745461816848	0.579893487906991	3.31918636645579e-05	0.164767428673017				FALSE	NA											NA
TR231276|c1_g1_i1	26.2852483762491	-6.46239518358636e-07	0.00144268951702502	8.48363669053945e-05	0.261318476884531				FALSE	NA											NA
TR53065|c0_g1_i1	9.87225398795067	-1.52710111900291	0.663648742114852	9.94006531488624e-05	0.282866337970735	XP_014272889.1 cuticle protein 16.5-like [Halyomorpha halys]	halyomorpha halys	No	FALSE	NA					Inherit from euNOG: structural constituent of chitin-based cuticle				GO:0003674(L=0),GO:0005198(L=1),GO:0042302(L=2),	PFAM (Chitin_bind_4), SMART (SIGNAL)	cuticle protein
TR241226|c7_g22_i1	6.51718279874673	1.24878695645457e-05	0.00144270673910668	0.000110809292903437	0.292808399103741	XP_035232290.1 uncharacterized protein LOC118204076 [Stegodyphus dumicola]	stegodyphus dumicola	No	FALSE	NA											NA
TR204887|c0_g1_i1	80.7882342652096	-0.409543441262917	0.144783522628493	0.000164487120249972	0.379997918040076	XP_014289416.1 laminin subunit alpha [Halyomorpha halys]	halyomorpha halys	No	FALSE	NA					LamNT	4151,4510,4512,5145,5146,5200,5222	GO:0006464(L=5),GO:0006468(L=6),GO:0006793(L=3),GO:0006796(L=4),GO:0007154(L=2),GO:0007155(L=2),GO:0007165(L=3),GO:0008150(L=0),GO:0008152(L=1),GO:0009987(L=1),GO:0016310(L=5),GO:0019538(L=3),GO:0022610(L=1),GO:0023052(L=1),GO:0030155(L=3),GO:0030334(L=6),GO:0032879(L=3),GO:0036211(L=4),GO:0040012(L=3),GO:0043170(L=3),GO:0043412(L=4),GO:0044237(L=2),GO:0044238(L=2),GO:0044260(L=3),GO:0044267(L=4),GO:0044699(L=1),GO:0044700(L=2),GO:0044763(L=2),GO:0045995(L=5),GO:0050789(L=2),GO:0050793(L=3),GO:0050794(L=3),GO:0050896(L=1),GO:0051239(L=3),GO:0051270(L=4),GO:0051716(L=2),GO:0065007(L=1),GO:0071704(L=2),GO:2000026(L=4),GO:2000145(L=4),	GO:0005575(L=0),GO:0005576(L=1),GO:0005578(L=3),GO:0005604(L=4),GO:0005605(L=4),GO:0005606(L=6),GO:0031012(L=2),GO:0032991(L=1),GO:0043234(L=2),GO:0043256(L=4),GO:0044420(L=3),GO:0044421(L=2),	GO:0003674(L=0),GO:0003824(L=1),GO:0004672(L=5),GO:0004713(L=6),GO:0004714(L=5),GO:0004871(L=1),GO:0004872(L=2),GO:0004888(L=3),GO:0016301(L=4),GO:0016740(L=2),GO:0016772(L=3),GO:0016773(L=4),GO:0019199(L=4),GO:0038023(L=2),GO:0060089(L=1),	PFAM (Laminin_EGF, Laminin_G_2, Laminin_G_1, Laminin_N, Laminin_II, Laminin_B, Laminin_I), SMART (EGF_Lam, LamG, COIL, TNFR, LamNT, LamB, SIGNAL, EGF_like, TRANS)	laminin-alpha
TR231190|c10_g9_i2	7.31933495940933	1.26379989622541e-06	0.00144269220043381	0.000163419062585962	0.379997918040076				FALSE	NA											NA
TR201503|c0_g1_i2	5.56979711549581	-8.3343083378675e-06	0.0014427003959609	0.000160302031540808	0.500730639092787				FALSE	NA											NA
TR228535|c0_g2_i1	5.50489504956656	2.74568333039803e-07	0.00144269302817958	0.000165060919396945	0.500730639092787	tr|A0A2R7VVE8|A0A2R7VVE8_ONCFA CHK domain-containing protein OS=Oncopeltus fasciatus OX=7536 GN=OFAS_OFAS002262 PE=4 SV=1	oncopeltus fasciatus	No	FALSE	NA					Protein of unknown function (DUF1679)		GO:0008150(L=0),GO:0008152(L=1),		GO:0003674(L=0),GO:0003824(L=1),GO:0016740(L=2),GO:0016772(L=3),	PFAM (APH, DUF227, DUF1679, Choline_kinase), SMART (CHK)	NA
TR230875|c1_g2_i1	74.8360945397983	-0.451289876834202	0.164219966156168	0.000194382512732197	0.558645110933771	XP_014291906.1 translational activator of cytochrome c oxidase 1-like [Halyomorpha halys]	halyomorpha halys	No	FALSE	NA					Pfam:DUF28					PFAM (DUF28)	NA
TR261596|c1_g1_i1	80.1733076238982	2.85734192163241e-07	0.00144269096391334	0.00032243036297611	0.596405059108368	XP_014288269.1 kininogen-1 [Halyomorpha halys]	halyomorpha halys	No	FALSE	NA				CST1	Cystatin	4970	GO:0008150(L=0),GO:0010466(L=8),GO:0010951(L=7),GO:0019222(L=3),GO:0043086(L=4),GO:0044092(L=3),GO:0050789(L=2),GO:0050790(L=3),GO:0051336(L=4),GO:0051346(L=5),GO:0052547(L=7),GO:0052548(L=7),GO:0065007(L=1),GO:0065009(L=2),	GO:0005575(L=0),GO:0005576(L=1),	GO:0003674(L=0),GO:0004857(L=3),GO:0004866(L=5),GO:0004869(L=6),GO:0030234(L=2),GO:0030414(L=4),GO:0061134(L=3),GO:0061135(L=4),	PFAM (Cystatin), SMART (CY, SIGNAL)	cystatin-1
TR103605|c0_g2_i1	8.07662564566695	-1.33336621642348	0.739966025115896	0.000636118683859237	0.705866951221922				FALSE	NA											NA
TR106265|c0_g1_i1	3.5928014603932	0.956938663585117	0.426971462661527	0.000625157423529799	0.705866951221922				FALSE	NA											NA
