baseMean	log2FoldChange	lfcSE	pvalue	padj	Description	Species	Contaminant	xenic	UniProt.KEGG.Terms	UniProt.GO.Biological	UniProt.GO.Cellular	UniProt.GO.Molecular	EggNOG.Predicted.Gene	EggNOG.Description	EggNOG.KEGG.Terms	EggNOG.GO.Biological	EggNOG.GO.Cellular	EggNOG.GO.Molecular	EggNOG.Protein.Domains	manual.ann
TR240795|c0_g1_i1	21.4798185195241	-1.0966607252199e-05	0.00144271465473444	1.65986988734823e-17	1.41633294510557e-14	tr|A0A7S3TP93|A0A7S3TP93_EMIHU Hypothetical protein (Fragment) OS=Emiliania huxleyi OX=2903 GN=EHUX00137_LOCUS41395 PE=4 SV=1	emiliania huxleyi	No	FALSE	NA					serine-type endopeptidase activity	4080,4972,4974,5164	GO:0006508(L=4),GO:0008150(L=0),GO:0008152(L=1),GO:0019538(L=3),GO:0043170(L=3),GO:0044238(L=2),GO:0071704(L=2),	GO:0005575(L=0),GO:0005576(L=1),	GO:0003674(L=0),GO:0003824(L=1),GO:0004175(L=5),GO:0004252(L=5),GO:0008233(L=3),GO:0008236(L=4),GO:0016787(L=2),GO:0017171(L=3),GO:0070011(L=4),	PFAM (Trypsin, CUB), SMART (Tryp_SPc, CUB, SIGNAL, TRANS)	NA
TR227423|c8_g1_i1	6.79393228970075	2.58080216051894	0.324814021217841	2.18344718002428e-17	1.60544884099261e-14				FALSE	NA											ankyrin repeat
TR238018|c6_g1_i1	141.596980971333	-1.7301932272659	0.221822640475928	2.49776875779268e-16	1.56822307381437e-13				FALSE	NA											transposase
TR286619|c3_g2_i1	2078.5431842909	-2.8436141476372	0.366733472563903	3.48643624704693e-16	2.12979653025712e-13				FALSE	NA											NA
TR109143|c0_g1_i1	89.0492380934166	-4.50278347384008e-06	0.00144269842148802	5.33956238798682e-16	3.70533350285759e-13	XP_014218074.1 vitellogenin-1-like, partial [Copidosoma floridanum]	copidosoma floridanum	No	FALSE	NA				VG	vitellogenin		GO:0006801(L=4),GO:0006810(L=3),GO:0006869(L=4),GO:0008150(L=0),GO:0008152(L=1),GO:0009987(L=1),GO:0010876(L=3),GO:0033036(L=2),GO:0044237(L=2),GO:0044699(L=1),GO:0044710(L=2),GO:0044765(L=3),GO:0051179(L=1),GO:0051234(L=2),GO:0055114(L=3),GO:0071702(L=4),GO:0072593(L=3),	GO:0005575(L=0),GO:0005576(L=1),	GO:0003674(L=0),GO:0005215(L=1),GO:0005319(L=3),GO:0005488(L=1),GO:0022892(L=2),GO:0043167(L=2),GO:0043169(L=3),GO:0045735(L=1),GO:0046872(L=4),	PFAM (Vitellogenin_N, VWD, DUF1943, Sod_Cu), SMART (LPD_N, VWD, DUF1943, SIGNAL, COIL)	vitellogenin
TR286619|c2_g1_i1	8.04093645054025	-4.9831615065857	0.680471138267556	6.83472538375473e-16	4.3964719179199e-13				FALSE	NA											venom S1 protease
TR266353|c0_g1_i1	7.34068066303042	1.50230078479179	0.19814606754305	1.38271934763754e-15	8.50371171659942e-13				FALSE	NA											TC3A transposase
TR213855|c0_g1_i1	165.845155495443	-8.27833952513128e-06	0.001442706173833	1.45711619701185e-15	9.17942430920305e-13				FALSE	NA											NA
TR250960|c0_g1_i7	8.09970965422277	-2.31369474831227	0.321426994526063	1.69851733552373e-14	9.94844432328801e-12	tr|A0A2R7W0Q0|A0A2R7W0Q0_ONCFA PDZ domain-containing protein OS=Oncopeltus fasciatus OX=7536 GN=OFAS_OFAS003552 PE=4 SV=1	oncopeltus fasciatus	No	FALSE	NA					PDZ domain (Also known as DHR or GLGF)					PFAM (PDZ), SMART (COIL, PDZ)	NA
TR274088|c1_g1_i1	140.650144480765	-2.97020428672933	0.436299129484924	1.8938142475286e-14	1.03548897449061e-11	XP_014275317.1 carboxypeptidase B-like [Halyomorpha halys]	halyomorpha halys	No	FALSE	NA					Carboxypeptidase		GO:0006508(L=4),GO:0008150(L=0),GO:0008152(L=1),GO:0019538(L=3),GO:0043170(L=3),GO:0044238(L=2),GO:0071704(L=2),		GO:0003674(L=0),GO:0003824(L=1),GO:0004180(L=6),GO:0004181(L=7),GO:0005488(L=1),GO:0008233(L=3),GO:0008235(L=6),GO:0008237(L=5),GO:0008238(L=5),GO:0008270(L=6),GO:0016787(L=2),GO:0043167(L=2),GO:0043169(L=3),GO:0046872(L=4),GO:0046914(L=5),GO:0070011(L=4),	PFAM (Peptidase_M14, Propep_M14), SMART (Zn_pept, SIGNAL, TRANS)	NA
TR239687|c5_g1_i1	5100.22126432998	-2.67310483957668	0.375226361219789	2.8625479560041e-14	1.71440758108605e-11	tr|A0A1B4X9A5|A0A1B4X9A5_RIPPE Trialysin 2 OS=Riptortus pedestris OX=329032 PE=4 SV=1	riptortus pedestris	No	FALSE	NA											NA
TR221969|c1_g2_i1	180.054046741046	-2.33141306682473	0.345301990934538	6.77265644528032e-14	3.40176762172083e-11	XP_014274509.1 variant-surface-glycoprotein phospholipase C-like isoform X1 [Halyomorpha halys]	halyomorpha halys	No	FALSE	NA					Inherit from KOG: protease		GO:0006508(L=4),GO:0006629(L=3),GO:0006644(L=4),GO:0006650(L=5),GO:0006793(L=3),GO:0006796(L=4),GO:0008150(L=0),GO:0008152(L=1),GO:0009987(L=1),GO:0019538(L=3),GO:0019637(L=3),GO:0043170(L=3),GO:0044237(L=2),GO:0044238(L=2),GO:0044255(L=3),GO:0044710(L=2),GO:0046486(L=4),GO:0071704(L=2),		GO:0003674(L=0),GO:0003824(L=1),GO:0004175(L=5),GO:0004252(L=5),GO:0008081(L=5),GO:0008233(L=3),GO:0008236(L=4),GO:0009975(L=2),GO:0016787(L=2),GO:0016788(L=3),GO:0016829(L=2),GO:0016849(L=3),GO:0017171(L=3),GO:0042578(L=4),GO:0047396(L=3),GO:0070011(L=4),	PFAM (PI-PLC-X, Trypsin), SMART (SIGNAL, TRANS, Tryp_SPc)	NA
TR231476|c0_g1_i1	34.0474156593311	-1.85249882578886	0.261416814621331	5.26891008191441e-14	3.81467454028443e-11	XP_014285594.1 probable cytochrome P450 6a23 [Halyomorpha halys]	halyomorpha halys	No	FALSE	NA					cytochrome P450		GO:0008150(L=0),GO:0008152(L=1),GO:0044710(L=2),GO:0055114(L=3),		GO:0003674(L=0),GO:0003824(L=1),GO:0004497(L=3),GO:0005488(L=1),GO:0005506(L=6),GO:0009055(L=1),GO:0016491(L=2),GO:0016705(L=3),GO:0016712(L=4),GO:0020037(L=4),GO:0043167(L=2),GO:0043169(L=3),GO:0046872(L=4),GO:0046906(L=3),GO:0046914(L=5),GO:0070330(L=5),GO:0097159(L=2),GO:1901363(L=2),	PFAM (p450), SMART (TRANS)	cytochrome P450
