baseMean	log2FoldChange	lfcSE	pvalue	padj	Description	Species	Contaminant	xenic	UniProt.KEGG.Terms	UniProt.GO.Biological	UniProt.GO.Cellular	UniProt.GO.Molecular	EggNOG.Predicted.Gene	EggNOG.Description	EggNOG.KEGG.Terms	EggNOG.GO.Biological	EggNOG.GO.Cellular	EggNOG.GO.Molecular	EggNOG.Protein.Domains
TR229561|c0_g2_i1	4.79636947268253	0.000710993109485134	0.0233541935031971	6.67415741079468e-05	0.232232908461209				FALSE	NA										
TR242590|c3_g1_i3	25.7954011863121	0.000470822344000455	0.0233457823079258	0.000191905271373938	0.232232908461209				FALSE	NA										
TR245289|c0_g2_i2	85.6828951542559	0.737018034480592	0.244822029904708	9.75131885379624e-05	0.232232908461209				FALSE	NA					Inherit from biNOG: WD domain, G-beta repeat		GO:0008150(L=0),GO:0008152(L=1),		GO:0003674(L=0),GO:0003824(L=1),GO:0005488(L=1),GO:0005509(L=5),GO:0043167(L=2),GO:0043169(L=3),GO:0046872(L=4),	PFAM (WD40, Nup160), SMART (WD40)
TR253904|c4_g3_i1	38.9817019569215	0.000533398646552986	0.0233477242619195	7.06725429941305e-05	0.232232908461209				FALSE	NA										
TR271127|c0_g1_i3	38.4600462209229	0.00077901573565528	0.023357643399806	0.000150880766532743	0.232232908461209	XP_030767556.1 dynein heavy chain 1, axonemal-like isoform X1 [Sitophilus oryzae]	sitophilus oryzae	No	FALSE	NA				DNAH1	Dynein, axonemal, heavy chain	5016	GO:0001539(L=4),GO:0006139(L=3),GO:0006152(L=7),GO:0006163(L=5),GO:0006195(L=7),GO:0006200(L=-1),GO:0006725(L=3),GO:0006753(L=4),GO:0006793(L=3),GO:0006796(L=4),GO:0006807(L=2),GO:0006928(L=3),GO:0007017(L=3),GO:0007018(L=4),GO:0008150(L=0),GO:0008152(L=1),GO:0009056(L=2),GO:0009116(L=4),GO:0009117(L=5),GO:0009119(L=5),GO:0009123(L=5),GO:0009125(L=5),GO:0009126(L=7),GO:0009128(L=7),GO:0009141(L=5),GO:0009143(L=5),GO:0009144(L=7),GO:0009146(L=7),GO:0009150(L=6),GO:0009154(L=7),GO:0009158(L=7),GO:0009161(L=7),GO:0009164(L=5),GO:0009166(L=5),GO:0009167(L=7),GO:0009169(L=8),GO:0009199(L=7),GO:0009203(L=7),GO:0009205(L=7),GO:0009207(L=8),GO:0009259(L=5),GO:0009261(L=5),GO:0009605(L=2),GO:0009612(L=3),GO:0009628(L=2),GO:0009987(L=1),GO:0019439(L=4),GO:0019637(L=3),GO:0019693(L=4),GO:0034641(L=3),GO:0034655(L=4),GO:0040011(L=1),GO:0042278(L=5),GO:0042454(L=7),GO:0044237(L=2),GO:0044238(L=2),GO:0044248(L=3),GO:0044270(L=4),GO:0044281(L=3),GO:0044699(L=1),GO:0044710(L=2),GO:0044763(L=2),GO:0046034(L=7),GO:0046128(L=7),GO:0046130(L=7),GO:0046434(L=4),GO:0046483(L=3),GO:0046700(L=4),GO:0048870(L=3),GO:0050896(L=1),GO:0051179(L=1),GO:0051674(L=2),GO:0055086(L=3),GO:0071704(L=2),GO:0072521(L=4),GO:0072523(L=5),GO:1901135(L=3),GO:1901136(L=4),GO:1901292(L=4),GO:1901360(L=3),GO:1901361(L=4),GO:1901564(L=3),GO:1901565(L=4),GO:1901575(L=3),GO:1901657(L=3),GO:1901658(L=4),	GO:0005575(L=0),GO:0005622(L=3),GO:0005623(L=1),GO:0005737(L=4),GO:0005856(L=5),GO:0005858(L=4),GO:0005874(L=6),GO:0005875(L=6),GO:0005929(L=4),GO:0005930(L=5),GO:0015630(L=6),GO:0030286(L=7),GO:0031514(L=5),GO:0032838(L=3),GO:0032991(L=1),GO:0042995(L=3),GO:0043226(L=1),GO:0043227(L=2),GO:0043228(L=2),GO:0043229(L=3),GO:0043231(L=4),GO:0043232(L=3),GO:0043234(L=2),GO:0044422(L=2),GO:0044424(L=3),GO:0044430(L=5),GO:0044441(L=3),GO:0044444(L=4),GO:0044446(L=3),GO:0044447(L=4),GO:0044463(L=3),GO:0044464(L=2),GO:0097014(L=5),	GO:0000166(L=3),GO:0001882(L=3),GO:0001883(L=4),GO:0003674(L=0),GO:0003774(L=7),GO:0003777(L=8),GO:0003824(L=1),GO:0005488(L=1),GO:0005524(L=7),GO:0016462(L=5),GO:0016787(L=2),GO:0016817(L=3),GO:0016818(L=4),GO:0016887(L=7),GO:0017076(L=4),GO:0017111(L=6),GO:0030554(L=5),GO:0032549(L=4),GO:0032550(L=5),GO:0032553(L=3),GO:0032555(L=4),GO:0032559(L=6),GO:0035639(L=4),GO:0036094(L=2),GO:0043167(L=2),GO:0043168(L=3),GO:0097159(L=2),GO:1901265(L=3),GO:1901363(L=2),	PFAM (DHC_N2, Dynein_heavy, AAA_5), SMART (COIL, AAA)
TR197086|c0_g1_i1	16.7213039995123	-0.00422501319209743	0.0238783392671873	0.00150744564410972	0.275608519446605	XP_024215560.1 B-cell lymphoma/leukemia 11A isoform X1 [Halyomorpha halys]	halyomorpha halys	No	FALSE	NA					B-cell CLL lymphoma				GO:0003674(L=0),GO:0003676(L=3),GO:0005488(L=1),GO:0008270(L=6),GO:0043167(L=2),GO:0043169(L=3),GO:0046872(L=4),GO:0046914(L=5),GO:0097159(L=2),GO:1901363(L=2),	PFAM (zf-C2H2), SMART (ZnF_C2H2, COIL, TRANS)
TR200751|c11_g1_i1	17.2333412052912	0.000372801911498996	0.0233429680756977	0.000153741000515225	0.303450570350274				FALSE	NA					nudE nuclear distribution E homolog (A. nidulans)-like 1		GO:0006810(L=3),GO:0008150(L=0),GO:0051179(L=1),GO:0051234(L=2),	GO:0005575(L=0),GO:0005622(L=3),GO:0005623(L=1),GO:0005737(L=4),GO:0005815(L=6),GO:0005819(L=6),GO:0005856(L=5),GO:0005874(L=6),GO:0015630(L=6),GO:0032991(L=1),GO:0043226(L=1),GO:0043228(L=2),GO:0043229(L=3),GO:0043232(L=3),GO:0043234(L=2),GO:0044422(L=2),GO:0044424(L=3),GO:0044430(L=5),GO:0044446(L=3),GO:0044464(L=2),		PFAM (NUDE_C), SMART (COIL)
TR232328|c0_g1_i1	3.66073871402071	-0.000364334616977872	0.0233427794879565	0.000153109960721489	0.303450570350274				FALSE	NA										
TR234168|c0_g1_i1	23.8572938040547	0.000493438411839389	0.0233463806346031	0.000214215317430699	0.382976392095133				FALSE	NA										
TR250960|c0_g1_i5	6.1791976335337	-0.00351093045410892	0.0237194580738805	0.000226656165351551	0.382976392095133	tr|A0A0A9X3H8|A0A0A9X3H8_LYGHE Pro-interleukin-16 OS=Lygus hesperus OX=30085 GN=IL16_1 PE=4 SV=1	lygus hesperus	No	FALSE	NA					PDZ domain (Also known as DHR or GLGF)					PFAM (PDZ), SMART (COIL, PDZ)
TR258642|c0_g2_i1	14.838656870165	0.000435819390042858	0.0233448817279872	0.000237150434195365	0.382976392095133				FALSE	NA										
TR79253|c0_g1_i1	8.57306956218852	0.000783954087810639	0.0233573536862457	0.000218632646123118	0.382976392095133				FALSE	NA										
TR198121|c6_g2_i3	38.0391921067851	1.5135642481658	0.496519257914535	0.00032394328955698	0.38334491077215	XP_028525345.1 histidine decarboxylase isoform X2 [Apis cerana]	apis cerana	No	FALSE	NA				HDC	Pyridoxal-dependent decarboxylase conserved domain	340,1100,1110	GO:0001654(L=7),GO:0001745(L=6),GO:0001751(L=8),GO:0001754(L=7),GO:0006082(L=3),GO:0006520(L=3),GO:0006807(L=2),GO:0007275(L=3),GO:0007399(L=5),GO:0007423(L=6),GO:0008150(L=0),GO:0008152(L=1),GO:0009266(L=3),GO:0009605(L=2),GO:0009628(L=2),GO:0009653(L=3),GO:0009887(L=4),GO:0009987(L=1),GO:0019752(L=5),GO:0022008(L=5),GO:0030154(L=4),GO:0030182(L=7),GO:0032501(L=1),GO:0032502(L=1),GO:0040011(L=1),GO:0042051(L=9),GO:0042330(L=3),GO:0042461(L=7),GO:0042462(L=8),GO:0043052(L=4),GO:0043436(L=4),GO:0044237(L=2),GO:0044238(L=2),GO:0044281(L=3),GO:0044699(L=1),GO:0044707(L=2),GO:0044710(L=2),GO:0044763(L=2),GO:0044767(L=2),GO:0046530(L=8),GO:0048468(L=5),GO:0048513(L=4),GO:0048592(L=5),GO:0048666(L=6),GO:0048699(L=7),GO:0048731(L=4),GO:0048749(L=8),GO:0048856(L=2),GO:0048869(L=3),GO:0050896(L=1),GO:0071704(L=2),GO:1901564(L=3),		GO:0003674(L=0),GO:0003824(L=1),GO:0004398(L=5),GO:0005488(L=1),GO:0016829(L=2),GO:0016830(L=3),GO:0016831(L=4),GO:0030170(L=3),GO:0043167(L=2),GO:0043168(L=3),GO:0048037(L=2),	PFAM (Pyridoxal_deC, Beta_elim_lyase)
TR203463|c3_g2_i1	16.5316558460274	1.40102583426329	0.807701348843156	0.00415776402727331	0.38334491077215				FALSE	NA										
TR216902|c0_g1_i1	17.7595652390985	-0.000534521679075796	0.0233472056391658	0.000265882426675643	0.38334491077215				FALSE	NA										
TR224150|c5_g1_i1	19.6167597628869	0.00038893274696611	0.0233434992532555	0.000415954782511398	0.38334491077215				FALSE	NA										
TR237566|c0_g1_i1	4.20294147747737	0.00215078524173012	0.0234809388024247	0.000313445422221962	0.38334491077215				FALSE	NA										
TR241996|c0_g1_i5	37.4881584009137	-0.00174723102715195	0.0234303959453993	0.000415802049539481	0.38334491077215	tr|A0A146LS83|A0A146LS83_LYGHE Sorbin and SH3 domain-containing protein 2 OS=Lygus hesperus OX=30085 GN=SORBS2_1 PE=4 SV=1	lygus hesperus	No	FALSE	NA				CAP	Variant SH3 domain		GO:0003008(L=2),GO:0007275(L=3),GO:0007517(L=6),GO:0007600(L=4),GO:0007605(L=6),GO:0008150(L=0),GO:0008152(L=1),GO:0016203(L=6),GO:0032501(L=1),GO:0032502(L=1),GO:0044699(L=1),GO:0044707(L=2),GO:0044767(L=2),GO:0048513(L=4),GO:0048731(L=4),GO:0048856(L=2),GO:0050877(L=3),GO:0050954(L=5),GO:0060538(L=7),GO:0061061(L=3),	GO:0005575(L=0),GO:0005912(L=3),GO:0005924(L=3),GO:0005925(L=4),GO:0030054(L=1),GO:0030055(L=2),GO:0070161(L=2),	GO:0000166(L=3),GO:0001882(L=3),GO:0001883(L=4),GO:0003674(L=0),GO:0003676(L=3),GO:0003677(L=4),GO:0003824(L=1),GO:0005488(L=1),GO:0005515(L=2),GO:0005524(L=7),GO:0008092(L=3),GO:0016787(L=2),GO:0017076(L=4),GO:0017166(L=4),GO:0030554(L=5),GO:0032549(L=4),GO:0032550(L=5),GO:0032553(L=3),GO:0032555(L=4),GO:0032559(L=6),GO:0035639(L=4),GO:0036094(L=2),GO:0043167(L=2),GO:0043168(L=3),GO:0097159(L=2),GO:1901265(L=3),GO:1901363(L=2),	PFAM (SH3_1, SH3_2, ResIII, PDZ, Sorb), SMART (SH3, COIL, PDZ)
TR243053|c6_g1_i1	17.8716553205571	1.02276841034481	0.821483543721709	0.00400630923837445	0.38334491077215				FALSE	NA										
TR245282|c0_g4_i1	6.55236825457065	0.00226719332728801	0.0234966257632712	0.000409696314253699	0.38334491077215				FALSE	NA										
TR246138|c3_g3_i1	2.97357873058042	0.000901105477178259	0.0233639883949588	0.000371971954283983	0.38334491077215				FALSE	NA										
TR255743|c2_g1_i2	22.0004658688292	1.36923198883933	0.563048949150194	0.000304035236329744	0.38334491077215				FALSE	NA										
TR256031|c0_g1_i1	3.50285620402007	0.00154506532140594	0.0234117949116281	0.000800257514102033	0.38334491077215				FALSE	NA										
TR260299|c0_g1_i1	3.09864964795637	0.00119094555343759	0.023382002053094	0.000321167830328273	0.38334491077215				FALSE	NA										
TR276987|c0_g1_i1	5.61298758158771	-0.00311284580680411	0.0236375667211712	0.000411286756318525	0.38334491077215				FALSE	NA										
TR66099|c0_g2_i1	60.2050109564428	0.0002261622029561	0.0233404595096214	0.000405387775531382	0.38334491077215				FALSE	NA										
TR8815|c0_g1_i1	8.79178783771005	0.000279192668422978	0.023341299003672	0.000311756138048692	0.38334491077215				FALSE	NA										
TR88847|c0_g1_i1	25.2322356107486	3.60785630846876	1.30979485548699	0.000420807574873729	0.38334491077215				FALSE	NA										
TR89791|c0_g1_i1	11.085756741847	2.46049735885808	1.12274274166264	0.000356403734086887	0.38334491077215	XP_014285855.1 flightin isoform X2 [Halyomorpha halys]	halyomorpha halys	No	FALSE	NA				FLN	NA		GO:0003008(L=2),GO:0003009(L=6),GO:0003010(L=7),GO:0003012(L=3),GO:0006461(L=5),GO:0006936(L=4),GO:0006941(L=5),GO:0006996(L=3),GO:0007010(L=4),GO:0007525(L=4),GO:0007527(L=5),GO:0008150(L=0),GO:0009653(L=3),GO:0009987(L=1),GO:0010927(L=3),GO:0014703(L=8),GO:0014866(L=7),GO:0016043(L=2),GO:0022607(L=3),GO:0030029(L=3),GO:0030036(L=4),GO:0030154(L=4),GO:0030239(L=6),GO:0030241(L=8),GO:0031032(L=5),GO:0031033(L=5),GO:0031034(L=7),GO:0032501(L=1),GO:0032502(L=1),GO:0032989(L=4),GO:0034622(L=5),GO:0042692(L=5),GO:0043623(L=6),GO:0043933(L=3),GO:0044085(L=2),GO:0044699(L=1),GO:0044707(L=2),GO:0044763(L=2),GO:0044767(L=2),GO:0045214(L=6),GO:0048468(L=5),GO:0048646(L=3),GO:0048856(L=2),GO:0048869(L=3),GO:0050879(L=3),GO:0050881(L=4),GO:0051146(L=6),GO:0055001(L=6),GO:0055002(L=7),GO:0061061(L=3),GO:0065003(L=4),GO:0070271(L=3),GO:0070925(L=4),GO:0071688(L=5),GO:0071822(L=4),GO:0071840(L=1),	GO:0005575(L=0),GO:0005622(L=3),GO:0005623(L=1),GO:0005737(L=4),GO:0005856(L=5),GO:0005859(L=5),GO:0005863(L=4),GO:0015629(L=6),GO:0016459(L=6),GO:0016460(L=7),GO:0030016(L=6),GO:0030017(L=6),GO:0031672(L=4),GO:0032982(L=7),GO:0032991(L=1),GO:0036379(L=6),GO:0043226(L=1),GO:0043228(L=2),GO:0043229(L=3),GO:0043232(L=3),GO:0043234(L=2),GO:0043292(L=5),GO:0044422(L=2),GO:0044424(L=3),GO:0044430(L=5),GO:0044444(L=4),GO:0044446(L=3),GO:0044449(L=5),GO:0044464(L=2),		
TR214030|c0_g1_i2	19.4651352089809	-0.000612855800034217	0.0233495108100945	0.000469137081921631	0.406524445036871				FALSE	NA										
TR243041|c0_g1_i2	5.52081441810873	-0.00153936110478325	0.0234115564850162	0.000467128577291612	0.406524445036871	XP_024219750.1 ionotropic receptor 25a [Halyomorpha halys]	halyomorpha halys	No	FALSE	NA					glutamate receptor		GO:0003008(L=2),GO:0006810(L=3),GO:0006811(L=4),GO:0007154(L=2),GO:0007165(L=3),GO:0007166(L=4),GO:0007215(L=5),GO:0007600(L=4),GO:0007606(L=5),GO:0007608(L=6),GO:0008150(L=0),GO:0009593(L=3),GO:0009987(L=1),GO:0023052(L=1),GO:0032501(L=1),GO:0034220(L=5),GO:0035235(L=6),GO:0042221(L=2),GO:0044699(L=1),GO:0044700(L=2),GO:0044707(L=2),GO:0044763(L=2),GO:0044765(L=3),GO:0050789(L=2),GO:0050794(L=3),GO:0050877(L=3),GO:0050896(L=1),GO:0050906(L=5),GO:0050907(L=5),GO:0051179(L=1),GO:0051234(L=2),GO:0051606(L=2),GO:0051716(L=2),GO:0055085(L=4),GO:0065007(L=1),	GO:0005575(L=0),GO:0005622(L=3),GO:0005623(L=1),GO:0005886(L=3),GO:0005929(L=4),GO:0016020(L=1),GO:0016021(L=4),GO:0030054(L=1),GO:0030288(L=4),GO:0030312(L=3),GO:0030313(L=4),GO:0030425(L=4),GO:0031224(L=3),GO:0031975(L=3),GO:0042597(L=3),GO:0042995(L=3),GO:0043005(L=4),GO:0043226(L=1),GO:0043227(L=2),GO:0043229(L=3),GO:0043231(L=4),GO:0044424(L=3),GO:0044425(L=2),GO:0044456(L=2),GO:0044462(L=3),GO:0044464(L=2),GO:0045202(L=1),GO:0045211(L=3),GO:0071683(L=6),GO:0071944(L=3),GO:0097060(L=2),GO:0097458(L=3),	GO:0003674(L=0),GO:0004871(L=1),GO:0004872(L=2),GO:0004888(L=3),GO:0004970(L=5),GO:0005215(L=1),GO:0005216(L=5),GO:0005230(L=6),GO:0005231(L=4),GO:0005234(L=5),GO:0008066(L=4),GO:0015075(L=4),GO:0015267(L=4),GO:0015276(L=5),GO:0022803(L=3),GO:0022834(L=4),GO:0022836(L=5),GO:0022838(L=4),GO:0022839(L=6),GO:0022857(L=2),GO:0022891(L=3),GO:0022892(L=2),GO:0038023(L=2),GO:0060089(L=1),	PFAM (Lig_chan-Glu_bd, SBP_bac_3, Lig_chan, ANF_receptor), SMART (TRANS, Lig_chan-Glu_bd, PBPe, SIGNAL)
TR213385|c0_g1_i3	13.3756023496478	1.4462684061613	0.641826778268441	0.000507062197901472	0.42892632778675				FALSE	NA										
TR197561|c0_g1_i2	24.4807979579922	0.000624626642680801	0.02335098347077	0.000648630100152184	0.434802456569939				FALSE	NA										
